grn_line_id,grn_id,po_line_id,item_id,qty_received,quality_status
4156,963,4220,89,301,Good Condition
4157,963,4221,185,211,Good Condition
4158,963,4222,335,333,Good Condition
4159,963,4223,15,355,Good Condition
4160,964,4224,513,335,Good Condition
4161,964,4225,182,173,Good Condition
4162,964,4226,211,241,Good Condition
4163,965,4227,56,80,Good Condition
4164,965,4228,69,409,Good Condition
4165,965,4229,287,421,Good Condition
4166,965,4230,290,19,Good Condition
4167,965,4231,422,460,Good Condition
4168,965,4232,476,19,Good Condition
4169,965,4233,283,121,Good Condition
4170,965,4234,441,110,Good Condition
4171,966,4235,513,67,Good Condition
4172,966,4236,591,123,Good Condition
4173,967,4237,359,19,Good Condition
4174,967,4238,249,139,Good Condition
4175,967,4239,43,24,Good Condition
4176,968,4240,311,349,Good Condition
4177,969,4241,153,496,Good Condition
4178,969,4242,393,351,Good Condition
4179,969,4243,202,320,Good Condition
4180,969,4244,23,451,Good Condition
4181,969,4245,285,275,Good Condition
4182,970,4246,262,423,Rejected - Quality Failure
4183,970,4247,480,294,Good Condition
4184,970,4248,202,284,Good Condition
4185,970,4249,391,429,Good Condition
4186,970,4250,393,198,Rejected - Quality Failure
4187,971,4251,176,34,Good Condition
4188,971,4252,306,421,Good Condition
4189,972,4253,173,281,Service Accepted
4190,972,4254,364,353,Service Accepted
4191,972,4255,342,348,Service Accepted
4192,973,4256,48,63,Good Condition
4193,974,4257,175,359,Good Condition
4194,974,4258,291,194,Good Condition
4195,974,4259,597,134,Good Condition
4196,975,4260,543,123,Good Condition
4197,975,4261,568,171,Good Condition
4198,975,4262,476,378,Good Condition
4199,976,4263,459,48,Good Condition
4200,976,4264,342,118,Service Accepted
4201,976,4265,351,493,Service Accepted
4202,976,4266,529,229,Service Accepted
4203,976,4267,364,467,Service Accepted
4204,976,4268,561,326,Service Accepted
4205,976,4269,1,196,Good Condition
4206,977,4270,114,139,Service Accepted
4207,978,4271,188,12,Minor Defect - Accepted
4208,978,4272,433,220,Good Condition
4209,978,4273,56,355,Good Condition
4210,978,4274,275,310,Good Condition
4211,978,4275,375,12,Good Condition
4212,979,4276,91,266,Good Condition
4213,979,4277,80,378,Good Condition
4214,979,4278,160,264,Good Condition
4215,980,4279,151,40,Rejected - Quality Failure
4216,980,4280,9,72,Rejected - Quality Failure
4217,980,4281,360,279,Good Condition
4218,980,4282,275,242,Good Condition
4219,980,4283,480,391,Good Condition
4220,981,4284,82,203,Good Condition
4221,981,4285,232,101,Minor Defect - Accepted
4222,981,4286,519,130,Good Condition
4223,981,4287,259,327,Good Condition
4224,981,4288,264,373,Good Condition
4225,982,4289,87,404,Good Condition
4226,982,4290,273,294,Good Condition
4227,982,4291,377,287,Good Condition
4228,982,4292,227,411,Good Condition
4229,983,4293,240,300,Good Condition
4230,983,4294,569,298,Good Condition
4231,983,4295,455,412,Good Condition
4232,983,4296,290,61,Good Condition
4233,983,4297,330,248,Good Condition
4234,983,4298,147,93,Minor Defect - Accepted
4235,983,4299,110,88,Good Condition
4236,984,4300,571,11,Good Condition
4237,984,4301,483,214,Good Condition
4238,984,4302,514,24,Good Condition
4239,984,4303,562,304,Packaging Damaged
4240,984,4304,372,199,Good Condition
4241,984,4305,167,93,Good Condition
4242,985,4306,424,104,Good Condition
4243,985,4307,122,61,Good Condition
4244,986,4308,182,257,Good Condition
4245,986,4309,69,125,Good Condition
4246,986,4310,53,427,Good Condition
4247,986,4311,25,266,Good Condition
4248,987,4312,570,108,Good Condition
4249,987,4313,303,43,Good Condition
4250,988,4314,395,106,Good Condition
4251,988,4315,433,155,Good Condition
4252,988,4316,472,389,Good Condition
4253,988,4317,12,283,Good Condition
4254,988,4318,325,319,Good Condition
4255,988,4319,172,483,Wrong Item Sent
4256,988,4320,273,60,Good Condition
4257,988,4321,517,450,Good Condition
4258,988,4322,375,76,Good Condition
4259,989,4323,133,111,Service Accepted
4260,989,4324,313,168,Service Accepted
4261,989,4325,83,283,Good Condition
4262,989,4326,561,68,Service Incomplete
4263,989,4327,1,183,Good Condition
4264,989,4328,142,259,Service Accepted
4265,989,4329,563,131,Good Condition
4266,989,4330,207,134,Good Condition
4267,989,4331,507,292,Good Condition
4268,990,4332,117,208,Good Condition
4269,990,4333,285,389,Good Condition
4270,990,4334,102,222,Good Condition
4271,990,4335,175,176,Good Condition
4272,991,4336,233,203,Service Accepted
4273,991,4337,531,228,Service Accepted
4274,991,4338,545,333,Service Accepted
4275,991,4339,274,76,Service Accepted
4276,991,4340,415,48,Service Accepted
4277,992,4341,273,8,Good Condition
4278,992,4342,113,42,Good Condition
4279,992,4343,26,304,Good Condition
4280,992,4344,421,22,Good Condition
4281,992,4345,119,426,Good Condition
4282,992,4346,489,500,Good Condition
4283,993,4347,71,185,Good Condition
4284,993,4348,486,478,Good Condition
4285,993,4349,345,114,Good Condition
4286,993,4350,50,120,Good Condition
4287,993,4351,70,362,Good Condition
4288,993,4352,151,298,Good Condition
4289,994,4353,172,463,Good Condition
4290,994,4354,357,212,Good Condition
4291,994,4355,550,493,Good Condition
4292,995,4356,512,401,Good Condition
4293,995,4357,368,338,Good Condition
4294,995,4358,122,174,Good Condition
4295,995,4359,567,281,Good Condition
4296,995,4360,541,329,Good Condition
4297,995,4361,301,248,Good Condition
4298,995,4362,129,150,Good Condition
4299,995,4363,441,161,Good Condition
4300,995,4364,583,274,Good Condition
4301,996,4365,235,278,Good Condition
4302,996,4366,239,179,Good Condition
4303,997,4375,455,368,Good Condition
4304,997,4376,538,302,Good Condition
4305,997,4377,38,141,Good Condition
4306,998,4378,529,369,Service Accepted
4307,999,4379,345,498,Good Condition
4308,999,4380,203,234,Good Condition
4309,999,4381,568,201,Dead on Arrival (DOA)
4310,999,4382,538,339,Good Condition
4311,999,4383,196,375,Good Condition
4312,999,4384,306,209,Good Condition
4313,1000,4385,211,141,Good Condition
4314,1000,4386,578,124,Good Condition
4315,1000,4387,23,389,Good Condition
4316,1000,4388,418,134,Good Condition
4317,1001,4389,69,254,Good Condition
4318,1001,4390,244,338,Good Condition
4319,1001,4391,324,460,Good Condition
4320,1001,4392,460,246,Good Condition
4321,1001,4393,416,467,Good Condition
4322,1001,4394,197,172,Good Condition
4323,1001,4395,16,244,Good Condition
4324,1002,4396,589,447,Good Condition
4325,1002,4397,122,107,Good Condition
4326,1002,4398,87,86,Wrong Item Sent
4327,1002,4399,22,163,Good Condition
4328,1002,4400,172,425,Good Condition
4329,1002,4401,408,320,Good Condition
4330,1003,4402,318,332,Good Condition
4331,1003,4403,185,316,Good Condition
4332,1003,4404,345,302,Good Condition
4333,1003,4405,272,414,Good Condition
4334,1004,4406,395,79,Good Condition
4335,1004,4407,368,218,Good Condition
4336,1004,4408,300,470,Good Condition
4337,1004,4409,560,235,Good Condition
4338,1004,4410,242,393,Good Condition
4339,1004,4411,396,191,Good Condition
4340,1004,4412,446,176,Good Condition
4341,1005,4413,440,278,Good Condition
4342,1005,4414,50,183,Good Condition
4343,1005,4415,481,310,Good Condition
4344,1005,4416,562,362,Good Condition
4345,1005,4417,70,332,Good Condition
4346,1006,4418,306,126,Good Condition
4347,1006,4419,232,121,Good Condition
4348,1006,4420,550,112,Good Condition
4349,1006,4421,436,239,Good Condition
4350,1006,4422,363,112,Good Condition
4351,1006,4423,227,30,Good Condition
4352,1006,4424,25,123,Good Condition
4353,1007,4425,230,410,Good Condition
4354,1007,4426,174,436,Good Condition
4355,1007,4427,462,242,Good Condition
4356,1007,4428,588,419,Good Condition
4357,1007,4429,153,13,Good Condition
4358,1007,4430,476,217,Good Condition
4359,1007,4431,10,43,Good Condition
4360,1008,4432,51,360,Service Accepted
4361,1008,4433,200,212,Service Accepted
4362,1008,4434,35,173,Service Accepted
4363,1008,4435,139,135,Service Accepted
4364,1008,4436,502,141,Service Accepted
4365,1009,4437,127,252,Good Condition
4366,1009,4438,236,422,Good Condition
4367,1009,4439,439,314,Good Condition
4368,1009,4440,524,412,Good Condition
4369,1010,4441,50,273,Good Condition
4370,1010,4442,433,56,Good Condition
4371,1010,4443,179,448,Good Condition
4372,1010,4444,469,169,Good Condition
4373,1010,4445,572,444,Good Condition
4374,1010,4446,311,399,Good Condition
4375,1010,4447,41,434,Good Condition
4376,1011,4448,42,106,Good Condition
4377,1011,4449,556,262,Good Condition
4378,1011,4450,476,48,Good Condition
4379,1011,4451,566,128,Minor Defect - Accepted
4380,1011,4452,572,47,Good Condition
4381,1011,4453,588,173,Good Condition
4382,1012,4454,129,275,Good Condition
4383,1012,4455,42,13,Good Condition
4384,1012,4456,194,91,Good Condition
4385,1012,4457,499,184,Good Condition
4386,1012,4458,425,392,Good Condition
4387,1012,4459,513,371,Good Condition
4388,1012,4460,255,266,Good Condition
4389,1013,4461,300,65,Good Condition
4390,1013,4462,170,405,Good Condition
4391,1013,4463,205,401,Good Condition
4392,1013,4464,33,352,Minor Defect - Accepted
4393,1013,4465,508,332,Good Condition
4394,1013,4466,125,448,Good Condition
4395,1013,4467,158,311,Good Condition
4396,1013,4468,425,193,Good Condition
4397,1014,4469,147,445,Good Condition
4398,1014,4470,490,369,Good Condition
4399,1014,4471,175,453,Good Condition
4400,1014,4472,366,320,Good Condition
4401,1014,4473,308,462,Good Condition
4402,1014,4474,123,190,Good Condition
4403,1014,4475,102,192,Good Condition
4404,1015,4476,486,200,Good Condition
4405,1015,4477,70,456,Good Condition
4406,1015,4478,176,104,Screen Damaged
4407,1016,4479,42,408,Good Condition
4408,1016,4480,488,41,Good Condition
4409,1016,4481,360,287,Good Condition
4410,1016,4482,419,29,Good Condition
4411,1017,4483,562,262,Good Condition
4412,1017,4484,426,222,Good Condition
4413,1017,4485,330,490,Good Condition
4414,1017,4486,598,104,Good Condition
4415,1017,4487,519,354,Good Condition
4416,1017,4488,570,350,Good Condition
4417,1018,4489,598,485,Good Condition
4418,1018,4490,240,181,Good Condition
4419,1018,4491,316,405,Good Condition
4420,1018,4492,560,260,Good Condition
4421,1018,4493,410,270,Good Condition
4422,1019,4494,226,320,Good Condition
4423,1019,4495,43,35,Good Condition
4424,1020,4496,286,372,Good Condition
4425,1020,4497,466,338,Good Condition
4426,1020,4498,218,388,Good Condition
4427,1020,4499,332,284,Good Condition
4428,1020,4500,39,204,Service Accepted
4429,1021,4501,170,142,Good Condition
4430,1021,4502,493,287,Dead on Arrival (DOA)
4431,1021,4503,582,246,Good Condition
4432,1022,4504,391,442,Good Condition
4433,1022,4505,175,228,Good Condition
4434,1022,4506,141,53,Dead on Arrival (DOA)
4435,1023,4507,525,398,Good Condition
4436,1024,4508,359,289,Good Condition
4437,1024,4509,79,305,Good Condition
4438,1024,4510,583,396,Good Condition
4439,1024,4511,494,122,Good Condition
4440,1025,4512,515,405,Good Condition
4441,1025,4513,396,110,Good Condition
4442,1025,4514,185,475,Good Condition
4443,1026,4515,340,455,Good Condition
4444,1026,4516,8,347,Good Condition
4445,1026,4517,476,75,Good Condition
4446,1027,4518,96,347,Service Accepted
4447,1027,4519,361,476,Service Accepted
4448,1027,4520,540,385,Service Accepted
4449,1028,4521,50,225,Good Condition
4450,1028,4522,476,155,Good Condition
4451,1028,4523,568,142,Good Condition
4452,1028,4524,300,179,Good Condition
4453,1029,4525,129,245,Good Condition
4454,1030,4526,227,233,Good Condition
4455,1030,4527,42,300,Minor Defect - Accepted
4456,1030,4528,146,97,Good Condition
4457,1030,4529,185,272,Good Condition
4458,1030,4530,371,71,Good Condition
4459,1031,4531,510,160,Good Condition
4460,1031,4532,226,378,Good Condition
4461,1032,4533,53,360,Good Condition
4462,1032,4534,392,172,Good Condition
4463,1032,4535,69,235,Good Condition
4464,1032,4536,30,445,Good Condition
4465,1033,4537,364,160,Service Accepted
4466,1033,4538,289,281,Service Accepted
4467,1033,4539,279,458,Service Accepted
4468,1033,4540,276,96,Service Accepted
4469,1033,4541,173,310,Service Accepted
4470,1034,4542,306,473,Good Condition
4471,1034,4543,42,482,Good Condition
4472,1034,4544,134,478,Good Condition
4473,1034,4545,582,244,Good Condition
4474,1034,4546,519,128,Good Condition
4475,1034,4547,82,50,Good Condition
4476,1034,4548,264,99,Good Condition
4477,1034,4549,400,346,Good Condition
4478,1035,4550,499,159,Good Condition
4479,1035,4551,591,192,Good Condition
4480,1035,4552,42,161,Good Condition
4481,1036,4553,26,72,Good Condition
4482,1036,4554,21,64,Good Condition
4483,1036,4555,194,40,Good Condition
4484,1037,4556,472,460,Good Condition
4485,1037,4557,189,376,Good Condition
4486,1037,4558,33,49,Good Condition
4487,1037,4559,395,385,Good Condition
4488,1037,4560,374,485,Good Condition
4489,1037,4561,172,19,Good Condition
4490,1037,4562,375,157,Good Condition
4491,1038,4563,29,416,Good Condition
4492,1038,4564,249,479,Good Condition
4493,1038,4565,165,30,Good Condition
4494,1038,4566,48,442,Good Condition
4495,1038,4567,127,136,Good Condition
4496,1039,4568,293,203,Good Condition
4497,1039,4569,513,378,Good Condition
4498,1039,4570,535,477,Good Condition
4499,1039,4571,23,281,Good Condition
4500,1039,4572,318,16,Good Condition
4501,1040,4573,399,267,Good Condition
4502,1040,4574,395,54,Good Condition
4503,1040,4575,175,18,Good Condition
4504,1040,4576,519,146,Good Condition
4505,1040,4577,548,366,Good Condition
4506,1041,4578,115,349,Good Condition
4507,1041,4579,25,237,Good Condition
4508,1041,4580,497,398,Good Condition
4509,1042,4581,570,207,Good Condition
4510,1042,4582,462,169,Good Condition
4511,1042,4583,303,440,Good Condition
4512,1042,4584,419,40,Good Condition
4513,1042,4585,42,118,Good Condition
4514,1043,4586,439,397,Good Condition
4515,1043,4587,48,34,Good Condition
4516,1043,4588,509,348,Good Condition
4517,1043,4589,251,291,Good Condition
4518,1043,4590,125,32,Good Condition
4519,1043,4591,469,425,Good Condition
4520,1044,4592,176,442,Good Condition
4521,1044,4593,243,279,Good Condition
4522,1044,4594,562,324,Good Condition
4523,1044,4595,456,467,Dead on Arrival (DOA)
4524,1045,4596,579,467,Good Condition
4525,1045,4597,335,240,Good Condition
4526,1045,4598,354,482,Good Condition
4527,1045,4599,306,10,Good Condition
4528,1046,4600,134,210,Good Condition
4529,1047,4601,27,287,Service Accepted
4530,1047,4602,85,186,Service Accepted
4531,1047,4603,72,81,Service Accepted
4532,1048,4604,377,59,Good Condition
4533,1048,4605,562,254,Good Condition
4534,1048,4606,273,191,Good Condition
4535,1049,4615,354,451,Good Condition
4536,1049,4616,306,48,Good Condition
4537,1049,4617,419,268,Good Condition
4538,1049,4618,579,172,Good Condition
4539,1049,4619,335,40,Good Condition
4540,1050,4620,178,85,Good Condition
4541,1050,4621,57,43,Good Condition
4542,1050,4622,197,239,Good Condition
4543,1050,4623,583,255,Good Condition
4544,1050,4624,407,256,Good Condition
4545,1050,4625,78,321,Good Condition
4546,1050,4626,32,387,Good Condition
4547,1051,4627,357,251,Good Condition
4548,1051,4628,42,388,Good Condition
4549,1052,4629,239,182,Good Condition
4550,1052,4630,449,345,Good Condition
4551,1052,4631,509,112,Good Condition
4552,1052,4632,493,119,Good Condition
4553,1052,4633,192,196,Good Condition
4554,1052,4634,29,149,Good Condition
4555,1052,4635,547,292,Good Condition
4556,1052,4636,406,302,Screen Damaged
4557,1052,4637,432,208,Good Condition
4558,1053,4638,43,302,Good Condition
4559,1053,4639,359,318,Good Condition
4560,1053,4640,249,322,Good Condition
4561,1054,4641,556,193,Good Condition
4562,1054,4642,115,222,Good Condition
4563,1054,4643,25,276,Good Condition
4564,1054,4644,497,95,Good Condition
4565,1055,4645,72,107,Service Accepted
4566,1055,4646,274,395,Service Accepted
4567,1056,4647,596,352,Good Condition
4568,1056,4648,324,471,Good Condition
4569,1056,4649,29,445,Good Condition
4570,1056,4650,126,60,Good Condition
4571,1056,4651,330,60,Good Condition
4572,1056,4652,314,105,Good Condition
4573,1057,4653,188,418,Good Condition
4574,1057,4654,56,330,Good Condition
4575,1057,4655,433,198,Good Condition
4576,1057,4656,566,477,Good Condition
4577,1058,4657,129,104,Good Condition
4578,1058,4658,486,58,Good Condition
4579,1058,4659,92,339,Good Condition
4580,1058,4660,558,292,Good Condition
4581,1058,4661,13,493,Good Condition
4582,1058,4662,375,479,Good Condition
4583,1059,4664,211,438,Good Condition
4584,1059,4665,508,187,Good Condition
4585,1059,4666,236,354,Good Condition
4586,1060,4667,562,48,Good Condition
4587,1060,4668,493,16,Good Condition
4588,1060,4669,456,289,Good Condition
4589,1061,4670,393,236,Good Condition
4590,1061,4671,462,498,Good Condition
4591,1061,4672,202,219,Rejected - Quality Failure
4592,1061,4673,262,465,Good Condition
4593,1062,4674,566,301,Good Condition
4594,1062,4675,128,255,Good Condition
4595,1062,4676,438,113,Good Condition
4596,1062,4677,123,15,Good Condition
4597,1063,4678,301,182,Good Condition
4598,1063,4679,462,111,Good Condition
4599,1063,4680,445,358,Good Condition
4600,1063,4681,165,124,Good Condition
4601,1063,4682,319,115,Good Condition
4602,1063,4683,538,55,Good Condition
4603,1064,4684,439,362,Good Condition
4604,1064,4685,23,442,Good Condition
4605,1064,4686,352,477,Good Condition
4606,1064,4687,407,78,Good Condition
4607,1064,4688,543,224,Good Condition
4608,1065,4689,127,419,Good Condition
4609,1065,4690,290,75,Good Condition
4610,1065,4691,56,70,Good Condition
4611,1065,4692,92,241,Good Condition
4612,1065,4693,476,297,Good Condition
4613,1066,4694,377,307,Good Condition
4614,1066,4695,446,303,Good Condition
4615,1066,4696,273,453,Good Condition
4616,1066,4697,227,409,Good Condition
4617,1067,4698,286,394,Good Condition
4618,1068,4699,593,74,Wrong Item Sent
4619,1068,4700,591,460,Good Condition
4620,1068,4701,232,454,Good Condition
4621,1068,4702,211,123,Good Condition
4622,1068,4703,578,490,Screen Damaged
4623,1069,4704,236,486,Good Condition
4624,1069,4705,102,295,Good Condition
4625,1069,4706,483,483,Good Condition
4626,1069,4707,553,260,Good Condition
4627,1069,4708,524,238,Good Condition
4628,1069,4709,460,487,Good Condition
4629,1069,4710,243,471,Good Condition
4630,1070,4711,320,231,Good Condition
4631,1070,4712,120,308,Good Condition
4632,1070,4713,315,255,Good Condition
4633,1070,4714,168,479,Good Condition
4634,1071,4715,574,71,Good Condition
4635,1071,4716,543,383,Good Condition
4636,1071,4717,291,400,Good Condition
4637,1071,4718,166,35,Good Condition
4638,1072,4719,424,370,Good Condition
4639,1072,4720,357,235,Good Condition
4640,1072,4721,176,451,Good Condition
4641,1072,4722,316,291,Good Condition
4642,1073,4723,503,343,Service Accepted
4643,1073,4724,507,464,Good Condition
4644,1074,4725,543,114,Good Condition
4645,1074,4726,368,275,Good Condition
4646,1074,4727,8,223,Good Condition
4647,1074,4728,446,35,Good Condition
4648,1074,4729,236,451,Good Condition
4649,1074,4730,185,370,Good Condition
4650,1074,4731,330,52,Good Condition
4651,1074,4732,560,206,Good Condition
4652,1075,4733,462,279,Rejected - Quality Failure
4653,1075,4734,290,319,Rejected - Quality Failure
4654,1075,4735,422,199,Good Condition
4655,1075,4736,111,250,Good Condition
4656,1076,4737,558,443,Good Condition
4657,1076,4738,462,19,Good Condition
4658,1076,4739,391,157,Good Condition
4659,1076,4740,480,287,Good Condition
4660,1076,4741,262,157,Good Condition
4661,1077,4742,25,129,Good Condition
4662,1078,4743,203,35,Good Condition
4663,1078,4744,38,111,Good Condition
4664,1078,4745,393,69,Good Condition
4665,1078,4746,524,178,Good Condition
4666,1079,4747,185,173,Good Condition
4667,1080,4748,279,123,Service Accepted
4668,1080,4749,347,406,Service Accepted
4669,1080,4750,173,86,Service Accepted
4670,1080,4751,289,323,Service Accepted
4671,1080,4752,555,191,Service Accepted
4672,1080,4753,348,382,Service Accepted
4673,1081,4754,189,69,Good Condition
4674,1081,4755,123,286,Good Condition
4675,1081,4756,146,56,Wrong Item Sent
4676,1081,4757,349,156,Dead on Arrival (DOA)
4677,1081,4758,386,95,Good Condition
4678,1082,4759,330,437,Good Condition
4679,1082,4760,165,15,Good Condition
4680,1083,4761,559,451,Service Accepted
4681,1083,4762,502,381,Service Incomplete
4682,1084,4763,77,325,Good Condition
4683,1085,4764,515,416,Rejected - Quality Failure
4684,1085,4765,111,123,Rejected - Quality Failure
4685,1085,4766,165,139,Good Condition
4686,1086,4767,43,315,Good Condition
4687,1086,4768,255,177,Good Condition
4688,1086,4769,217,14,Good Condition
4689,1087,4770,59,274,Good Condition
4690,1087,4771,236,441,Good Condition
4691,1087,4772,127,164,Good Condition
4692,1087,4773,508,229,Good Condition
4693,1087,4774,439,211,Good Condition
4694,1087,4775,211,181,Good Condition
4695,1088,4776,241,442,Service Accepted
4696,1088,4777,452,88,Service Accepted
4697,1088,4778,19,221,Service Accepted
4698,1088,4779,173,45,Service Accepted
4699,1089,4780,375,91,Good Condition
4700,1089,4781,567,13,Good Condition
4701,1089,4782,424,299,Good Condition
4702,1089,4783,550,374,Good Condition
4703,1089,4784,301,37,Good Condition
4704,1090,4785,9,270,Good Condition
4705,1090,4786,287,195,Good Condition
4706,1090,4787,236,259,Good Condition
4707,1090,4788,43,69,Good Condition
4708,1090,4789,456,166,Good Condition
4709,1090,4790,424,16,Good Condition
4710,1090,4791,494,361,Good Condition
4711,1091,4792,11,446,Good Condition
4712,1091,4793,570,386,Good Condition
4713,1091,4794,160,329,Good Condition
4714,1091,4795,71,305,Good Condition
4715,1091,4796,550,383,Good Condition
4716,1092,4797,517,83,Good Condition
4717,1092,4798,446,284,Good Condition
4718,1092,4799,439,194,Packaging Damaged
4719,1092,4800,165,499,Good Condition
4720,1092,4801,113,47,Good Condition
4721,1092,4802,524,203,Good Condition
4722,1092,4803,368,96,Good Condition
4723,1093,4804,446,140,Good Condition
4724,1093,4805,562,402,Good Condition
4725,1093,4806,227,46,Good Condition
4726,1093,4807,273,198,Good Condition
4727,1093,4808,377,112,Good Condition
4728,1094,4809,192,104,Good Condition
4729,1094,4810,553,302,Good Condition
4730,1095,4811,47,280,Good Condition
4731,1095,4812,372,39,Good Condition
4732,1095,4813,481,268,Good Condition
4733,1095,4814,321,489,Good Condition
4734,1095,4815,91,278,Good Condition
4735,1096,4816,561,30,Service Accepted
4736,1096,4817,503,473,Service Accepted
4737,1096,4818,142,149,Service Accepted
4738,1096,4819,83,197,Good Condition
4739,1096,4820,1,453,Good Condition
4740,1096,4821,207,32,Good Condition
4741,1096,4822,118,197,Service Accepted
4742,1097,4823,227,500,Good Condition
4743,1097,4824,441,363,Good Condition
4744,1098,4825,357,425,Packaging Damaged
4745,1098,4826,159,98,Good Condition
4746,1098,4827,489,61,Good Condition
4747,1099,4828,42,81,Good Condition
4748,1099,4829,591,471,Good Condition
4749,1099,4830,194,46,Good Condition
4750,1099,4831,499,386,Good Condition
4751,1100,4832,170,394,Good Condition
4752,1101,4833,491,208,Good Condition
4753,1101,4834,335,416,Good Condition
4754,1101,4835,551,109,Good Condition
4755,1101,4836,48,71,Good Condition
4756,1101,4837,505,274,Good Condition
4757,1102,4838,115,76,Good Condition
4758,1102,4839,185,448,Good Condition
4759,1102,4840,111,20,Good Condition
4760,1102,4841,176,401,Good Condition
4761,1103,4842,393,433,Good Condition
4762,1104,4843,486,104,Good Condition
4763,1104,4844,70,236,Good Condition
4764,1105,4845,82,293,Good Condition
4765,1105,4846,273,82,Good Condition
4766,1105,4847,187,206,Good Condition
4767,1105,4848,372,69,Good Condition
4768,1105,4849,73,415,Good Condition
4769,1105,4850,110,324,Wrong Item Sent
4770,1105,4851,254,190,Good Condition
4771,1106,4852,13,258,Good Condition
4772,1106,4853,81,331,Good Condition
4773,1106,4854,395,296,Good Condition
4774,1106,4855,596,468,Good Condition
4775,1106,4856,570,155,Wrong Item Sent
4776,1106,4857,396,492,Good Condition
4777,1107,4858,126,80,Good Condition
4778,1108,4859,318,128,Good Condition
4779,1108,4860,521,436,Good Condition
4780,1108,4861,505,137,Good Condition
4781,1108,4862,553,386,Minor Defect - Accepted
4782,1108,4863,192,473,Good Condition
4783,1109,4864,542,36,Good Condition
4784,1109,4865,249,123,Good Condition
4785,1109,4866,154,368,Good Condition
4786,1109,4867,392,479,Good Condition
4787,1110,4868,185,215,Good Condition
4788,1110,4869,305,496,Good Condition
4789,1110,4870,410,59,Good Condition
4790,1110,4871,446,428,Good Condition
4791,1110,4872,70,499,Good Condition
4792,1110,4873,400,371,Good Condition
4793,1110,4874,488,269,Good Condition
4794,1110,4875,232,487,Good Condition
4795,1111,4876,304,353,Good Condition
4796,1111,4877,499,302,Good Condition
4797,1111,4878,25,461,Minor Defect - Accepted
4798,1112,4879,62,102,Good Condition
4799,1112,4880,217,363,Good Condition
4800,1112,4881,300,417,Good Condition
4801,1112,4882,525,175,Good Condition
4802,1112,4883,202,321,Good Condition
4803,1112,4884,79,76,Good Condition
4804,1112,4885,318,476,Good Condition
4805,1113,4886,313,37,Service Accepted
4806,1113,4887,344,321,Good Condition
4807,1113,4888,269,244,Good Condition
4808,1113,4889,286,19,Good Condition
4809,1113,4890,353,401,Good Condition
4810,1113,4891,511,251,Good Condition
4811,1113,4892,339,265,Good Condition
4812,1113,4893,281,16,Service Accepted
4813,1114,4894,511,180,Good Condition
4814,1114,4895,353,240,Good Condition
4815,1114,4896,35,399,Service Accepted
4816,1114,4897,295,464,Service Accepted
4817,1114,4898,94,424,Service Accepted
4818,1114,4899,246,471,Good Condition
4819,1114,4900,209,493,Service Accepted
4820,1114,4901,549,258,Service Accepted
4821,1115,4902,141,29,Good Condition
4822,1115,4903,418,300,Good Condition
4823,1115,4904,70,448,Good Condition
4824,1115,4905,413,477,Good Condition
4825,1116,4906,577,54,Good Condition
4826,1116,4907,188,40,Good Condition
4827,1117,4908,39,202,Service Incomplete
4828,1117,4909,286,458,Good Condition
4829,1118,4910,340,98,Good Condition
4830,1118,4911,324,297,Good Condition
4831,1118,4912,395,26,Good Condition
4832,1118,4913,432,131,Good Condition
4833,1118,4914,81,303,Good Condition
4834,1118,4915,33,143,Good Condition
4835,1118,4916,566,215,Good Condition
4836,1118,4917,377,85,Good Condition
4837,1119,4918,74,401,Good Condition
4838,1119,4919,321,166,Good Condition
4839,1119,4920,372,293,Good Condition
4840,1119,4921,407,163,Good Condition
4841,1119,4922,47,322,Good Condition
4842,1120,4923,574,139,Good Condition
4843,1120,4924,291,321,Good Condition
4844,1121,4925,179,414,Good Condition
4845,1122,4926,80,177,Good Condition
4846,1122,4927,308,42,Good Condition
4847,1122,4928,408,352,Good Condition
4848,1122,4929,541,181,Good Condition
4849,1122,4930,50,74,Good Condition
4850,1123,4931,48,260,Good Condition
4851,1123,4932,89,316,Good Condition
4852,1123,4933,335,324,Good Condition
4853,1124,4934,172,73,Good Condition
4854,1124,4935,370,364,Good Condition
4855,1124,4936,306,244,Good Condition
4856,1125,4937,103,78,Good Condition
4857,1125,4938,205,311,Wrong Item Sent
4858,1126,4939,142,297,Service Accepted
4859,1126,4940,501,111,Service Accepted
4860,1127,4941,197,216,Good Condition
4861,1127,4942,285,426,Good Condition
4862,1127,4943,330,348,Good Condition
4863,1127,4944,215,424,Good Condition
4864,1128,4945,569,332,Good Condition
4865,1128,4946,50,484,Good Condition
4866,1128,4947,508,326,Good Condition
4867,1128,4948,196,441,Good Condition
4868,1129,4949,541,39,Good Condition
4869,1129,4950,357,32,Good Condition
4870,1129,4951,240,53,Good Condition
4871,1129,4952,175,237,Good Condition
4872,1129,4953,319,499,Good Condition
4873,1130,4954,210,194,Good Condition
4874,1130,4955,392,64,Good Condition
4875,1131,4956,8,137,Minor Defect - Accepted
4876,1131,4957,203,96,Good Condition
4877,1131,4958,534,430,Good Condition
4878,1131,4959,560,201,Good Condition
4879,1131,4960,242,490,Good Condition
4880,1132,4961,402,76,Service Accepted
4881,1132,4962,475,168,Service Accepted
4882,1133,4963,469,189,Good Condition
4883,1133,4964,122,406,Good Condition
4884,1133,4965,125,421,Good Condition
