pr_line_id,pr_id,item_id,qty_requested
1662,621,466,60
1663,621,331,38
1664,621,239,10
1665,622,241,91
1666,622,322,64
1667,622,452,69
1668,622,5,68
1669,623,428,62
1670,624,262,93
1671,625,308,80
1672,626,473,41
1673,627,285,55
1674,627,4,7
1675,627,318,81
1676,627,239,28
1677,628,589,44
1678,629,156,41
1679,629,318,63
1680,629,67,63
1681,630,74,25
1682,630,78,81
1683,630,389,13
1684,630,321,92
1685,630,334,81
1686,631,547,30
1687,631,40,100
1688,631,79,8
1689,631,462,3
1690,631,103,86
1691,632,223,53
1692,632,428,91
1693,632,561,16
1694,632,419,33
1695,633,178,48
1696,633,353,13
1697,633,514,54
1698,634,276,24
1699,634,68,65
1700,634,242,46
1701,635,305,26
1702,635,115,68
1703,636,554,40
1704,636,331,5
1705,636,564,4
1706,637,248,45
1707,637,326,61
1708,637,531,22
1709,637,220,67
1710,638,427,85
1711,639,163,55
1712,640,527,66
1713,641,155,38
1714,642,10,44
1715,642,325,98
1716,642,386,10
1717,642,272,100
1718,642,47,82
1719,643,11,47
1720,643,113,49
1721,643,281,51
1722,644,383,81
1723,645,436,36
1724,645,272,92
1725,645,564,23
1726,645,77,50
1727,645,166,54
1728,646,154,89
1729,646,22,83
1730,646,525,44
1731,647,150,36
1732,647,254,65
1733,647,112,29
1734,648,267,18
1735,649,303,9
1736,649,389,57
1737,649,533,65
1738,649,325,17
1739,649,386,44
1740,650,532,76
1741,651,298,19
1742,651,422,3
1743,652,448,20
1744,653,303,81
1745,653,406,22
1746,653,181,74
1747,653,492,32
1748,654,557,79
1749,654,485,7
1750,654,118,80
1751,654,241,86
1752,655,124,78
1753,655,262,60
1754,656,354,3
1755,656,178,40
1756,656,513,33
1757,656,256,70
1758,656,470,29
1759,657,564,65
1760,657,436,69
1761,657,390,66
1762,657,47,83
1763,657,150,15
1764,658,431,3
1765,658,566,74
1766,658,541,26
1767,659,401,3
1768,659,116,9
1769,659,171,67
1770,659,94,15
1771,659,6,22
1772,660,130,38
1773,660,329,28
1774,661,483,66
1775,661,62,49
1776,661,393,19
1777,662,150,70
1778,662,596,7
1779,663,528,45
1780,664,336,58
1781,664,174,36
1782,664,522,57
1783,664,61,57
1784,665,124,28
1785,665,525,52
1786,665,141,32
1787,666,345,77
1788,666,541,98
1789,666,4,29
1790,666,167,99
1791,667,344,6
1792,667,577,12
1793,668,154,6
1794,668,157,12
1795,669,31,61
1796,669,211,54
1797,669,41,78
1798,669,207,69
1799,670,367,22
1800,670,342,60
1801,670,385,16
1802,670,501,82
1803,671,25,23
1804,671,566,15
1805,671,244,15
1806,671,232,86
1807,672,68,36
1808,672,341,4
1809,672,397,99
1810,673,20,91
1811,673,429,57
1812,674,20,47
1813,674,182,92
1814,674,482,52
1815,675,157,86
1816,676,259,19
1817,677,575,53
1818,677,455,20
1819,677,283,55
1820,678,293,49
1821,678,365,14
1822,679,448,41
1823,679,472,97
1824,679,321,20
1825,680,28,86
1826,680,576,16
1827,680,127,56
1828,680,570,39
1829,681,220,89
1830,681,289,37
1831,682,27,57
1832,682,67,45
1833,682,337,74
1834,682,156,92
1835,682,133,56
1836,683,193,52
1837,683,526,93
1838,684,256,48
1839,684,445,70
1840,684,433,48
1841,684,90,89
1842,685,274,56
1843,685,279,26
1844,686,180,79
1845,686,27,100
1846,686,248,13
1847,686,485,87
1848,687,339,27
1849,688,323,42
1850,688,397,93
1851,688,438,19
1852,688,567,76
1853,689,375,29
1854,690,534,3
1855,690,590,53
1856,690,418,99
1857,691,362,46
1858,691,335,35
1859,692,358,90
1860,692,333,11
1861,692,118,79
1862,693,281,30
1863,694,128,45
1864,694,217,92
1865,695,10,68
1866,696,357,19
1867,696,27,84
1868,697,498,15
1869,697,27,45
1870,697,414,43
1871,697,181,52
1872,698,13,36
1873,698,44,90
1874,699,211,66
1875,699,17,67
1876,699,262,68
1877,700,197,7
1878,701,434,7
1879,701,269,48
1880,701,425,60
1881,702,217,42
1882,702,25,86
1883,702,488,90
1884,703,281,88
1885,703,473,88
1886,703,485,32
1887,703,14,34
1888,704,120,99
1889,705,94,92
1890,706,232,99
1891,706,149,80
1892,706,550,74
1893,707,421,86
1894,707,12,47
1895,707,517,73
1896,707,527,3
1897,708,527,10
1898,708,81,47
1899,709,406,78
1900,709,385,54
1901,710,223,7
1902,711,177,75
1903,711,317,82
1904,711,384,73
1905,712,324,77
1906,712,313,53
1907,713,167,46
1908,713,54,20
1909,714,127,7
1910,714,477,75
1911,714,318,96
1912,714,455,33
1913,715,542,84
1914,715,327,82
1915,716,539,38
1916,716,551,35
1917,717,193,14
1918,717,524,91
1919,717,180,30
1920,717,46,2
1921,718,254,29
1922,718,189,42
1923,718,12,96
1924,719,202,61
1925,719,562,75
1926,719,179,32
1927,719,567,7
1928,720,501,25
1929,721,172,28
1930,721,1,90
1931,721,178,57
1932,721,235,100
1933,722,419,14
1934,722,357,18
1935,722,238,61
1936,722,304,100
1937,722,431,27
1938,723,50,99
1939,723,120,100
1940,723,182,84
1941,723,166,57
1942,724,349,19
1943,724,305,3
1944,724,528,68
1945,724,421,7
1946,725,457,14
1947,725,208,52
1948,725,118,10
1949,725,295,52
1950,725,430,81
1951,726,176,73
1952,726,162,62
1953,726,160,10
1954,727,600,100
1955,727,12,36
1956,727,16,86
1957,727,448,96
1958,728,308,5
1959,729,352,68
1960,730,551,89
1961,730,92,73
1962,730,253,42
1963,730,280,38
1964,731,26,80
1965,731,533,29
1966,731,12,68
1967,731,527,100
1968,732,94,3
1969,732,208,73
1970,732,355,27
1971,732,555,77
1972,733,38,11
1973,733,325,73
1974,734,522,11
1975,734,8,21
1976,735,413,14
1977,735,416,19
1978,735,487,59
1979,736,590,97
1980,736,393,50
1981,737,355,20
1982,737,492,47
1983,737,27,15
1984,737,183,24
1985,738,266,9
1986,739,104,83
1987,739,30,24
1988,739,218,56
1989,739,546,67
1990,740,600,49
1991,740,91,22
1992,740,436,45
1993,741,507,44
1994,742,80,90
1995,743,342,1
1996,743,183,91
1997,743,322,94
1998,744,390,7
1999,744,403,19
2000,745,95,10
2001,746,571,20
2002,746,303,27
2003,746,360,93
2004,747,472,97
2005,747,551,2
2006,748,457,93
2007,749,561,79
2008,750,11,24
2009,750,22,32
2010,750,26,45
2011,751,381,87
2012,751,600,23
2013,752,288,24
2014,752,302,44
2015,753,284,32
2016,753,498,64
2017,754,160,50
2018,755,10,1
2019,755,536,61
2020,755,201,23
2021,756,15,34
2022,757,538,22
2023,758,277,44
2024,758,185,75
2025,758,29,98
2026,759,113,82
2027,760,600,49
2028,760,272,17
2029,760,325,28
2030,760,32,75
2031,760,346,85
2032,761,91,73
2033,761,527,57
2034,762,525,41
2035,762,421,80
2036,762,497,51
2037,762,383,19
2038,763,10,47
2039,763,57,62
2040,763,109,90
2041,763,533,77
2042,763,346,73
2043,764,547,42
2044,765,331,18
2045,765,481,83
2046,765,315,30
2047,765,298,21
2048,765,228,27
2049,766,555,56
2050,766,289,14
2051,766,475,70
2052,767,333,57
2053,767,445,76
2054,767,164,60
2055,767,492,47
2056,768,487,62
2057,768,221,84
2058,769,335,16
2059,769,500,86
2060,770,519,90
2061,771,211,45
2062,771,170,28
2063,772,120,23
2064,772,408,50
2065,772,432,35
2066,773,426,79
2067,773,305,50
2068,773,303,65
2069,774,212,52
2070,774,534,8
2071,775,520,91
2072,776,168,22
2073,776,303,32
2074,776,382,7
2075,777,28,14
2076,777,202,89
2077,778,228,58
2078,778,63,42
2079,778,303,24
2080,779,513,23
2081,780,451,30
2082,780,180,87
2083,781,576,49
2084,781,80,88
2085,781,147,3
2086,782,11,87
2087,782,10,2
2088,782,369,38
2089,782,571,9
2090,783,470,43
2091,783,462,56
2092,783,406,18
2093,784,380,27
2094,785,467,2
2095,785,420,64
2096,785,130,65
2097,786,279,47
2098,786,523,40
2099,786,241,70
2100,787,584,22
2101,787,57,52
2102,788,83,30
2103,788,127,44
2104,788,169,73
2105,789,274,82
2106,789,423,26
2107,789,52,1
2108,789,405,74
2109,789,557,3
2110,790,224,69
2111,791,17,7
2112,792,497,22
2113,792,75,13
2114,792,589,5
2115,792,77,76
2116,793,360,13
2117,793,112,64
2118,793,389,15
2119,793,154,16
2120,794,130,38
2121,794,450,31
2122,794,81,6
2123,794,311,20
2124,795,66,82
2125,795,513,96
2126,795,374,75
2127,796,14,96
2128,796,336,92
2129,796,326,78
2130,797,479,12
2131,798,129,43
2132,798,480,86
2133,799,77,16
2134,800,4,13
2135,800,113,41
2136,800,271,46
2137,801,360,43
2138,802,360,37
2139,802,282,26
2140,802,272,10
2141,803,517,69
2142,804,570,28
2143,804,188,79
2144,804,160,88
2145,804,469,88
2146,804,265,24
2147,805,11,74
2148,805,378,66
2149,805,176,47
2150,806,36,100
2151,806,393,67
2152,807,588,39
2153,808,252,45
2154,808,326,46
2155,808,434,11
2156,808,208,75
2157,809,14,54
2158,809,183,13
2159,809,252,77
2160,809,163,43
2161,809,52,28
2162,810,48,84
2163,810,444,34
2164,810,309,28
2165,811,486,41
2166,811,359,33
2167,811,468,93
2168,812,412,39
2169,812,5,68
2170,812,518,84
2171,813,276,41
2172,813,451,71
2173,813,321,86
2174,814,1,92
2175,814,460,5
2176,814,250,77
2177,814,373,28
2178,815,68,25
2179,816,116,18
2180,817,566,99
2181,818,356,20
2182,819,413,83
2183,819,135,51
2184,820,420,52
2185,820,354,4
2186,820,217,56
2187,820,350,45
2188,821,82,73
2189,821,299,18
2190,822,396,50
2191,822,371,85
2192,823,180,40
2193,823,326,36
2194,823,423,86
2195,823,443,84
2196,823,367,88
2197,824,365,61
2198,824,521,31
2199,824,459,84
2200,825,165,73
2201,825,485,73
2202,825,148,36
2203,826,525,28
2204,827,156,40
2205,828,405,21
2206,829,369,92
2207,830,281,52
2208,831,112,41
2209,832,430,31
2210,832,94,56
2211,832,427,52
2212,833,114,7
2213,833,564,59
2214,833,286,29
2215,834,485,15
2216,834,557,76
2217,834,451,97
2218,834,540,44
2219,835,390,23
2220,835,388,30
2221,835,571,27
2222,836,131,38
2223,837,166,38
2224,837,472,85
2225,837,448,85
2226,838,84,75
2227,838,14,34
2228,839,78,66
2229,840,135,2
2230,841,598,60
2231,841,30,32
2232,841,155,30
2233,842,23,64
2234,842,70,26
2235,842,257,45
2236,842,158,12
2237,843,298,94
2238,843,61,68
2239,843,115,24
2240,843,314,14
2241,844,548,56
2242,845,281,65
2243,845,52,61
2244,845,473,31
2245,845,358,18
2246,845,225,85
2247,846,276,84
2248,846,11,67
2249,846,297,63
2250,846,147,29
2251,846,564,95
2252,847,270,26
2253,847,471,36
2254,847,505,65
2255,848,229,4
2256,848,108,83
2257,848,34,1
2258,848,282,21
2259,848,186,58
2260,849,274,54
2261,850,384,63
2262,850,268,14
2263,851,163,88
2264,851,540,16
2265,852,280,96
2266,852,8,41
2267,852,391,25
2268,852,471,99
2269,852,18,30
2270,853,117,96
2271,854,55,83
2272,854,171,46
2273,854,344,3
2274,854,473,49
2275,855,78,12
2276,855,10,25
2277,855,73,91
2278,856,425,75
2279,856,106,47
2280,856,416,83
2281,857,78,43
2282,857,165,64
2283,858,515,68
2284,858,24,10
2285,858,215,53
2286,858,217,62
2287,858,552,10
2288,859,314,62
2289,859,45,15
2290,860,519,4
2291,860,317,64
2292,860,579,63
2293,860,318,7
2294,860,515,92
2295,861,361,4
2296,861,485,30
2297,861,540,25
2298,861,475,45
2299,862,389,48
2300,862,596,19
2301,862,346,56
2302,862,282,22
2303,863,448,94
2304,864,48,19
2305,864,375,77
2306,864,77,6
2307,864,52,92
2308,865,350,40
2309,865,271,68
2310,865,197,52
2311,865,323,38
2312,865,117,97
2313,866,503,19
2314,866,279,77
2315,866,124,71
2316,867,124,11
2317,867,245,19
2318,867,262,20
2319,867,232,24
2320,868,514,13
2321,869,455,12
2322,869,269,97
2323,869,4,23
2324,869,130,74
2325,869,424,49
2326,870,95,22
2327,870,171,90
2328,870,313,87
2329,870,364,16
2330,871,557,3
2331,871,14,54
2332,871,68,29
2333,872,427,71
2334,873,5,78
2335,873,342,29
2336,873,336,41
2337,873,163,75
2338,874,124,62
2339,874,349,19
2340,874,417,25
2341,874,174,20
2342,875,448,34
2343,875,78,61
2344,875,113,50
2345,875,115,65
2346,875,596,56
2347,876,481,27
2348,877,47,64
2349,877,421,98
2350,878,518,92
2351,878,289,44
2352,878,531,77
2353,878,423,79
2354,879,375,73
2355,880,282,96
2356,880,127,20
2357,881,123,27
2358,882,568,22
2359,882,362,85
2360,882,207,62
2361,883,547,98
2362,883,70,31
2363,884,522,78
2364,884,147,10
2365,884,579,75
2366,884,544,51
2367,884,318,47
2368,885,537,46
2369,886,443,94
2370,887,138,54
2371,887,148,96
2372,887,311,94
2373,888,572,26
2374,888,300,30
2375,889,304,58
2376,889,550,30
2377,889,425,23
2378,890,598,61
2379,890,534,100
2380,890,239,14
2381,890,111,54
2382,891,322,39
2383,891,249,21
2384,891,77,29
2385,892,420,47
2386,892,99,87
2387,892,159,32
2388,892,361,83
2389,893,322,41
2390,893,523,24
2391,894,501,2
2392,894,457,6
2393,895,443,40
2394,895,398,24
2395,895,178,70
2396,896,241,15
2397,897,443,47
2398,897,36,36
2399,897,557,85
2400,897,333,76
2401,898,416,1
2402,898,510,33
2403,898,29,80
2404,898,284,38
2405,899,469,96
2406,899,130,3
2407,900,9,89
2408,900,53,88
2409,901,415,50
2410,901,354,100
2411,902,75,55
2412,903,548,13
2413,903,251,64
2414,903,411,32
2415,904,310,62
2416,904,283,28
2417,905,314,45
2418,905,600,75
2419,905,472,47
2420,905,383,36
2421,905,580,32
2422,906,210,54
2423,906,300,75
2424,906,159,3
2425,907,171,7
2426,908,361,16
2427,908,104,85
2428,909,275,57
2429,909,576,25
2430,909,288,79
2431,909,497,75
2432,910,227,92
2433,910,212,59
2434,910,271,79
2435,911,91,13
2436,911,384,91
2437,911,425,35
2438,911,446,65
2439,912,12,88
2440,912,136,55
2441,912,284,56
2442,913,90,31
2443,913,440,6
2444,914,94,48
2445,914,405,61
2446,914,19,11
2447,914,190,7
2448,915,237,17
2449,916,526,33
2450,916,511,33
2451,916,555,99
2452,917,93,4
2453,918,109,16
2454,918,115,1
2455,918,533,69
2456,918,77,15
2457,918,386,2
2458,919,561,2
2459,919,435,40
2460,919,176,51
2461,920,510,92
2462,920,25,81
2463,920,433,30
2464,920,395,83
2465,920,522,73
2466,921,61,68
2467,922,124,44
2468,923,531,71
2469,924,389,97
2470,925,360,59
2471,925,32,59
2472,925,314,12
2473,926,134,69
2474,927,149,96
2475,927,471,39
2476,927,428,43
2477,927,410,13
2478,928,531,55
2479,929,521,11
2480,929,275,27
2481,930,170,18
2482,930,416,5
2483,930,587,56
2484,930,196,90
2485,931,71,53
2486,932,189,8
2487,932,112,25
2488,932,10,32
2489,932,388,33
2490,933,486,39
2491,933,155,13
2492,933,10,95
2493,934,152,52
2494,934,208,7
2495,934,472,16
2496,934,47,49
2497,935,300,40
2498,935,559,34
2499,936,408,86
2500,936,312,51
2501,936,316,36
2502,937,242,96
2503,937,244,14
2504,937,550,55
2505,938,157,48
2506,938,115,70
2507,938,124,32
2508,939,598,54
2509,940,412,85
2510,940,171,42
2511,940,52,86
2512,940,67,54
2513,941,389,97
2514,941,488,84
2515,941,38,22
2516,942,322,16
2517,942,518,37
2518,942,523,2
2519,942,156,10
2520,943,383,39
2521,943,589,53
2522,943,32,39
2523,944,241,16
2524,944,385,64
2525,944,36,14
2526,944,68,2
2527,945,507,6
2528,945,245,30
2529,945,312,47
2530,945,264,78
2531,946,156,5
2532,947,478,34
2533,947,364,36
2534,947,200,80
2535,948,221,8
2536,949,202,5
2537,950,600,76
2538,950,596,45
2539,950,21,41
2540,950,564,42
2541,950,154,82
2542,951,205,82
2543,952,110,39
2544,952,34,22
2545,952,377,40
2546,952,493,74
2547,952,194,14
2548,953,63,39
2549,954,534,53
2550,954,359,10
2551,954,571,14
2552,955,580,89
2553,955,115,96
2554,955,334,22
2555,955,272,64
2556,956,171,57
2557,956,94,34
2558,957,268,71
2559,958,600,18
2560,958,254,63
2561,959,497,59
2562,959,63,41
2563,959,389,95
2564,959,596,2
2565,959,254,6
2566,960,526,1
2567,960,452,10
2568,960,415,9
2569,961,171,96
2570,961,381,42
2571,961,532,18
2572,962,505,35
2573,963,325,10
2574,964,91,6
2575,965,590,76
2576,966,258,77
2577,967,22,16
2578,967,63,8
2579,967,282,41
2580,967,174,100
2581,968,376,86
2582,968,556,15
2583,969,172,69
2584,970,94,61
2585,970,336,62
2586,971,146,30
2587,971,124,81
2588,972,585,43
2589,972,63,12
2590,972,166,29
2591,973,17,39
2592,974,401,59
2593,975,313,56
2594,975,58,70
2595,976,84,99
2596,977,451,91
2597,977,94,82
2598,977,279,24
2599,978,36,18
2600,978,434,98
2601,978,180,15
2602,978,492,4
2603,979,118,91
2604,979,220,95
2605,979,485,69
2606,979,531,13
2607,980,231,31
2608,980,84,96
2609,980,503,2
2610,981,92,89
2611,981,435,84
2612,982,501,82
2613,982,427,95
2614,982,295,87
2615,982,225,69
2616,982,281,53
2617,983,511,70
2618,983,176,68
2619,983,246,83
2620,983,324,45
2621,984,78,77
2622,984,73,53
2623,984,154,27
2624,984,533,33
2625,985,395,29
2626,986,584,91
2627,986,67,11
2628,986,485,89
2629,986,557,12
2630,986,549,68
2631,987,355,34
2632,987,157,79
2633,987,59,94
2634,988,135,10
2635,988,69,66
2636,988,260,31
2637,988,484,80
2638,989,198,50
2639,989,107,27
2640,989,514,97
2641,990,227,75
2642,991,536,87
2643,991,186,54
2644,991,470,15
2645,991,516,59
2646,991,546,11
2647,992,63,54
2648,992,426,56
2649,992,154,39
2650,992,386,95
2651,993,592,46
2652,993,432,89
2653,993,265,90
2654,994,198,91
2655,994,114,61
2656,995,528,37
2657,995,21,25
2658,995,436,72
2659,995,63,99
2660,996,507,93
2661,996,256,24
2662,996,120,39
2663,996,297,88
2664,997,413,66
2665,997,593,91
2666,997,571,31
2667,997,346,77
2668,997,398,3
2669,998,298,45
2670,998,382,98
2671,998,170,40
2672,998,292,1
2673,999,178,67
2674,999,490,45
2675,999,470,54
2676,999,542,24
2677,1000,230,3
2678,1001,599,96
2679,1001,172,91
2680,1001,323,81
2681,1001,373,82
2682,1002,157,91
2683,1002,96,41
2684,1002,73,39
2685,1003,27,100
2686,1003,451,58
2687,1004,158,11
2688,1005,375,28
2689,1005,190,33
2690,1005,277,88
2691,1006,519,92
2692,1006,471,74
2693,1006,240,51
2694,1007,376,51
2695,1007,125,21
2696,1008,157,84
2697,1008,386,88
2698,1008,528,23
2699,1009,342,36
2700,1009,434,94
2701,1009,333,37
2702,1010,437,53
2703,1010,344,71
2704,1010,435,63
2705,1010,123,30
2706,1011,557,37
2707,1011,364,66
2708,1012,48,48
2709,1013,436,85
2710,1013,486,66
2711,1014,65,80
2712,1014,179,57
2713,1014,449,81
2714,1014,572,40
2715,1015,290,24
2716,1015,88,62
2717,1016,396,98
2718,1016,2,76
2719,1016,165,64
2720,1016,185,68
2721,1016,312,3
2722,1017,321,45
2723,1017,217,57
2724,1017,49,45
2725,1018,434,53
2726,1019,265,47
2727,1019,578,6
2728,1020,214,83
2729,1020,273,29
2730,1020,550,87
2731,1021,21,4
2732,1021,230,83
2733,1021,63,23
2734,1021,303,80
2735,1022,585,56
2736,1022,22,75
2737,1022,403,43
2738,1022,390,94
2739,1023,78,92
2740,1023,157,65
2741,1023,91,7
2742,1023,12,64
2743,1024,95,76
2744,1024,492,99
2745,1025,207,63
2746,1025,215,18
2747,1026,330,14
2748,1026,580,22
2749,1026,518,69
2750,1027,434,97
2751,1028,172,83
2752,1029,555,67
2753,1030,351,3
2754,1030,364,87
2755,1030,175,10
2756,1030,165,37
2757,1031,344,54
2758,1031,576,98
2759,1031,84,35
2760,1031,56,79
2761,1032,475,13
2762,1032,509,66
2763,1033,154,47
2764,1033,403,42
2765,1033,78,16
2766,1033,421,95
2767,1033,488,97
2768,1034,534,56
2769,1034,291,71
2770,1035,411,2
2771,1035,101,19
2772,1036,556,86
2773,1036,61,47
2774,1036,428,41
2775,1037,10,67
2776,1037,600,95
2777,1038,54,4
2778,1038,521,25
2779,1038,410,22
2780,1039,29,45
2781,1039,461,66
2782,1040,163,75
2783,1041,289,19
2784,1041,241,76
2785,1041,385,25
2786,1041,225,23
2787,1042,127,42
2788,1043,271,81
2789,1044,94,80
2790,1044,452,50
2791,1044,355,20
2792,1045,436,10
2793,1046,597,64
2794,1046,346,80
2795,1046,86,38
2796,1046,212,45
2797,1047,428,2
2798,1047,130,15
2799,1047,460,16
2800,1048,29,34
2801,1048,332,51
2802,1049,10,21
2803,1049,425,30
2804,1049,16,53
2805,1050,208,86
2806,1051,486,62
2807,1051,48,93
2808,1051,429,83
2809,1051,170,7
2810,1052,100,100
2811,1052,188,41
2812,1052,551,27
2813,1052,125,3
2814,1052,545,58
2815,1053,329,28
2816,1053,257,40
2817,1054,318,64
2818,1054,29,94
2819,1054,340,55
2820,1055,114,31
2821,1055,287,79
2822,1056,52,26
2823,1057,571,17
2824,1057,360,13
2825,1057,589,84
2826,1058,192,84
2827,1058,225,81
2828,1058,546,56
2829,1059,325,9
2830,1059,49,30
2831,1059,26,61
2832,1060,498,69
2833,1060,402,18
2834,1060,131,8
2835,1061,169,13
2836,1061,247,17
2837,1061,535,90
2838,1062,563,72
2839,1062,235,45
2840,1062,86,39
2841,1063,483,46
2842,1064,184,7
2843,1064,362,19
2844,1065,321,16
2845,1065,157,67
2846,1065,349,31
2847,1066,403,32
2848,1066,428,18
2849,1067,358,53
2850,1068,69,68
2851,1068,487,62
2852,1068,429,40
2853,1069,555,91
2854,1069,95,83
2855,1069,355,33
2856,1070,62,26
2857,1070,169,79
2858,1070,539,76
2859,1070,492,96
2860,1071,414,95
2861,1072,248,83
2862,1072,46,9
2863,1073,142,4
2864,1073,278,32
2865,1074,334,33
2866,1074,436,55
2867,1075,169,90
2868,1076,503,42
2869,1076,540,84
2870,1076,281,36
2871,1077,450,9
2872,1077,201,22
2873,1077,262,11
2874,1077,235,99
2875,1077,444,63
2876,1078,471,70
2877,1079,288,70
2878,1079,421,66
2879,1080,207,3
2880,1080,374,16
2881,1080,484,85
2882,1081,200,13
2883,1082,549,56
2884,1083,374,40
2885,1083,349,1
2886,1083,328,28
2887,1083,1,65
2888,1084,548,66
2889,1084,442,1
2890,1084,34,66
2891,1084,134,50
2892,1084,13,34
2893,1085,37,93
2894,1085,579,91
2895,1085,354,11
2896,1085,304,57
2897,1086,49,13
2898,1087,123,92
2899,1087,350,34
2900,1088,11,41
2901,1088,113,28
2902,1088,517,26
2903,1089,193,27
2904,1089,3,58
2905,1089,57,22
2906,1090,581,2
2907,1090,542,70
2908,1090,226,13
2909,1090,556,65
2910,1090,169,73
2911,1091,517,70
2912,1091,309,43
2913,1091,321,98
2914,1091,533,42
2915,1091,75,84
2916,1092,414,78
2917,1092,118,10
2918,1092,555,81
2919,1092,523,47
2920,1093,154,39
2921,1093,305,29
2922,1094,543,70
2923,1095,554,88
2924,1095,473,55
2925,1095,451,52
2926,1095,252,87
2927,1096,76,18
2928,1096,561,48
2929,1097,549,80
2930,1098,288,18
2931,1099,413,35
2932,1099,16,31
2933,1099,311,84
2934,1100,403,55
2935,1100,369,26
2936,1100,77,41
2937,1100,109,85
2938,1101,549,57
2939,1101,364,15
2940,1102,114,99
2941,1102,2,29
2942,1103,169,56
2943,1104,321,98
2944,1105,299,48
2945,1105,357,44
2946,1105,110,46
2947,1105,20,71
2948,1106,174,3
2949,1106,454,47
2950,1107,190,66
2951,1108,384,59
2952,1108,488,45
2953,1108,270,46
2954,1109,473,74
2955,1110,109,86
2956,1110,47,80
2957,1110,314,84
2958,1110,321,33
2959,1110,21,9
2960,1111,196,27
2961,1111,267,40
2962,1111,424,16
2963,1112,391,61
2964,1112,164,27
2965,1112,218,89
2966,1112,399,29
2967,1113,381,31
2968,1114,283,75
2969,1114,215,53
2970,1114,393,77
2971,1114,486,66
2972,1115,361,5
2973,1115,6,75
2974,1116,303,93
2975,1117,38,41
2976,1118,15,83
2977,1119,499,18
2978,1119,364,24
2979,1119,355,37
2980,1120,571,27
2981,1120,596,69
2982,1120,63,71
2983,1120,305,71
2984,1121,259,43
2985,1121,239,17
2986,1122,43,80
2987,1122,152,51
2988,1122,98,45
2989,1123,532,99
2990,1123,342,35
2991,1123,452,77
2992,1123,36,40
2993,1123,475,16
2994,1124,221,36
2995,1124,274,12
2996,1125,516,52
2997,1125,349,33
2998,1126,479,46
2999,1126,260,43
3000,1126,547,89
3001,1126,236,1
3002,1127,389,86
3003,1127,57,47
3004,1127,388,52
3005,1127,63,65
3006,1128,540,50
3007,1128,430,19
3008,1128,487,36
3009,1128,163,47
3010,1129,33,81
3011,1129,308,36
3012,1130,342,10
3013,1130,271,83
3014,1130,175,81
3015,1131,211,68
3016,1131,562,63
3017,1132,561,21
3018,1132,429,57
3019,1133,46,16
3020,1133,401,62
3021,1133,539,91
3022,1134,340,29
3023,1135,536,20
3024,1136,46,32
3025,1136,67,49
3026,1136,523,5
3027,1136,131,88
3028,1137,572,71
3029,1138,561,93
3030,1139,133,52
3031,1140,12,3
3032,1140,73,50
3033,1140,109,23
3034,1141,580,13
3035,1141,571,68
3036,1141,488,29
3037,1141,10,37
3038,1142,316,27
3039,1142,15,19
3040,1142,8,49
3041,1142,228,5
3042,1143,293,68
3043,1144,420,52
3044,1144,519,54
3045,1144,64,46
3046,1145,300,88
3047,1146,339,62
3048,1146,91,45
3049,1146,533,7
3050,1147,444,34
3051,1147,373,70
3052,1147,331,30
3053,1147,306,37
3054,1148,225,53
3055,1148,95,38
3056,1148,183,91
3057,1149,599,8
3058,1149,48,8
3059,1149,35,37
3060,1150,40,4
3061,1150,125,12
3062,1150,442,62
3063,1151,132,69
3064,1151,123,85
3065,1151,179,45
3066,1151,455,9
3067,1152,511,78
3068,1152,125,100
3069,1152,262,90
3070,1153,49,64
3071,1154,549,81
3072,1154,131,40
3073,1154,190,20
3074,1154,402,78
3075,1154,208,42
3076,1155,204,37
3077,1156,265,51
3078,1156,45,93
3079,1157,311,89
3080,1158,589,21
3081,1158,21,100
3082,1159,577,17
3083,1159,464,32
3084,1159,146,22
3085,1160,555,78
3086,1161,582,17
3087,1162,26,64
3088,1163,74,43
3089,1163,360,32
3090,1164,388,47
3091,1164,57,63
3092,1164,305,72
3093,1164,528,33
3094,1165,130,89
3095,1165,245,45
3096,1166,213,37
3097,1166,377,25
3098,1166,406,54
3099,1166,239,63
3100,1167,325,61
3101,1167,369,42
3102,1167,11,58
3103,1167,390,12
3104,1167,57,55
3105,1168,528,12
3106,1169,149,3
3107,1169,102,26
3108,1170,150,72
3109,1170,488,30
3110,1170,303,37
3111,1170,230,6
3112,1171,335,98
3113,1172,279,47
3114,1172,336,35
3115,1173,192,77
3116,1173,446,58
3117,1173,214,32
3118,1174,67,32
3119,1174,171,50
3120,1174,503,77
3121,1175,337,43
3122,1175,405,83
3123,1175,295,30
3124,1175,281,27
3125,1175,451,81
3126,1176,326,13
3127,1176,180,83
3128,1176,443,53
3129,1176,378,52
3130,1177,81,38
3131,1177,231,32
3132,1178,549,8
3133,1178,131,24
3134,1178,485,85
3135,1178,473,96
3136,1178,443,21
3137,1179,325,82
3138,1179,230,64
3139,1179,26,94
3140,1179,174,70
3141,1179,49,68
3142,1180,241,56
3143,1181,106,46
3144,1181,72,75
3145,1181,534,83
3146,1181,543,27
3147,1182,540,63
3148,1182,423,75
3149,1182,118,53
3150,1182,412,9
3151,1183,308,57
3152,1183,505,80
3153,1183,272,9
3154,1183,21,50
3155,1184,423,48
3156,1184,531,43
3157,1184,532,96
3158,1184,540,31
3159,1185,554,66
3160,1185,313,47
