contract_id,vendor_id,item_id,contract_price,lead_time_days
1099,88,210,4906.0,8
1100,88,89,2126.0,9
1101,88,290,1315.0,7
1102,89,486,23.78,36
1103,89,596,756.98,57
1104,89,13,20.22,42
1105,89,396,49.09,50
1106,89,395,54.11,59
1107,89,25,22.26,37
1108,89,282,398.69,52
1109,89,424,25.35,41
1110,89,81,9.53,32
1111,89,283,9.65,51
1112,89,570,53.48,42
1113,90,572,885.0,3
1114,90,42,4870.0,6
1115,90,357,570.0,6
1116,90,335,4601.0,4
1117,90,264,2345.0,10
1118,90,242,2769.0,4
1119,90,566,302.0,10
1120,90,445,4023.0,8
1121,90,318,3915.0,3
1122,90,588,271.0,5
1123,90,535,2376.0,9
1124,90,550,1822.0,5
1125,90,418,4157.0,5
1126,90,476,2637.0,9
1127,90,123,788.0,7
1128,90,290,1315.0,4
1129,90,556,4496.0,4
1130,90,237,2685.0,5
1131,91,396,4173.0,6
1132,91,551,1528.0,4
1133,91,515,2126.0,5
1134,91,304,1143.0,7
1135,91,456,3117.0,7
1136,91,119,2585.0,4
1137,91,578,1777.0,8
1138,91,565,2377.0,10
1139,91,530,2980.0,5
1140,91,493,4911.0,5
1141,91,185,4197.0,7
1142,92,290,1315.0,6
1143,92,4,435.0,7
1144,92,92,269.0,10
1145,92,134,3387.0,4
1146,92,287,4191.0,5
1147,92,568,1295.0,4
1148,92,127,4315.0,3
1149,92,476,2637.0,8
1150,92,456,3117.0,5
1151,92,215,2042.0,3
1152,92,370,1225.0,9
1153,92,283,820.0,10
1154,92,172,488.0,7
1155,92,69,4407.0,7
1156,92,424,2155.0,9
1157,92,422,2789.0,9
1158,92,238,4971.0,3
1159,92,56,1439.0,6
1160,92,441,2400.0,8
1161,93,319,647.0,10
1162,93,243,131.0,8
1163,93,129,746.0,8
1164,93,285,1054.0,8
1165,93,202,4926.0,8
1166,93,483,3170.0,4
1167,93,553,1015.0,10
1168,93,23,3096.0,6
1169,93,300,3749.0,3
1170,93,406,2801.0,9
1171,93,265,4018.0,8
1172,94,439,762.0,8
1173,94,28,4343.0,7
1174,94,509,2248.0,9
1175,94,469,1101.0,8
1176,94,48,174.0,8
1177,94,122,3706.0,10
1178,94,471,577.0,10
1179,94,125,4723.0,4
1180,94,251,2703.0,3
1181,95,6,2988.0,3
1182,95,164,2176.0,5
1183,95,181,2663.0,5
1184,95,302,4979.0,6
1185,95,90,1616.0,5
1186,95,64,1724.0,9
1187,95,100,3321.0,6
1188,95,382,602.0,5
1189,95,544,664.0,8
1190,95,358,3209.0,8
1191,95,452,3812.0,10
1192,95,475,517.0,5
1193,96,54,4745.0,7
1194,96,456,3117.0,7
1195,96,176,4307.0,6
1196,96,153,2442.0,10
1197,96,129,746.0,6
1198,96,330,2571.0,3
1199,96,455,3900.0,7
1200,96,243,131.0,6
1201,96,493,4911.0,4
1202,96,562,3011.0,8
1203,97,301,2.93,55
1204,97,366,15.66,37
1205,97,60,36.79,45
1206,97,509,26.45,56
1207,97,577,58.51,52
1208,97,391,15.71,33
1209,97,157,1707.11,60
1210,97,251,31.8,30
1211,97,125,55.56,52
1212,97,375,39.69,59
1213,97,510,57.18,35
1214,97,424,25.35,45
1215,97,550,21.44,59
1216,97,197,53.62,53
1217,97,354,7.62,53
1218,97,567,53.92,42
1219,98,551,17.98,54
1220,98,589,1761.76,31
1221,98,172,5.74,39
1222,98,22,1566.24,40
1223,98,249,38.61,35
1224,98,113,773.14,43
1225,98,472,1736.8,31
1226,98,122,43.6,37
1227,98,87,9.29,52
1228,98,530,35.06,42
1229,98,490,44.78,59
1230,98,408,25.2,44
1231,99,127,4315.0,6
1232,99,236,3063.0,6
1233,99,211,2054.0,6
1234,99,439,762.0,4
1235,99,508,3117.0,9
1236,99,494,3471.0,7
1237,99,59,3377.0,10
1238,99,524,2944.0,8
1239,100,582,42.0,56
1240,100,48,2.05,30
1241,100,70,28.38,59
1242,100,306,4.71,54
1243,100,102,33.14,54
1244,100,81,9.53,33
1245,100,287,49.31,46
1246,101,574,4977.0,5
1247,101,578,1777.0,3
1248,101,243,131.0,9
1249,101,159,454.0,9
1250,101,160,2350.0,7
1251,101,84,4212.0,4
1252,101,211,2054.0,3
1253,101,187,3323.0,10
1254,101,54,4745.0,7
1255,101,179,4690.0,6
1256,101,201,4745.0,3
1257,101,217,3256.0,4
1258,101,432,4988.0,7
1259,101,570,4546.0,10
1260,101,249,3282.0,10
1261,101,301,249.0,3
1262,102,111,1402.0,6
1263,102,499,4784.0,8
1264,102,187,3323.0,6
1265,102,515,2126.0,10
1266,102,122,3706.0,9
1267,102,471,577.0,6
1268,102,165,1325.0,6
1269,102,541,2560.0,9
1270,102,324,3468.0,3
1271,102,102,2817.0,10
1272,103,359,2.38,57
1273,103,159,5.34,34
1274,103,110,58.19,33
1275,103,73,218.36,50
1276,103,22,1566.24,56
1277,103,232,42.62,40
1278,103,82,24.18,51
1279,103,372,8.51,39
1280,103,273,27.65,53
1281,103,75,612.39,30
1282,103,141,31.29,53
1283,103,254,38.13,45
1284,103,505,26.22,31
1285,103,571,1424.0,35
1286,103,57,616.47,43
1287,103,187,39.09,41
1288,103,481,17.4,56
1289,104,433,4231.0,7
1290,104,572,885.0,9
1291,104,469,1101.0,6
1292,104,324,3468.0,5
1293,104,243,131.0,10
1294,104,399,3386.0,3
1295,104,179,4690.0,10
1296,104,311,3102.0,9
1297,104,56,1439.0,7
1298,104,50,2622.0,3
1299,104,508,3117.0,5
1300,104,449,3340.0,8
1301,104,41,3489.0,7
1302,105,8,1198.0,9
1303,105,560,442.0,8
1304,105,236,3063.0,5
1305,105,330,2571.0,3
1306,105,368,3151.0,8
1307,105,543,2401.0,9
1308,105,185,4197.0,8
1309,105,300,3749.0,6
1310,105,534,2500.0,10
1311,105,203,4772.0,9
1312,105,396,4173.0,10
1313,105,441,2400.0,8
1314,105,242,2769.0,4
1315,105,395,4599.0,10
1316,105,407,912.0,7
1317,105,578,1777.0,6
1318,105,446,3913.0,7
1319,106,11,1573.2,44
1320,106,570,53.48,56
1321,106,275,43.78,49
1322,106,54,55.82,48
1323,106,550,21.44,43
1324,106,160,27.65,41
1325,106,91,990.69,54
1326,106,71,37.28,51
1327,106,80,28.96,41
1328,107,568,15.24,55
1329,107,596,756.98,39
1330,107,560,5.2,32
1331,107,335,54.13,45
1332,107,84,49.55,36
1333,107,324,40.8,57
1334,107,577,58.51,30
1335,107,188,48.68,53
1336,107,103,27.85,59
1337,107,205,30.42,36
1338,107,542,55.07,57
1339,107,571,1424.0,60
1340,108,26,907.58,58
1341,108,489,5.76,43
1342,108,113,773.14,50
1343,108,196,37.05,39
1344,108,444,50.84,46
1345,108,23,36.42,47
1346,108,119,30.41,57
1347,108,372,8.51,38
1348,108,497,1467.48,51
1349,108,588,3.19,46
1350,108,421,343.06,49
1351,108,53,37.85,38
1352,108,273,27.65,31
1353,108,519,3.86,35
1354,109,227,1963.0,9
1355,109,108,4469.0,8
1356,109,577,4973.0,6
1357,109,449,3340.0,9
1358,109,25,1892.0,8
1359,109,211,2054.0,9
1360,109,259,4411.0,4
1361,109,210,4906.0,6
1362,109,243,131.0,6
1363,109,324,3468.0,4
1364,109,439,762.0,3
1365,109,4,435.0,4
1366,109,30,2727.0,10
1367,109,62,2786.0,9
1368,109,441,2400.0,4
1369,109,176,4307.0,9
1370,109,582,3570.0,8
1371,109,192,1433.0,3
1372,110,304,1143.0,7
1373,110,416,4427.0,4
1374,110,226,2825.0,8
1375,110,201,4745.0,8
1376,110,125,4723.0,6
1377,110,128,2746.0,10
1378,110,553,1015.0,7
1379,110,206,1677.0,7
1380,110,357,570.0,6
1381,110,170,1441.0,7
1382,110,439,762.0,4
1383,110,345,3805.0,8
1384,110,565,2377.0,8
1385,110,232,3623.0,8
1386,110,127,4315.0,3
1387,111,568,1295.0,4
1388,111,50,2622.0,7
1389,111,476,2637.0,9
1390,111,543,2401.0,3
1391,111,558,3183.0,8
1392,111,300,3749.0,3
1393,112,432,4988.0,8
1394,112,146,4766.0,8
1395,112,210,4906.0,3
1396,112,570,4546.0,5
1397,112,126,526.0,5
1398,113,151,2260.0,6
1399,113,217,3256.0,8
1400,113,519,328.0,5
1401,113,108,4469.0,7
1402,113,372,723.0,10
1403,113,524,2944.0,4
1404,113,569,3714.0,8
1405,113,71,3169.0,8
1406,113,175,1828.0,4
1407,113,486,2021.0,7
1408,113,508,3117.0,3
1409,113,345,3805.0,9
1410,113,70,2412.0,8
1411,113,50,2622.0,3
1412,113,543,2401.0,8
1413,113,196,3149.0,8
1414,113,176,4307.0,10
1415,113,81,810.0,7
1416,114,43,2880.0,8
1417,114,179,4690.0,5
1418,114,235,602.0,9
1419,114,79,1594.0,8
1420,114,81,810.0,7
1421,114,42,4870.0,9
1422,114,439,762.0,7
1423,114,481,1479.0,5
1424,114,512,2054.0,3
1425,114,260,2282.0,9
1426,114,519,328.0,6
1427,114,291,4925.0,5
1428,114,553,1015.0,8
1429,114,202,4926.0,7
1430,114,275,3721.0,3
1431,114,170,1441.0,7
1432,114,577,4973.0,3
1433,114,71,3169.0,6
1434,115,372,8.51,40
1435,115,483,37.29,36
1436,115,571,1424.0,60
1437,115,345,44.76,59
1438,115,572,10.41,42
1439,115,189,1073.75,34
1440,115,582,42.0,31
1441,115,562,35.42,40
1442,115,424,25.35,55
1443,115,490,44.78,53
1444,115,167,5.99,53
1445,115,514,33.47,30
1446,116,563,3939.0,10
1447,116,503,3428.0,10
1448,116,313,4362.0,5
1449,116,561,2874.0,8
1450,116,142,3963.0,9
1451,116,207,2057.0,4
1452,116,133,1154.0,3
1453,116,501,860.0,10
1454,116,261,4084.0,5
1455,116,507,276.0,4
1456,116,1,119.0,5
1457,116,83,3324.0,9
1458,116,118,4070.0,4
1459,116,536,3268.0,6
1460,117,194,1927.0,4
1461,117,425,2484.0,7
1462,117,591,4978.0,3
1463,117,129,746.0,8
1464,117,598,1413.0,5
1465,117,255,2763.0,10
1466,117,499,4784.0,8
1467,117,513,3697.0,3
1468,117,42,4870.0,7
1469,117,244,4522.0,10
1470,118,220,2633.0,6
1471,118,212,1324.0,7
1472,118,51,851.0,4
1473,118,501,860.0,5
1474,118,233,3836.0,7
1475,118,358,3209.0,3
1476,118,289,4338.0,3
1477,118,177,3518.0,8
1478,119,597,1287.0,9
1479,119,419,1750.0,4
1480,119,202,4926.0,5
1481,119,167,509.0,4
1482,119,570,4546.0,3
1483,119,23,3096.0,9
1484,119,370,1225.0,3
1485,119,87,790.0,5
1486,119,508,3117.0,9
1487,119,489,490.0,8
1488,119,515,2126.0,4
1489,119,449,3340.0,9
1490,119,41,3489.0,9
1491,119,59,3377.0,9
1492,119,424,2155.0,5
1493,119,203,4772.0,3
1494,120,287,4191.0,4
1495,120,494,3471.0,3
1496,120,9,1085.0,6
1497,120,375,3374.0,6
1498,120,129,746.0,8
1499,120,512,2054.0,10
1500,120,59,3377.0,10
1501,120,424,2155.0,7
1502,120,456,3117.0,5
1503,120,87,790.0,9
1504,120,441,2400.0,3
1505,120,445,4023.0,7
1506,120,363,2764.0,7
1507,120,366,1331.0,10
1508,120,317,4777.0,6
1509,120,236,3063.0,4
1510,120,227,1963.0,4
1511,120,597,1287.0,3
1512,120,534,2500.0,9
1513,120,43,2880.0,4
1514,121,165,15.59,50
1515,121,210,57.72,56
1516,121,103,27.85,60
1517,121,330,30.25,55
1518,121,450,11.88,45
1519,122,474,1159.0,10
1520,122,251,2703.0,10
1521,122,572,885.0,5
1522,122,43,2880.0,7
1523,122,371,4754.0,6
1524,122,141,2660.0,9
1525,122,194,1927.0,5
1526,122,393,1480.0,8
1527,122,287,4191.0,9
1528,122,80,2462.0,8
1529,122,550,1822.0,3
1530,123,217,38.31,58
1531,123,440,46.22,51
1532,123,30,32.08,48
1533,123,493,57.78,59
1534,123,300,44.11,56
1535,123,62,32.78,57
1536,123,562,35.42,55
1537,123,54,55.82,58
1538,123,525,1381.12,33
1539,123,202,57.95,50
1540,123,41,41.05,37
1541,123,491,20.21,59
1542,123,170,16.95,34
1543,123,551,17.98,37
1544,123,318,46.06,34
1545,123,134,39.85,55
1546,123,79,18.75,39
1547,124,426,114.6,40
1548,124,567,53.92,54
1549,124,77,827.84,45
1550,124,74,16.91,48
1551,124,109,895.66,56
1552,124,395,54.11,53
1553,124,23,36.42,58
1554,124,553,11.94,41
1555,125,399,3386.0,4
1556,125,553,1015.0,3
1557,125,111,1402.0,9
1558,125,514,2845.0,5
1559,125,462,3975.0,5
1560,125,69,4407.0,4
1561,125,70,2412.0,8
1562,125,129,746.0,10
1563,125,577,4973.0,10
1564,125,317,4777.0,10
1565,125,41,3489.0,6
1566,125,598,1413.0,3
1567,125,550,1822.0,7
1568,125,60,3127.0,4
1569,125,583,908.0,3
1570,125,409,1924.0,9
1571,125,264,2345.0,7
1572,126,532,1538.0,6
1573,126,190,4003.0,4
1574,126,415,361.0,8
1575,126,555,3528.0,9
1576,126,487,4196.0,3
1577,126,545,853.0,5
1578,126,274,4455.0,8
1579,126,114,1268.0,6
1580,126,531,1011.0,10
1581,126,453,4232.0,6
1582,126,326,4803.0,4
1583,126,414,2465.0,9
1584,126,233,3836.0,9
1585,126,347,2885.0,5
1586,126,36,1447.0,7
1587,127,548,4721.0,5
1588,127,317,4777.0,8
1589,127,308,1192.0,4
1590,127,306,400.0,10
1591,127,141,2660.0,6
1592,127,560,442.0,5
1593,127,481,1479.0,8
1594,127,160,2350.0,9
1595,127,176,4307.0,4
1596,127,406,2801.0,7
1597,127,556,4496.0,8
1598,128,426,114.6,36
1599,128,562,35.42,49
1600,128,598,16.62,32
1601,128,330,30.25,34
1602,128,580,313.6,40
1603,128,56,16.93,57
1604,128,519,3.86,42
1605,128,578,20.91,32
1606,128,319,7.61,53
1607,128,570,53.48,39
1608,129,318,46.06,53
1609,129,439,8.96,37
1610,129,86,10.26,41
1611,129,597,15.14,36
1612,129,151,26.59,55
1613,129,460,12.02,35
1614,129,192,16.86,47
1615,129,424,25.35,53
1616,129,600,327.66,58
1617,129,374,3.09,48
1618,129,56,16.93,40
1619,129,127,50.76,35
1620,130,60,3127.0,9
1621,130,301,249.0,9
1622,130,196,3149.0,4
1623,130,562,3011.0,10
1624,130,304,1143.0,5
1625,130,359,202.0,3
1626,130,588,271.0,7
1627,131,567,4583.0,5
1628,131,593,2487.0,5
1629,131,424,2155.0,10
1630,131,583,908.0,5
1631,131,62,2786.0,10
1632,131,129,746.0,10
1633,131,441,2400.0,10
1634,131,556,4496.0,9
1635,131,512,2054.0,8
1636,131,301,249.0,8
1637,131,377,553.0,9
1638,131,570,4546.0,3
1639,131,165,1325.0,6
1640,131,541,2560.0,3
1641,131,122,3706.0,5
1642,131,413,4355.0,3
1643,131,86,872.0,10
1644,131,368,3151.0,4
1645,131,324,3468.0,8
1646,131,508,3117.0,7
1647,132,244,53.2,58
1648,132,304,13.45,51
1649,132,170,16.95,54
1650,132,515,25.01,49
1651,132,77,827.84,35
1652,132,474,13.64,34
1653,132,346,973.13,30
1654,132,359,2.38,30
1655,133,306,400.0,3
1656,133,82,2055.0,3
1657,133,424,2155.0,3
1658,133,582,3570.0,10
1659,133,471,577.0,4
1660,133,264,2345.0,8
1661,133,444,4321.0,4
1662,133,42,4870.0,7
1663,133,134,3387.0,9
1664,133,259,4411.0,5
1665,133,551,1528.0,9
1666,133,232,3623.0,6
1667,133,519,328.0,10
1668,133,217,3256.0,5
1669,133,400,696.0,8
1670,134,467,3167.0,6
1671,134,498,4868.0,6
1672,134,199,236.0,9
1673,134,289,4338.0,8
1674,134,241,1614.0,6
1675,134,276,1979.0,10
1676,134,220,2633.0,8
1677,135,600,327.66,50
1678,135,375,39.69,56
1679,135,54,55.82,36
1680,135,425,29.22,51
1681,135,10,1346.22,48
1682,135,174,1004.24,44
1683,135,45,799.08,48
1684,135,462,46.76,40
1685,135,230,531.27,60
1686,135,153,28.73,41
1687,135,476,31.02,54
1688,135,588,3.19,41
1689,135,9,12.76,58
1690,135,445,47.33,54
1691,135,157,1707.11,46
1692,135,38,1384.38,41
1693,135,354,7.62,47
1694,135,255,32.51,59
1695,136,69,4407.0,10
1696,136,30,2727.0,10
1697,136,25,1892.0,10
1698,136,182,484.0,4
1699,136,53,3217.0,5
1700,136,392,3698.0,9
1701,137,259,51.89,45
1702,137,146,56.07,39
1703,137,319,7.61,45
1704,137,113,773.14,37
1705,137,335,54.13,32
1706,137,324,40.8,32
1707,138,13,20.22,46
1708,138,202,57.95,42
1709,138,197,53.62,39
1710,138,78,930.56,60
1711,138,192,16.86,40
1712,138,311,36.49,44
1713,138,38,1384.38,43
1714,138,240,18.38,41
1715,138,525,1381.12,58
1716,138,374,3.09,37
1717,138,583,10.68,57
1718,138,57,616.47,34
1719,138,32,54.71,35
1720,138,407,10.73,50
1721,138,178,55.62,39
1722,139,150,151.15,49
1723,139,585,579.64,48
1724,139,528,1275.68,52
1725,139,167,5.99,57
1726,139,147,16.11,49
1727,139,89,25.01,38
1728,139,160,27.65,50
1729,139,574,58.55,51
1730,140,582,42.0,45
1731,140,574,58.55,30
1732,140,82,24.18,44
1733,140,474,13.64,53
1734,140,441,28.24,59
1735,140,374,3.09,50
1736,140,102,33.14,38
1737,140,74,16.91,57
1738,140,600,327.66,57
1739,140,551,17.98,48
1740,140,205,30.42,52
1741,140,469,12.95,45
1742,140,598,16.62,51
1743,140,167,5.99,32
1744,141,422,32.81,33
1745,141,16,389.28,39
1746,141,524,34.64,35
1747,141,368,37.07,52
1748,141,446,46.04,48
1749,141,119,30.41,60
1750,141,251,31.8,32
1751,141,591,58.56,57
1752,141,91,990.69,34
1753,141,272,1453.52,54
1754,141,439,8.96,52
1755,141,165,15.59,33
1756,141,510,57.18,30
1757,141,113,773.14,33
1758,141,517,482.06,45
1759,142,419,1750.0,10
1760,142,354,648.0,7
1761,142,579,2182.0,8
1762,142,50,2622.0,6
1763,142,306,400.0,3
1764,142,41,3489.0,10
1765,142,578,1777.0,3
1766,142,335,4601.0,4
1767,143,527,1715.25,45
1768,143,597,15.14,58
1769,143,480,32.66,50
1770,143,542,55.07,41
1771,143,167,5.99,37
1772,143,565,27.96,30
1773,143,154,535.78,57
1774,143,308,14.02,55
1775,143,249,38.61,36
1776,143,110,58.19,35
1777,143,416,52.08,52
1778,143,474,13.64,37
1779,143,392,43.51,40
1780,143,32,54.71,54
1781,143,129,8.78,34
1782,143,251,31.8,48
1783,143,192,16.86,31
1784,143,366,15.66,58
1785,144,291,57.94,50
1786,144,166,1320.04,50
1787,144,574,58.55,32
1788,144,543,28.25,55
1789,144,334,157.65,55
1790,145,377,553.0,3
1791,145,87,790.0,4
1792,145,318,3915.0,6
1793,145,490,3806.0,7
1794,145,217,3256.0,10
1795,145,146,4766.0,6
1796,145,480,2776.0,8
1797,145,530,2980.0,4
1798,145,543,2401.0,8
1799,145,23,3096.0,6
1800,146,351,3111.0,4
1801,146,342,3527.0,6
1802,146,204,2821.0,4
1803,146,94,2252.0,10
1804,146,405,3897.0,5
1805,146,68,4293.0,10
1806,146,95,1796.0,5
1807,146,37,1179.0,9
1808,146,557,308.0,3
1809,146,503,3428.0,8
1810,146,485,2584.0,7
1811,146,465,1752.0,10
1812,146,437,4744.0,3
1813,146,135,3419.0,6
1814,146,199,236.0,8
1815,146,502,504.0,5
1816,147,531,1011.0,8
1817,147,544,664.0,9
1818,147,61,2423.0,10
1819,147,44,198.0,10
1820,147,532,1538.0,7
1821,147,55,988.0,5
1822,147,475,517.0,4
1823,148,569,3714.0,8
1824,148,330,2571.0,7
1825,148,240,1562.0,6
1826,148,110,4946.0,9
1827,148,147,1369.0,7
1828,148,290,1315.0,5
1829,148,455,3900.0,7
1830,148,242,2769.0,8
1831,148,103,2367.0,3
1832,149,462,46.76,51
1833,149,158,5.48,41
1834,149,400,8.19,60
1835,149,38,1384.38,54
1836,149,242,32.58,37
1837,149,317,56.2,57
1838,149,235,7.08,56
1839,149,303,1706.55,39
1840,149,335,54.13,42
1841,149,456,36.67,50
1842,149,150,151.15,58
1843,149,91,990.69,45
1844,149,205,30.42,54
1845,149,497,1467.48,30
1846,149,538,1.62,47
1847,149,196,37.05,54
1848,149,300,44.11,59
1849,149,570,53.48,31
1850,150,430,1069.0,8
1851,150,296,3586.0,8
1852,150,475,517.0,4
1853,150,258,4034.0,9
1854,150,183,2510.0,9
1855,150,348,1214.0,9
1856,150,402,1629.0,7
