po_line_id,po_id,item_id,quantity,unit_price,line_amount
3559,822,160.0,397,2486.08,986973.63
3560,823,48.0,482,2.44,1178.08
3561,823,462.0,383,53.54,20505.2
3562,823,488.0,178,210.91,37542.7
3563,823,305.0,184,1032.05,189897.26
3564,823,115.0,372,200.64,74637.6
3565,823,176.0,87,60.35,5250.17
3566,824,324.0,226,47.58,10752.12
3567,824,146.0,435,66.15,28773.26
3568,824,151.0,278,29.77,8276.33
3569,824,240.0,377,19.85,7482.95
3570,824,244.0,295,57.03,16824.27
3571,825,227.0,434,24.87,10792.69
3572,825,488.0,124,223.89,27761.75
3573,825,172.0,406,6.64,2696.16
3574,826,102.0,25,38.99,974.84
3575,826,48.0,267,2.45,653.97
3576,826,582.0,324,50.13,16241.97
3577,826,306.0,335,5.32,1783.85
3578,827,26.0,302,1021.13,308380.86
3579,827,375.0,178,43.67,7772.4
3580,828,597.0,180,1443.48,259827.2
3581,829,30.0,203,36.22,7352.06
3582,829,202.0,154,65.72,10120.56
3583,829,300.0,354,52.15,18462.57
3584,830,451.0,370,1927.0,712990.0
3585,830,367.0,349,123.0,42927.0
3586,830,498.0,119,4868.0,579292.0
3587,831,462.0,165,46.76,7715.4
3588,832,43.0,144,3310.41,476699.44
3589,832,474.0,143,1220.46,174526.08
3590,832,287.0,397,4940.93,1961548.52
3591,832,194.0,279,2133.9,595358.14
3592,832,80.0,454,2859.55,1298236.18
3593,832,141.0,392,2858.95,1120707.34
3594,833,232.0,416,42.62,17729.92
3595,833,48.0,380,2.05,779.0
3596,833,400.0,189,8.19,1547.91
3597,833,185.0,307,49.38,15159.66
3598,834,317.0,244,4777.0,1165588.0
3599,834,550.0,278,1822.0,506516.0
3600,834,60.0,21,3127.0,65667.0
3601,834,399.0,44,3386.0,148984.0
3602,835,372.0,209,9.22,1926.13
3603,835,273.0,464,31.22,14487.67
3604,835,421.0,161,365.46,58839.21
3605,835,26.0,137,1069.24,146485.35
3606,835,588.0,196,3.51,687.48
3607,836,230.0,29,590.47,17123.58
3608,836,588.0,159,3.64,579.41
3609,836,445.0,446,54.68,24389.29
3610,836,476.0,233,33.21,7738.78
3611,836,425.0,216,34.83,7523.51
3612,836,354.0,249,9.0,2242.13
3613,836,9.0,454,15.25,6924.5
3614,837,342.0,219,4178.81,915158.62
3615,837,173.0,37,2533.47,93738.23
3616,837,1.0,242,130.29,31529.76
3617,837,561.0,327,3256.49,1064873.06
3618,837,294.0,359,1020.21,366255.79
3619,838,550.0,160,21.44,3430.4
3620,838,25.0,200,22.26,4452.0
3621,839,375.0,228,3808.09,868243.51
3622,839,566.0,134,345.88,46347.55
3623,839,188.0,418,4924.06,2058255.58
3624,840,183.0,120,2510.0,301200.0
3625,840,97.0,342,3735.0,1277370.0
3626,840,281.0,19,287.0,5453.0
3627,841,391.0,56,1335.0,74760.0
3628,842,26.0,206,1024.18,210981.82
3629,843,304.0,352,1214.25,427415.73
3630,843,237.0,71,2997.56,212826.94
3631,843,249.0,471,3544.09,1669264.74
3632,843,499.0,257,5660.79,1454823.34
3633,843,127.0,292,5091.87,1486825.98
3634,844,530.0,35,3378.88,118260.92
3635,844,456.0,282,3301.35,930980.12
3636,844,119.0,456,2932.3,1337128.58
3637,844,551.0,234,1795.07,420046.24
3638,844,396.0,40,4879.89,195195.73
3639,845,474.0,293,15.84,4640.67
3640,845,70.0,128,33.39,4273.88
3641,845,123.0,148,10.8,1599.0
3642,845,393.0,125,18.68,2334.97
3643,846,293.0,97,3495.59,339071.94
3644,846,182.0,194,560.61,108757.49
3645,846,306.0,469,436.77,204847.0
3646,846,565.0,241,2812.51,677814.2
3647,847,129.0,300,746.0,223800.0
3648,847,550.0,364,1822.0,663208.0
3649,848,33.0,381,2051.92,781782.96
3650,849,206.0,37,19.73,730.01
3651,849,237.0,250,31.59,7897.5
3652,849,12.0,347,1195.14,414713.58
3653,849,151.0,424,26.59,11274.16
3654,849,9.0,275,12.76,3509.0
3655,849,113.0,373,773.14,288381.22
3656,849,243.0,62,1.54,95.48
3657,849,159.0,86,5.34,459.24
3658,849,47.0,132,670.56,88513.92
3659,850,318.0,285,49.98,14244.72
3660,850,56.0,248,18.98,4705.87
3661,850,192.0,308,17.75,5466.84
3662,850,597.0,396,17.56,6955.32
3663,850,424.0,153,27.47,4202.99
3664,850,86.0,453,11.54,5228.0
3665,850,374.0,358,3.27,1171.05
3666,851,392.0,98,3946.55,386761.93
3667,851,69.0,24,4916.22,117989.16
3668,851,30.0,342,3036.37,1038438.95
3669,852,258.0,390,4445.5,1733744.78
3670,852,348.0,462,1421.71,656828.53
3671,852,296.0,256,3814.72,976568.7
3672,852,402.0,35,1829.08,64017.65
3673,852,430.0,440,1139.04,501179.43
3674,852,183.0,287,2974.14,853579.13
3675,853,423.0,301,2500.0,752500.0
3676,854,567.0,62,4583.0,284146.0
3677,854,583.0,171,908.0,155268.0
3678,854,129.0,103,746.0,76838.0
3679,854,368.0,462,3151.0,1455762.0
3680,854,424.0,358,2155.0,771490.0
3681,854,122.0,413,3706.0,1530578.0
3682,854,570.0,477,4546.0,2168442.0
3683,854,512.0,272,2054.0,558688.0
3684,854,413.0,459,4355.0,1998945.0
3685,855,540.0,274,2252.05,617061.68
3686,855,575.0,105,3104.96,326020.83
3687,855,434.0,39,2924.14,114041.64
3688,855,295.0,101,1142.19,115361.45
3689,855,35.0,251,1866.74,468551.24
3690,855,114.0,285,1379.99,393296.46
3691,856,89.0,439,2126.0,933314.0
3692,856,290.0,263,1315.0,345845.0
3693,856,111.0,400,1402.0,560800.0
3694,857,78.0,33,1011.98,33395.45
3695,857,395.0,210,59.92,12583.76
3696,857,340.0,311,47.33,14721.11
3697,857,391.0,424,18.74,7945.61
3698,857,8.0,415,15.38,6384.55
3699,857,476.0,417,36.07,15043.17
3700,857,272.0,321,1734.52,556780.61
3701,858,588.0,431,322.09,138819.08
3702,858,476.0,45,2831.96,127438.4
3703,858,318.0,374,4455.85,1666486.68
3704,858,550.0,337,2001.4,674472.75
3705,859,568.0,482,16.62,8010.81
3706,859,476.0,86,36.85,3168.76
3707,860,324.0,391,4148.08,1621897.36
3708,860,243.0,323,150.26,48532.4
3709,860,227.0,262,2339.42,612928.7
3710,860,192.0,35,1558.36,54542.52
3711,860,577.0,491,5241.73,2573688.08
3712,860,439.0,295,802.27,236670.12
3713,861,74.0,232,17.8,4129.71
3714,862,179.0,99,5448.32,539383.89
3715,862,217.0,100,3681.77,368176.5
3716,862,158.0,271,526.18,142594.35
3717,863,290.0,128,1472.31,188455.9
3718,863,335.0,365,5075.41,1852525.59
3719,863,556.0,150,5343.49,801523.91
3720,863,237.0,248,3064.5,759996.97
3721,863,550.0,475,1942.03,922466.11
3722,863,588.0,225,323.55,72797.67
3723,864,211.0,433,27.76,12019.04
3724,864,232.0,17,47.89,814.19
3725,864,591.0,474,67.83,32149.09
3726,865,238.0,425,62.67,26636.28
3727,865,49.0,221,530.18,117170.77
3728,865,48.0,59,2.41,142.05
3729,865,421.0,161,404.06,65053.81
3730,865,178.0,470,65.26,30672.46
3731,865,8.0,240,16.07,3856.92
3732,865,370.0,159,16.33,2597.26
3733,866,273.0,485,2350.0,1139750.0
3734,866,205.0,415,2586.0,1073190.0
3735,867,494.0,196,3960.53,776264.76
3736,867,103.0,14,2621.53,36701.39
3737,867,33.0,46,1931.68,88857.46
3738,867,324.0,133,4128.23,549054.17
3739,867,377.0,189,628.2,118729.65
3740,867,81.0,467,961.82,449167.67
3741,867,432.0,207,5702.33,1180381.75
3742,867,318.0,320,4478.38,1433081.58
3743,868,335.0,64,5266.23,337038.44
3744,868,535.0,308,2755.19,848597.84
3745,869,582.0,334,3570.0,1192380.0
3746,869,243.0,235,131.0,30785.0
3747,869,62.0,296,2786.0,824656.0
3748,869,25.0,273,1892.0,516516.0
3749,869,439.0,290,762.0,220980.0
3750,869,108.0,464,4469.0,2073616.0
3751,869,441.0,168,2400.0,403200.0
3752,869,4.0,228,435.0,99180.0
3753,870,185.0,202,4996.21,1009233.67
3754,870,551.0,332,1761.75,584901.54
3755,870,304.0,232,1324.37,307254.29
3756,870,565.0,454,2603.94,1182187.22
3757,870,493.0,23,5564.3,127978.93
3758,871,305.0,367,972.99,357088.86
3759,871,185.0,352,53.08,18685.25
3760,871,111.0,149,18.98,2827.39
3761,871,48.0,60,2.27,136.28
3762,872,372.0,271,9.03,2446.29
3763,872,424.0,340,27.43,9324.55
3764,872,189.0,470,1194.13,561240.64
3765,872,490.0,136,50.09,6811.81
3766,873,487.0,189,4801.2,907427.69
3767,873,573.0,399,3675.56,1466546.51
3768,873,177.0,41,3706.55,151968.55
3769,873,434.0,86,2928.57,251857.16
3770,873,46.0,82,2559.11,209846.64
3771,874,275.0,194,4238.33,822235.34
3772,874,153.0,158,2716.91,429271.1
3773,874,510.0,341,5467.32,1864357.46
3774,874,182.0,114,571.41,65140.21
3775,874,399.0,323,3968.95,1281971.11
3776,874,474.0,336,1296.87,435747.11
3777,874,306.0,159,422.19,67128.88
3778,875,524.0,110,3109.74,342071.49
3779,875,81.0,176,929.61,163610.81
3780,875,50.0,362,3105.52,1124197.43
3781,875,543.0,49,2562.33,125553.96
3782,875,108.0,374,5144.84,1924171.27
3783,875,196.0,130,3353.9,436007.14
3784,875,176.0,49,4536.7,222298.35
3785,876,570.0,373,4778.46,1782365.83
3786,876,210.0,288,5524.39,1591025.43
3787,876,432.0,347,5578.71,1935812.52
3788,876,146.0,47,5709.34,268338.85
3789,876,126.0,467,598.78,279632.46
3790,877,422.0,101,2789.0,281689.0
3791,877,456.0,484,3117.0,1508628.0
3792,877,69.0,385,4407.0,1696695.0
3793,878,377.0,365,553.0,201845.0
3794,878,490.0,422,3806.0,1606132.0
3795,878,146.0,439,4766.0,2092274.0
3796,878,318.0,267,3915.0,1045305.0
3797,878,23.0,225,3096.0,696600.0
3798,878,480.0,350,2776.0,971600.0
3799,879,316.0,26,5049.65,131290.92
3800,879,176.0,381,4686.36,1785503.09
3801,880,574.0,99,5657.11,560053.92
3802,880,570.0,305,5348.66,1631342.78
3803,880,187.0,359,3517.95,1262942.34
3804,880,179.0,228,5502.39,1254545.34
3805,880,201.0,148,5165.63,764513.22
3806,880,54.0,117,5281.1,617889.17
3807,880,249.0,497,3610.17,1794252.92
3808,880,578.0,417,2001.91,834795.0
3809,880,84.0,62,4424.57,274323.34
3810,881,540.0,324,2359.98,764633.97
3811,881,326.0,412,5617.03,2314217.71
3812,881,501.0,469,982.95,461005.48
3813,881,274.0,188,5029.39,945525.46
3814,882,111.0,163,1593.56,259751.03
3815,882,290.0,220,1553.45,341758.18
3816,882,89.0,387,2510.65,971623.12
3817,882,456.0,201,3637.49,731134.62
3818,883,187.0,492,39.09,19232.28
3819,883,306.0,88,4.71,414.48
3820,883,363.0,336,32.52,10926.72
3821,883,550.0,410,21.44,8790.4
3822,883,392.0,156,43.51,6787.56
3823,884,541.0,460,2560.0,1177600.0
3824,884,538.0,82,138.0,11316.0
3825,885,275.0,137,47.76,6542.66
3826,885,91.0,304,1165.07,354182.25
3827,885,570.0,66,57.21,3775.7
3828,885,550.0,457,24.53,11210.97
3829,885,54.0,489,62.55,30585.28
3830,886,50.0,421,2797.78,1177863.86
3831,886,579.0,18,2598.88,46779.83
3832,887,287.0,223,4614.91,1029124.0
3833,888,509.0,426,31.65,13481.25
3834,888,577.0,180,62.04,11166.84
3835,888,391.0,101,17.32,1749.04
3836,888,366.0,485,18.18,8815.16
3837,888,354.0,74,8.32,615.84
3838,889,54.0,46,4745.0,218270.0
3839,889,217.0,406,3256.0,1321936.0
3840,889,160.0,64,2350.0,150400.0
3841,889,432.0,146,4988.0,728248.0
3842,889,84.0,184,4212.0,775008.0
3843,890,111.0,475,1631.32,774875.98
3844,890,89.0,248,2340.5,580444.29
3845,891,311.0,100,3632.37,363236.74
3846,892,81.0,464,9.53,4421.92
3847,892,70.0,188,28.38,5335.44
3848,892,582.0,60,42.0,2520.0
3849,893,146.0,235,5222.78,1227354.05
3850,893,23.0,261,3253.06,849048.86
3851,893,530.0,182,3397.84,618406.59
3852,894,462.0,279,49.95,13935.55
3853,894,77.0,90,972.96,87566.67
3854,894,488.0,384,219.05,84114.16
3855,894,303.0,34,1874.66,63738.29
3856,895,238.0,410,65.16,26714.3
3857,895,178.0,498,65.39,32566.26
3858,895,383.0,187,1011.26,189106.31
3859,895,370.0,362,15.93,5765.72
3860,896,235.0,362,642.31,232516.01
3861,896,439.0,153,881.17,134819.25
3862,896,79.0,386,1847.11,712986.05
3863,896,260.0,482,2543.62,1226023.87
3864,896,481.0,28,1736.49,48621.78
3865,897,432.0,439,5257.77,2308161.95
3866,897,240.0,182,1684.01,306490.15
3867,897,179.0,86,5485.56,471758.57
3868,897,283.0,199,966.88,192409.44
3869,897,449.0,296,3591.21,1062997.29
3870,897,598.0,450,1499.37,674716.14
3871,897,4.0,300,504.5,151348.63
3872,898,295.0,75,1216.54,91240.5
3873,899,535.0,218,2609.57,568886.32
3874,899,23.0,350,3514.13,1229944.3
3875,899,293.0,87,3228.32,280864.2
3876,900,392.0,84,3698.0,310632.0
3877,901,472.0,32,1736.8,55577.6
3878,901,153.0,423,28.73,12152.79
3879,901,236.0,433,36.04,15605.32
3880,901,360.0,54,1252.56,67638.24
3881,901,13.0,30,20.22,606.6
3882,901,57.0,456,616.47,281110.32
3883,901,572.0,457,10.41,4757.37
3884,901,407.0,303,10.73,3251.19
3885,902,393.0,359,19.05,6840.17
3886,902,203.0,41,66.85,2741.0
3887,903,518.0,485,4980.72,2415647.79
3888,903,39.0,261,4820.69,1258200.52
3889,903,281.0,428,317.5,135891.06
3890,903,540.0,263,2507.27,659410.86
3891,904,419.0,67,1876.59,125731.81
3892,904,81.0,486,917.44,445877.09
3893,904,62.0,164,3039.16,498422.47
3894,905,183.0,423,3010.11,1273276.8
3895,905,475.0,272,574.34,156219.66
3896,905,258.0,221,4258.66,941164.55
3897,905,430.0,17,1279.68,21754.56
3898,905,296.0,469,4034.83,1892335.64
3899,906,440.0,327,4310.83,1409642.57
3900,906,81.0,371,946.59,351186.57
3901,906,524.0,437,3497.82,1528546.59
3902,906,562.0,475,3532.84,1678098.74
3903,906,236.0,421,3546.29,1492986.15
3904,907,293.0,70,42.13,2948.76
3905,907,391.0,32,17.97,575.17
3906,908,360.0,148,1393.29,206206.83
3907,908,570.0,282,62.44,17607.14
3908,908,488.0,45,211.74,9528.34
3909,909,172.0,368,531.7,195666.22
3910,909,422.0,160,3194.96,511193.93
3911,909,69.0,273,5095.59,1391097.15
3912,909,456.0,192,3726.72,715530.05
3913,909,238.0,407,5538.81,2254293.71
3914,909,370.0,151,1307.79,197475.61
3915,910,407.0,235,977.17,229636.07
3916,910,242.0,347,2935.04,1018459.99
3917,910,395.0,264,5148.21,1359127.75
3918,910,396.0,466,4695.12,2187927.56
3919,910,578.0,202,1884.86,380741.91
3920,911,163.0,190,1813.0,344470.0
3921,911,98.0,339,2102.0,712578.0
3922,911,417.0,214,3794.0,811916.0
3923,911,171.0,157,770.0,120890.0
3924,911,220.0,462,2633.0,1216446.0
3925,911,193.0,420,537.0,225540.0
3926,911,496.0,400,4139.0,1655600.0
3927,911,537.0,83,1058.0,87814.0
3928,911,401.0,142,2462.0,349604.0
3929,912,538.0,67,1.85,123.93
3930,912,345.0,135,49.45,6676.42
3931,912,38.0,86,1639.93,141034.2
3932,912,524.0,473,37.4,17690.52
3933,913,293.0,320,3625.1,1160031.95
3934,913,318.0,212,4673.97,990882.57
3935,913,513.0,163,3938.16,641919.64
3936,913,23.0,98,3262.04,319679.57
3937,914,29.0,318,4730.0,1504140.0
3938,914,419.0,382,1750.0,668500.0
3939,914,192.0,385,1433.0,551705.0
3940,914,512.0,171,2054.0,351234.0
3941,914,406.0,87,2801.0,243687.0
3942,914,449.0,260,3340.0,868400.0
3943,914,493.0,16,4911.0,78576.0
3944,915,432.0,49,5747.75,281639.78
3945,916,574.0,160,4977.0,796320.0
3946,916,211.0,277,2054.0,568958.0
3947,916,418.0,343,4157.0,1425851.0
3948,916,392.0,316,3698.0,1168568.0
3949,916,111.0,45,1402.0,63090.0
3950,917,419.0,158,23.51,3714.34
3951,917,462.0,374,53.35,19953.14
3952,917,360.0,93,1500.59,139554.83
3953,917,77.0,66,905.34,59752.21
3954,918,472.0,491,2000.93,982455.49
3955,918,374.0,341,3.27,1114.42
3956,918,433.0,260,56.3,14637.83
3957,918,154.0,330,594.71,196252.82
3958,918,517.0,373,516.45,192637.37
3959,918,33.0,60,22.69,1361.29
3960,919,538.0,173,162.94,28188.84
3961,919,60.0,424,3284.8,1392754.77
3962,919,227.0,62,2213.54,137239.37
3963,920,359.0,499,220.08,109820.75
3964,920,249.0,427,3769.18,1609438.87
3965,920,43.0,474,3055.25,1448187.37
3966,921,53.0,468,37.85,17713.8
3967,921,375.0,164,39.69,6509.16
3968,922,48.0,38,174.0,6612.0
3969,922,335.0,123,4601.0,565923.0
3970,922,551.0,475,1528.0,725800.0
3971,922,505.0,404,2229.0,900516.0
3972,922,89.0,463,2126.0,984338.0
3973,922,185.0,285,4197.0,1196145.0
3974,923,48.0,236,193.28,45613.67
3975,923,304.0,382,1259.83,481255.84
3976,923,513.0,254,4072.56,1034431.06
3977,923,28.0,63,5064.19,319044.21
3978,924,264.0,152,2654.84,403536.0
3979,924,483.0,245,3772.8,924335.31
3980,924,392.0,39,4059.18,158307.93
3981,925,210.0,421,4906.0,2065426.0
3982,925,111.0,46,1402.0,64492.0
3983,925,89.0,459,2126.0,975834.0
3984,925,290.0,234,1315.0,307710.0
3985,925,462.0,401,3975.0,1593975.0
3986,925,456.0,214,3117.0,667038.0
3987,926,347.0,450,2885.0,1298250.0
3988,926,173.0,30,2246.0,67380.0
3989,926,434.0,357,2551.0,910707.0
3990,926,190.0,284,4003.0,1136852.0
3991,926,276.0,297,1979.0,587763.0
3992,927,582.0,32,42.0,1344.0
3993,927,287.0,321,49.31,15828.51
3994,927,102.0,149,33.14,4937.86
3995,927,70.0,72,28.38,2043.36
3996,927,81.0,64,9.53,609.92
3997,927,306.0,122,4.71,574.62
3998,928,166.0,233,1320.04,307569.32
3999,928,291.0,491,57.94,28448.54
4000,928,543.0,76,28.25,2147.0
4001,929,433.0,398,4828.74,1921838.63
4002,929,264.0,61,2656.14,162024.49
4003,929,23.0,257,3533.12,908010.57
4004,930,82.0,161,24.18,3892.98
4005,930,374.0,370,3.09,1143.3
4006,930,598.0,450,16.62,7479.0
4007,930,551.0,395,17.98,7102.1
4008,930,582.0,376,42.0,15792.0
4009,930,167.0,248,5.99,1485.52
4010,931,391.0,134,16.84,2255.99
4011,931,242.0,384,37.3,14321.5
4012,931,287.0,301,51.78,15586.96
4013,931,578.0,227,22.46,5097.43
4014,931,293.0,17,38.7,657.85
4015,931,593.0,208,32.43,6745.81
4016,932,52.0,169,4958.0,837902.0
4017,932,279.0,165,4200.0,693000.0
4018,932,529.0,433,1681.0,727873.0
4019,932,193.0,104,537.0,55848.0
4020,932,66.0,125,151.0,18875.0
4021,932,220.0,10,2633.0,26330.0
4022,932,163.0,354,1813.0,641802.0
4023,932,171.0,89,770.0,68530.0
4024,932,401.0,299,2462.0,736138.0
4025,933,43.0,341,3438.94,1172677.41
4026,933,249.0,68,3564.36,242376.79
4027,933,359.0,343,231.71,79475.66
4028,934,146.0,75,5329.7,399727.49
4029,935,558.0,290,3183.0,923070.0
4030,935,480.0,341,2776.0,946616.0
4031,935,391.0,216,1335.0,288360.0
4032,935,202.0,212,4926.0,1044312.0
4033,935,262.0,298,2393.0,713114.0
4034,935,393.0,87,1480.0,128760.0
4035,936,126.0,228,526.0,119928.0
4036,936,570.0,176,4546.0,800096.0
4037,936,146.0,394,4766.0,1877804.0
4038,936,210.0,116,4906.0,569096.0
4039,936,432.0,315,4988.0,1571220.0
4040,937,537.0,270,1058.0,285660.0
4041,937,496.0,475,4139.0,1966025.0
4042,937,465.0,426,1752.0,746352.0
4043,938,231.0,361,4626.48,1670159.1
4044,938,274.0,365,5330.7,1945705.12
4045,938,55.0,410,1065.32,436779.47
4046,939,215.0,262,2344.42,614237.6
4047,939,287.0,422,4638.28,1957354.58
4048,939,238.0,219,5708.46,1250153.75
4049,940,486.0,191,23.78,4541.98
4050,940,515.0,320,25.01,8003.2
4051,940,38.0,459,1384.38,635430.42
4052,940,230.0,63,531.27,33470.01
4053,940,240.0,352,18.38,6469.76
4054,940,472.0,28,1736.8,48630.4
4055,940,440.0,299,46.22,13819.78
4056,941,451.0,150,2098.26,314738.29
4057,942,565.0,360,2849.17,1025702.71
4058,942,324.0,272,3870.72,1052835.38
4059,942,179.0,301,5545.47,1669185.87
4060,942,425.0,98,2614.08,256180.29
4061,942,407.0,130,997.75,129707.52
4062,943,487.0,451,4426.04,1996144.07
4063,943,532.0,427,1620.72,692047.12
4064,943,453.0,284,4857.15,1379429.55
4065,943,190.0,99,4791.39,474347.5
4066,943,274.0,423,4856.9,2054469.61
4067,943,555.0,477,3784.83,1805363.91
4068,944,421.0,63,343.06,21612.78
4069,944,53.0,236,37.85,8932.6
4070,944,588.0,218,3.19,695.42
4071,944,497.0,282,1467.48,413829.36
4072,945,283.0,279,10.29,2871.95
4073,945,13.0,196,22.6,4430.22
4074,945,424.0,112,27.27,3054.58
4075,945,282.0,284,478.27,135829.03
4076,946,119.0,396,30.41,12042.36
4077,946,422.0,240,32.81,7874.4
4078,946,439.0,342,8.96,3064.32
4079,947,179.0,12,5335.07,64020.84
4080,947,251.0,299,3101.03,927208.13
4081,947,108.0,57,5352.81,305110.31
4082,947,235.0,27,660.77,17840.73
4083,947,239.0,126,1249.14,157391.09
4084,948,22.0,22,1566.24,34457.28
4085,948,75.0,236,612.39,144524.04
4086,949,205.0,328,30.42,9977.76
4087,949,568.0,304,15.24,4632.96
4088,949,577.0,492,58.51,28786.92
4089,949,84.0,298,49.55,14765.9
4090,949,596.0,43,756.98,32550.14
4091,949,542.0,266,55.07,14648.62
4092,950,81.0,23,9.53,219.19
4093,950,306.0,238,4.71,1120.98
4094,950,287.0,95,49.31,4684.45
4095,950,48.0,249,2.05,510.45
4096,950,102.0,160,33.14,5302.4
4097,951,205.0,280,2586.0,724080.0
4098,951,28.0,311,4343.0,1350673.0
4099,951,450.0,103,1010.0,104030.0
4100,951,471.0,346,577.0,199642.0
4101,951,413.0,314,4355.0,1367470.0
4102,951,194.0,362,1927.0,697574.0
4103,951,469.0,432,1101.0,475632.0
4104,952,165.0,446,1325.0,590950.0
4105,952,597.0,157,1287.0,202059.0
4106,952,141.0,292,2660.0,776720.0
4107,952,391.0,21,1335.0,28035.0
4108,952,293.0,140,3065.0,429100.0
4109,952,291.0,210,4925.0,1034250.0
4110,953,317.0,426,5325.63,2268717.16
4111,953,446.0,71,4445.34,315619.15
4112,953,54.0,232,5059.71,1173853.3
4113,953,170.0,474,1694.82,803342.87
4114,953,89.0,131,2483.83,325381.81
4115,953,264.0,325,2599.1,844708.98
4116,953,33.0,73,2051.63,149768.91
4117,953,319.0,111,717.39,79630.48
4118,953,410.0,152,706.07,107323.1
4119,954,189.0,28,1235.22,34586.28
4120,954,424.0,443,29.72,13166.99
4121,954,571.0,302,1539.43,464908.2
4122,955,419.0,160,1934.55,309528.39
4123,955,489.0,92,543.4,49992.42
4124,955,570.0,409,5175.2,2116658.43
4125,955,424.0,322,2278.82,733780.24
4126,955,87.0,336,938.26,315256.5
4127,955,597.0,131,1497.75,196205.23
4128,955,515.0,301,2346.3,706235.85
4129,955,203.0,21,5119.11,107501.25
4130,956,58.0,91,1830.0,166530.0
4131,956,199.0,187,236.0,44132.0
4132,956,398.0,215,1720.0,369800.0
4133,956,97.0,87,3735.0,324945.0
4134,956,266.0,11,4966.0,54626.0
4135,956,51.0,328,851.0,279128.0
4136,956,83.0,376,3324.0,1249824.0
4137,956,137.0,467,2397.0,1119399.0
4138,957,303.0,84,1949.92,163792.92
4139,957,419.0,435,24.31,10576.65
4140,957,570.0,213,61.26,13048.53
4141,957,462.0,84,54.02,4537.95
4142,957,488.0,228,204.96,46730.67
4143,957,77.0,281,991.38,278576.44
4144,958,127.0,267,4704.93,1256217.1
4145,958,450.0,147,1128.07,165826.97
4146,958,304.0,313,1257.89,393719.28
4147,959,418.0,113,4840.07,546928.18
4148,959,287.0,380,4743.89,1802678.09
4149,959,201.0,83,5001.28,415106.1
4150,959,211.0,357,2305.64,823112.34
4151,959,578.0,290,2040.93,591869.21
4152,960,439.0,12,8.96,107.52
4153,961,167.0,250,5.99,1497.5
4154,961,574.0,239,58.55,13993.45
4155,961,160.0,372,27.65,10285.8
4156,961,585.0,158,579.64,91583.12
4157,961,89.0,238,25.01,5952.38
4158,962,301.0,323,3.19,1031.06
4159,962,560.0,222,6.09,1351.55
4160,962,49.0,19,569.95,10829.0
4161,962,483.0,69,43.39,2994.11
4162,962,182.0,42,6.47,271.82
4163,962,360.0,425,1366.53,580777.0
4164,962,243.0,18,1.8,32.46
4165,963,215.0,19,2042.0,38798.0
4166,964,283.0,459,891.13,409027.89
4167,964,56.0,62,1663.01,103106.41
4168,964,456.0,443,3578.63,1585335.21
4169,964,127.0,452,4836.26,2185991.7
4170,964,172.0,317,515.2,163317.12
4171,964,287.0,342,4814.66,1646613.56
4172,964,92.0,24,286.01,6864.23
4173,964,476.0,208,3089.62,642641.14
4174,965,558.0,201,3544.7,712484.79
4175,965,262.0,465,2655.18,1234656.44
4176,965,391.0,340,1513.36,514542.83
4177,965,393.0,76,1714.76,130321.7
4178,965,480.0,226,3290.66,743688.04
4179,966,15.0,428,1711.19,732387.58
4180,966,28.0,427,4641.34,1981851.69
4181,966,165.0,265,1466.91,388731.43
4182,967,21.0,400,8.27,3308.69
4183,967,483.0,54,41.58,2245.23
4184,967,301.0,141,3.48,490.42
4185,967,243.0,358,1.62,581.6
4186,968,243.0,453,154.92,70176.66
4187,968,300.0,134,4168.2,558538.68
4188,969,294.0,493,882.0,434826.0
4189,969,502.0,81,504.0,40824.0
4190,969,139.0,321,3683.0,1182243.0
4191,969,200.0,433,2361.0,1022313.0
4192,970,486.0,474,2021.0,957954.0
4193,971,319.0,36,8.97,322.89
4194,971,113.0,432,818.2,353460.96
4195,972,165.0,52,1580.95,82209.26
4196,972,175.0,343,2105.47,722176.06
4197,973,69.0,204,5069.95,1034270.36
4198,973,335.0,13,4867.49,63277.36
4199,973,170.0,104,1586.09,164953.72
4200,974,231.0,289,4560.07,1317859.84
4201,974,85.0,174,2870.51,499469.58
4202,974,27.0,320,408.56,130739.52
4203,974,96.0,81,2078.51,168359.65
4204,974,248.0,339,5254.02,1781113.09
4205,975,202.0,156,5224.03,814948.02
4206,976,541.0,249,2780.49,692342.9
4207,976,424.0,169,2500.33,422556.42
4208,976,508.0,282,3393.53,956976.8
4209,976,377.0,245,655.21,160525.59
4210,976,62.0,199,3119.31,620742.6
4211,976,567.0,242,5332.23,1290400.11
4212,977,460.0,238,1082.66,257673.44
4213,977,391.0,72,1500.31,108022.11
4214,977,175.0,280,2015.88,564445.13
4215,977,530.0,356,3407.47,1213060.02
4216,977,319.0,55,757.66,41671.24
4217,978,569.0,351,52.12,18295.3
4218,979,505.0,139,2229.0,309831.0
4219,979,48.0,165,174.0,28710.0
4220,979,89.0,301,2126.0,639926.0
4221,979,185.0,211,4197.0,885567.0
4222,979,335.0,333,4601.0,1532133.0
4223,979,15.0,355,1541.0,547055.0
4224,980,513.0,335,3697.0,1238495.0
4225,980,182.0,173,484.0,83732.0
4226,980,211.0,241,2054.0,495014.0
4227,981,56.0,80,1439.0,115120.0
4228,981,69.0,409,4407.0,1802463.0
4229,981,287.0,421,4191.0,1764411.0
4230,981,290.0,19,1315.0,24985.0
4231,981,422.0,460,2789.0,1282940.0
