pr_id,request_date,dept_id,status,requester
729,9/4/2020,4,Approved,User_623
730,7/30/2021,4,Approved,User_713
731,12/14/2022,1,Rejected,User_643
732,6/30/2022,4,Rejected,User_161
733,5/11/2023,1,Approved,User_881
734,1/5/2020,2,Approved,User_443
735,4/2/2023,4,Approved,User_769
736,1/5/2021,4,Approved,User_998
737,7/14/2022,4,Approved,User_921
738,10/16/2021,2,Approved,User_858
739,2/19/2023,5,Approved,User_963
740,8/20/2020,1,Approved,User_479
741,11/21/2023,5,Approved,User_245
742,11/10/2020,4,Approved,User_695
743,11/2/2022,4,Approved,User_159
744,12/25/2020,1,Approved,User_767
745,9/5/2022,4,Approved,User_581
746,4/10/2023,1,Approved,User_208
747,6/26/2023,1,Approved,User_252
748,12/12/2020,4,Approved,User_470
749,6/13/2023,6,Approved,User_669
750,5/21/2022,1,Approved,User_570
751,8/2/2022,1,Approved,User_178
752,12/11/2023,6,Approved,User_583
753,2/29/2020,4,Approved,User_267
754,10/16/2021,4,Approved,User_149
755,9/7/2022,1,Rejected,User_890
756,1/3/2021,4,Approved,User_721
757,8/17/2021,4,Approved,User_294
758,10/10/2023,4,Rejected,User_811
759,8/8/2020,1,Approved,User_584
760,12/5/2020,1,Approved,User_567
761,4/15/2020,1,Approved,User_863
762,4/12/2020,1,Approved,User_126
763,7/1/2023,1,Approved,User_170
764,8/21/2021,4,Approved,User_946
765,6/19/2022,2,Approved,User_390
766,4/5/2021,4,Rejected,User_217
767,7/10/2021,4,Approved,User_201
768,10/9/2020,4,Approved,User_757
769,10/24/2020,4,Rejected,User_932
770,6/17/2022,4,Approved,User_816
771,12/2/2020,4,Approved,User_837
772,5/23/2023,4,Rejected,User_583
773,4/10/2023,1,Rejected,User_472
774,12/19/2022,4,Approved,User_633
775,11/17/2021,5,Approved,User_394
776,12/15/2021,2,Approved,User_351
777,4/25/2021,4,Approved,User_730
778,1/26/2022,1,Approved,User_661
779,7/20/2021,4,Approved,User_544
780,2/6/2022,4,Approved,User_676
781,11/10/2023,4,Approved,User_583
782,2/26/2020,1,Approved,User_118
783,1/21/2023,4,Approved,User_898
784,5/11/2021,2,Approved,User_104
785,4/22/2022,5,Rejected,User_485
786,2/19/2021,4,Approved,User_494
787,9/9/2020,1,Approved,User_198
788,2/22/2021,5,Approved,User_956
789,12/16/2020,4,Approved,User_326
790,5/2/2023,2,Approved,User_904
791,7/19/2021,5,Approved,User_563
792,11/12/2023,1,Approved,User_430
793,1/31/2022,1,Rejected,User_150
794,10/26/2020,4,Approved,User_669
795,12/2/2021,4,Approved,User_284
796,6/11/2020,4,Approved,User_408
797,8/21/2020,2,Approved,User_185
798,5/31/2021,4,Approved,User_492
799,9/12/2020,1,Approved,User_461
800,7/13/2023,1,Approved,User_324
801,12/19/2020,1,Approved,User_844
802,8/9/2023,1,Approved,User_752
803,9/22/2022,1,Approved,User_244
804,11/3/2020,4,Approved,User_281
805,10/14/2021,4,Approved,User_574
806,3/8/2020,4,Approved,User_212
807,3/16/2021,4,Approved,User_467
808,3/12/2020,4,Rejected,User_151
809,3/16/2023,4,Approved,User_680
810,6/6/2023,4,Approved,User_806
811,7/30/2020,4,Approved,User_657
812,8/5/2021,4,Approved,User_555
813,8/28/2023,1,Approved,User_680
814,9/21/2020,5,Approved,User_862
815,9/22/2021,4,Approved,User_610
816,3/13/2021,4,Approved,User_508
817,2/9/2022,4,Rejected,User_883
818,6/4/2020,6,Approved,User_893
819,4/4/2021,4,Approved,User_805
820,11/24/2023,4,Approved,User_657
821,10/30/2022,2,Approved,User_383
822,10/30/2021,4,Approved,User_193
823,9/20/2023,4,Approved,User_905
824,2/23/2022,2,Approved,User_417
825,10/7/2021,4,Approved,User_182
826,11/6/2020,1,Approved,User_267
827,12/9/2021,4,Approved,User_366
828,3/22/2022,4,Approved,User_180
829,8/15/2023,1,Approved,User_221
830,1/29/2021,4,Rejected,User_842
831,1/26/2022,1,Approved,User_572
832,12/29/2023,4,Approved,User_609
833,6/16/2023,1,Approved,User_661
834,9/6/2023,4,Approved,User_793
835,12/5/2022,1,Approved,User_335
836,1/21/2023,4,Approved,User_999
837,1/11/2020,1,Approved,User_968
838,5/26/2022,4,Approved,User_390
839,3/8/2020,1,Approved,User_854
840,2/8/2023,6,Approved,User_888
841,4/5/2020,4,Approved,User_436
842,5/11/2020,4,Approved,User_811
843,9/16/2023,1,Approved,User_924
844,7/16/2021,4,Approved,User_129
845,9/30/2020,4,Approved,User_817
846,9/30/2023,1,Approved,User_190
847,5/16/2020,4,Approved,User_327
848,5/13/2023,5,Approved,User_226
849,3/26/2023,4,Approved,User_901
850,5/5/2021,2,Approved,User_928
851,7/7/2020,4,Approved,User_327
852,8/19/2021,4,Approved,User_693
853,7/12/2022,4,Rejected,User_150
854,8/4/2020,4,Rejected,User_144
855,12/9/2023,1,Approved,User_911
856,1/2/2020,4,Approved,User_904
857,1/8/2023,1,Approved,User_169
858,7/7/2020,4,Approved,User_889
859,10/13/2020,1,Approved,User_108
860,5/23/2023,4,Approved,User_294
861,5/29/2023,4,Approved,User_344
862,3/21/2023,1,Approved,User_754
863,10/4/2020,1,Approved,User_373
864,6/26/2023,4,Approved,User_412
865,12/8/2021,4,Approved,User_579
866,10/12/2023,4,Approved,User_542
867,4/25/2022,4,Approved,User_477
868,1/5/2023,4,Approved,User_823
869,10/14/2020,4,Approved,User_565
870,8/15/2020,4,Approved,User_723
871,3/12/2021,4,Approved,User_431
872,5/21/2021,4,Approved,User_139
873,8/4/2020,4,Approved,User_986
874,3/25/2023,1,Approved,User_403
875,1/6/2020,1,Rejected,User_562
876,1/6/2020,4,Approved,User_311
877,7/25/2021,1,Approved,User_766
878,4/18/2022,4,Approved,User_908
879,7/27/2023,4,Approved,User_681
880,8/14/2023,1,Approved,User_790
881,12/7/2020,4,Approved,User_962
882,1/10/2023,2,Approved,User_205
883,11/3/2021,4,Approved,User_271
884,3/15/2021,4,Rejected,User_391
885,9/3/2021,6,Approved,User_362
886,10/16/2020,4,Approved,User_452
887,3/11/2022,4,Approved,User_307
888,3/5/2023,4,Approved,User_500
889,11/28/2020,4,Approved,User_324
890,7/28/2022,4,Approved,User_256
891,3/14/2020,4,Rejected,User_691
892,12/7/2021,4,Approved,User_844
893,5/28/2021,4,Approved,User_186
894,7/12/2022,4,Rejected,User_174
895,9/7/2022,4,Approved,User_491
896,6/20/2022,4,Approved,User_411
897,7/13/2020,4,Approved,User_738
898,12/3/2021,4,Approved,User_762
899,8/26/2021,4,Rejected,User_186
900,4/2/2021,4,Approved,User_918
901,11/23/2023,4,Approved,User_681
902,1/18/2023,1,Rejected,User_298
903,8/26/2020,4,Approved,User_244
904,8/18/2020,2,Approved,User_775
905,9/27/2021,1,Approved,User_374
906,8/11/2022,4,Approved,User_470
907,5/8/2021,4,Approved,User_695
908,2/15/2022,4,Approved,User_172
909,2/12/2021,1,Approved,User_950
910,4/16/2020,4,Approved,User_356
911,2/6/2021,4,Approved,User_916
912,2/17/2022,1,Rejected,User_398
913,1/21/2021,2,Approved,User_805
914,6/9/2021,4,Approved,User_836
915,3/19/2020,4,Approved,User_374
916,1/17/2020,2,Approved,User_323
917,5/8/2020,6,Approved,User_124
918,11/29/2021,1,Rejected,User_252
919,5/19/2021,6,Rejected,User_980
920,11/12/2020,4,Approved,User_667
921,4/1/2020,6,Approved,User_847
922,6/15/2020,1,Approved,User_476
923,10/25/2020,4,Rejected,User_177
924,12/2/2022,1,Approved,User_995
925,2/12/2022,1,Approved,User_499
926,5/9/2022,4,Approved,User_668
927,6/21/2022,4,Approved,User_468
928,8/30/2021,4,Rejected,User_748
929,12/30/2022,4,Approved,User_990
930,1/16/2022,4,Approved,User_939
931,9/23/2023,4,Approved,User_427
932,4/28/2020,1,Approved,User_771
933,7/21/2021,1,Approved,User_215
934,5/19/2023,1,Rejected,User_687
935,3/28/2022,4,Approved,User_139
936,4/11/2020,4,Approved,User_335
937,10/16/2023,4,Approved,User_379
938,1/18/2021,1,Approved,User_226
939,2/17/2021,4,Approved,User_865
940,11/11/2020,4,Rejected,User_165
941,12/2/2021,1,Rejected,User_456
942,4/6/2023,4,Approved,User_830
943,1/25/2022,1,Approved,User_375
944,8/13/2020,4,Approved,User_466
945,7/14/2021,4,Approved,User_346
946,3/10/2021,4,Approved,User_507
947,5/20/2022,6,Approved,User_209
948,7/29/2023,4,Approved,User_822
949,5/8/2023,4,Approved,User_790
950,6/22/2022,1,Approved,User_286
951,9/16/2023,4,Approved,User_990
952,6/5/2023,4,Rejected,User_809
953,10/3/2021,1,Approved,User_553
954,3/4/2020,4,Rejected,User_901
955,3/16/2021,1,Approved,User_723
956,6/27/2022,4,Rejected,User_593
957,4/7/2023,5,Approved,User_244
958,6/28/2020,1,Approved,User_751
959,12/28/2022,1,Rejected,User_779
960,3/1/2021,2,Approved,User_285
961,5/26/2020,4,Approved,User_334
962,11/19/2021,4,Rejected,User_666
963,1/13/2022,1,Approved,User_530
964,1/19/2021,1,Approved,User_394
965,11/24/2023,5,Approved,User_620
966,3/24/2022,6,Rejected,User_562
967,7/11/2022,1,Approved,User_836
968,11/20/2020,4,Approved,User_829
969,2/25/2021,4,Approved,User_604
970,4/20/2020,4,Approved,User_443
971,11/3/2023,1,Approved,User_676
972,2/15/2021,1,Rejected,User_500
973,5/15/2020,5,Approved,User_179
974,4/4/2023,4,Approved,User_404
975,4/10/2021,2,Approved,User_645
976,11/2/2020,4,Approved,User_761
977,5/25/2021,4,Approved,User_982
978,2/29/2020,4,Approved,User_134
979,4/27/2021,4,Approved,User_711
980,4/7/2022,4,Approved,User_315
981,12/15/2023,4,Approved,User_347
982,5/15/2020,4,Rejected,User_383
983,4/1/2023,4,Approved,User_115
984,4/22/2021,1,Approved,User_926
985,2/10/2021,4,Approved,User_609
986,11/28/2023,4,Approved,User_941
987,11/6/2023,4,Approved,User_442
988,2/27/2023,4,Approved,User_198
989,1/19/2022,4,Approved,User_908
990,5/12/2021,4,Approved,User_166
991,1/24/2020,5,Approved,User_589
992,1/7/2023,1,Approved,User_927
993,12/30/2021,4,Rejected,User_939
994,3/1/2022,4,Approved,User_993
995,5/10/2020,1,Approved,User_424
996,1/17/2020,2,Approved,User_526
997,3/2/2021,1,Approved,User_426
998,12/24/2021,2,Approved,User_774
999,1/5/2020,4,Approved,User_645
1000,4/5/2022,1,Approved,User_412
1001,4/7/2020,5,Approved,User_114
1002,6/6/2020,1,Approved,User_671
1003,11/17/2021,4,Approved,User_365
1004,10/18/2021,4,Approved,User_826
1005,6/1/2021,4,Rejected,User_225
1006,1/4/2023,4,Approved,User_664
1007,12/22/2020,4,Approved,User_341
1008,9/5/2021,1,Approved,User_497
1009,1/19/2021,4,Approved,User_736
1010,10/8/2021,6,Approved,User_213
1011,4/13/2023,4,Approved,User_831
1012,2/28/2021,4,Approved,User_349
1013,7/6/2022,1,Approved,User_226
1014,1/19/2021,4,Approved,User_725
1015,8/30/2023,2,Approved,User_464
1016,12/26/2022,4,Approved,User_388
1017,1/15/2022,1,Approved,User_153
1018,7/3/2023,4,Approved,User_928
1019,9/14/2023,4,Approved,User_389
1020,2/16/2022,4,Approved,User_324
1021,10/30/2023,1,Approved,User_823
1022,3/6/2021,1,Approved,User_780
1023,4/25/2020,1,Approved,User_330
1024,3/11/2022,4,Rejected,User_462
1025,11/4/2022,4,Approved,User_957
1026,11/30/2021,4,Approved,User_794
1027,4/26/2020,4,Approved,User_832
1028,2/5/2020,4,Approved,User_689
1029,7/2/2021,4,Approved,User_974
1030,10/21/2021,4,Approved,User_114
1031,7/16/2020,4,Approved,User_835
1032,2/6/2023,4,Rejected,User_983
1033,9/9/2022,1,Approved,User_381
1034,10/7/2022,4,Approved,User_972
1035,7/11/2020,2,Approved,User_905
1036,7/16/2022,2,Rejected,User_167
1037,5/16/2020,1,Approved,User_169
1038,2/22/2021,4,Approved,User_188
1039,2/17/2023,2,Approved,User_198
1040,11/19/2022,4,Approved,User_224
1041,8/7/2023,4,Approved,User_843
1042,3/31/2022,4,Approved,User_405
1043,11/12/2023,5,Approved,User_519
1044,7/27/2020,4,Approved,User_201
1045,1/12/2023,1,Approved,User_384
1046,8/28/2023,4,Approved,User_417
1047,7/11/2023,2,Approved,User_631
1048,6/29/2020,4,Rejected,User_196
1049,3/23/2021,1,Rejected,User_581
1050,8/4/2023,4,Approved,User_906
1051,12/11/2021,4,Approved,User_514
1052,4/12/2020,4,Approved,User_649
1053,4/27/2022,2,Approved,User_361
1054,2/14/2022,4,Approved,User_229
1055,9/9/2021,4,Approved,User_575
1056,10/5/2022,4,Approved,User_880
1057,12/19/2021,1,Approved,User_684
1058,1/18/2022,4,Approved,User_585
1059,5/25/2022,1,Rejected,User_636
1060,3/14/2022,4,Approved,User_811
1061,12/19/2023,2,Approved,User_137
1062,3/1/2020,4,Approved,User_798
1063,8/29/2021,4,Rejected,User_201
1064,8/18/2020,2,Approved,User_549
1065,6/7/2020,1,Approved,User_245
1066,4/13/2023,1,Approved,User_792
1067,7/4/2022,4,Rejected,User_199
1068,9/6/2023,4,Approved,User_122
1069,4/26/2021,4,Approved,User_594
1070,11/17/2020,4,Approved,User_750
1071,3/20/2022,4,Approved,User_377
1072,6/23/2020,4,Approved,User_988
1073,12/4/2023,5,Approved,User_323
1074,12/29/2020,1,Approved,User_832
1075,7/16/2021,5,Rejected,User_294
1076,9/27/2023,4,Approved,User_627
1077,10/30/2021,4,Approved,User_840
1078,11/19/2021,4,Approved,User_910
1079,12/23/2022,1,Approved,User_286
1080,5/28/2020,4,Approved,User_685
1081,2/10/2022,6,Rejected,User_373
1082,2/10/2022,4,Approved,User_600
1083,6/29/2020,2,Approved,User_879
1084,5/19/2022,4,Approved,User_356
1085,4/3/2023,4,Approved,User_395
1086,11/10/2021,1,Approved,User_695
1087,7/4/2020,2,Rejected,User_460
1088,1/5/2023,1,Approved,User_565
1089,12/17/2022,1,Approved,User_874
1090,3/7/2023,4,Approved,User_733
1091,10/17/2023,1,Approved,User_135
1092,3/2/2023,4,Approved,User_805
1093,4/7/2023,1,Approved,User_976
1094,6/18/2023,4,Approved,User_839
1095,10/9/2023,4,Approved,User_667
1096,10/23/2021,6,Rejected,User_963
1097,1/12/2021,4,Approved,User_684
1098,4/6/2020,6,Approved,User_570
1099,1/31/2022,4,Approved,User_241
1100,12/16/2020,1,Approved,User_723
1101,6/17/2022,4,Approved,User_361
1102,8/27/2023,2,Approved,User_319
1103,5/29/2022,5,Approved,User_507
1104,5/10/2023,1,Approved,User_867
1105,4/30/2023,4,Approved,User_533
1106,6/11/2022,1,Approved,User_231
1107,5/26/2023,4,Approved,User_211
1108,11/9/2020,1,Approved,User_971
1109,3/23/2023,4,Approved,User_118
1110,1/12/2022,1,Approved,User_624
1111,6/25/2023,4,Approved,User_667
1112,9/14/2023,4,Approved,User_463
1113,6/18/2020,4,Approved,User_885
1114,6/5/2021,4,Approved,User_524
1115,11/3/2023,4,Approved,User_266
1116,11/23/2021,1,Approved,User_580
1117,5/1/2020,1,Approved,User_855
1118,1/3/2020,4,Approved,User_618
1119,1/25/2023,4,Approved,User_662
1120,3/1/2023,1,Approved,User_461
1121,1/29/2020,4,Approved,User_311
1122,10/7/2021,2,Approved,User_822
1123,8/21/2023,4,Approved,User_389
1124,7/14/2022,4,Approved,User_124
1125,5/4/2021,1,Approved,User_401
1126,4/17/2021,4,Approved,User_831
1127,5/6/2022,1,Rejected,User_887
1128,8/27/2022,4,Approved,User_558
1129,3/9/2020,4,Approved,User_956
1130,4/10/2021,4,Approved,User_823
1131,11/1/2022,4,Approved,User_212
1132,7/16/2020,2,Approved,User_479
1133,5/14/2021,4,Approved,User_236
1134,4/14/2021,4,Approved,User_649
1135,7/12/2022,5,Approved,User_700
1136,7/25/2023,4,Approved,User_472
1137,3/20/2021,4,Approved,User_178
1138,8/23/2020,6,Approved,User_379
1139,8/28/2020,4,Approved,User_965
1140,2/26/2020,1,Approved,User_855
1141,5/29/2022,1,Approved,User_354
1142,11/2/2022,4,Approved,User_532
1143,9/2/2023,4,Approved,User_381
1144,2/24/2021,5,Approved,User_263
1145,11/4/2021,4,Approved,User_465
1146,1/15/2023,1,Approved,User_773
1147,2/1/2022,4,Approved,User_730
1148,4/11/2020,4,Approved,User_359
1149,5/2/2021,2,Rejected,User_753
1150,7/26/2020,4,Approved,User_467
1151,10/4/2023,4,Approved,User_159
1152,5/5/2021,4,Approved,User_504
1153,3/16/2022,1,Rejected,User_557
1154,11/27/2021,4,Approved,User_341
1155,1/7/2021,6,Approved,User_424
1156,2/18/2021,1,Approved,User_698
1157,7/15/2020,4,Approved,User_645
1158,6/22/2020,1,Approved,User_760
1159,6/9/2022,4,Approved,User_966
1160,7/23/2021,4,Approved,User_825
1161,4/25/2023,4,Approved,User_729
1162,4/6/2020,1,Rejected,User_978
1163,1/10/2023,1,Approved,User_844
1164,4/21/2022,1,Approved,User_153
1165,2/3/2022,2,Approved,User_700
1166,2/15/2020,4,Approved,User_195
1167,8/28/2023,1,Approved,User_475
1168,3/19/2022,1,Rejected,User_148
1169,5/7/2021,4,Approved,User_290
1170,12/12/2020,1,Approved,User_836
1171,3/2/2020,4,Approved,User_232
1172,2/16/2021,4,Approved,User_729
1173,2/4/2020,4,Approved,User_792
1174,1/12/2023,4,Rejected,User_734
1175,6/23/2022,4,Rejected,User_663
1176,6/29/2020,4,Approved,User_444
1177,1/10/2023,4,Rejected,User_297
1178,3/26/2022,4,Approved,User_449
1179,10/6/2020,1,Approved,User_628
1180,3/13/2022,4,Approved,User_806
1181,6/6/2022,4,Approved,User_995
1182,4/19/2022,4,Approved,User_669
1183,5/12/2020,1,Approved,User_777
1184,9/25/2023,4,Approved,User_762
1185,12/24/2021,4,Approved,User_698
1186,3/20/2020,4,Approved,User_533
1187,6/22/2023,2,Approved,User_203
1188,4/13/2020,5,Approved,User_330
1189,10/20/2020,4,Rejected,User_564
1190,2/7/2022,1,Approved,User_999
1191,12/22/2021,5,Approved,User_561
1192,9/27/2022,1,Rejected,User_843
1193,11/3/2023,1,Rejected,User_603
1194,7/6/2021,1,Approved,User_866
1195,2/20/2021,4,Approved,User_787
1196,3/6/2020,2,Approved,User_106
1197,4/30/2023,4,Approved,User_608
1198,2/9/2022,4,Rejected,User_480
1199,4/30/2020,2,Approved,User_333
1200,5/16/2022,4,Approved,User_873
1201,3/1/2021,4,Approved,User_691
1202,4/23/2023,1,Approved,User_650
1203,4/21/2023,4,Approved,User_709
1204,1/20/2020,1,Approved,User_369
1205,9/10/2023,2,Rejected,User_876
1206,5/4/2020,4,Rejected,User_289
1207,3/27/2021,5,Approved,User_870
1208,9/30/2021,4,Approved,User_295
1209,1/3/2023,4,Approved,User_998
1210,5/30/2021,2,Approved,User_662
1211,12/27/2022,4,Approved,User_977
1212,10/25/2020,4,Approved,User_948
1213,2/9/2022,4,Approved,User_768
1214,5/27/2021,4,Approved,User_776
1215,7/27/2023,4,Approved,User_428
1216,6/10/2022,5,Approved,User_411
1217,3/2/2022,4,Approved,User_182
1218,8/3/2023,4,Approved,User_911
1219,5/4/2023,1,Approved,User_775
1220,6/5/2022,1,Approved,User_980
1221,7/6/2023,1,Approved,User_160
1222,11/18/2022,4,Approved,User_781
1223,5/11/2022,1,Rejected,User_858
1224,5/14/2023,1,Approved,User_918
1225,11/25/2020,2,Approved,User_179
1226,2/13/2021,1,Approved,User_250
1227,2/1/2022,1,Rejected,User_954
1228,10/18/2020,4,Approved,User_190
1229,6/19/2021,4,Approved,User_857
1230,6/16/2022,4,Approved,User_542
1231,12/21/2020,1,Approved,User_429
1232,11/11/2022,4,Approved,User_883
1233,5/5/2021,4,Approved,User_899
1234,11/29/2023,4,Rejected,User_923
1235,1/11/2020,4,Rejected,User_784
1236,1/3/2021,2,Approved,User_287
1237,4/13/2021,4,Approved,User_584
1238,4/26/2022,4,Approved,User_843
1239,11/20/2023,2,Approved,User_291
1240,3/3/2021,2,Approved,User_505
1241,9/24/2023,4,Approved,User_277
1242,7/21/2021,1,Approved,User_268
1243,11/14/2023,4,Approved,User_837
1244,4/5/2021,4,Approved,User_633
1245,5/12/2022,4,Approved,User_420
1246,5/4/2021,4,Approved,User_322
1247,9/3/2023,4,Rejected,User_137
1248,5/24/2023,2,Approved,User_888
1249,5/8/2023,1,Approved,User_923
1250,11/1/2023,4,Approved,User_979
1251,3/18/2022,1,Approved,User_858
1252,5/28/2023,2,Approved,User_959
1253,1/23/2022,2,Approved,User_721
1254,2/27/2021,2,Approved,User_913
1255,2/16/2023,4,Approved,User_598
1256,4/28/2023,4,Approved,User_937
1257,10/14/2023,1,Approved,User_588
1258,8/21/2021,4,Approved,User_794
1259,1/18/2023,2,Rejected,User_594
1260,6/10/2021,4,Approved,User_484
1261,10/22/2023,4,Approved,User_418
1262,7/25/2022,1,Approved,User_121
1263,3/17/2020,1,Rejected,User_444
1264,7/27/2023,1,Approved,User_109
1265,2/5/2020,1,Approved,User_907
1266,7/31/2022,2,Approved,User_349
1267,6/3/2023,5,Approved,User_240
1268,5/3/2022,4,Approved,User_180
1269,12/13/2021,4,Approved,User_317
1270,6/29/2023,2,Approved,User_301
1271,5/5/2021,4,Approved,User_137
1272,11/24/2021,4,Approved,User_565
1273,12/24/2023,1,Approved,User_469
1274,8/3/2023,4,Approved,User_261
1275,2/4/2021,4,Approved,User_636
1276,11/28/2023,2,Approved,User_824
1277,9/25/2023,2,Approved,User_374
1278,2/10/2023,4,Approved,User_329
1279,10/30/2020,1,Approved,User_513
1280,1/3/2021,1,Approved,User_294
1281,11/28/2022,4,Approved,User_422
1282,4/21/2022,4,Approved,User_575
1283,3/24/2021,4,Approved,User_225
1284,1/13/2022,4,Approved,User_485
1285,5/30/2020,4,Approved,User_811
1286,8/23/2023,4,Approved,User_566
1287,7/23/2020,2,Approved,User_708
1288,9/11/2021,2,Approved,User_176
1289,11/4/2021,1,Approved,User_163
1290,2/27/2023,1,Approved,User_376
1291,11/13/2023,1,Approved,User_931
1292,1/3/2021,1,Rejected,User_321
1293,9/24/2020,4,Approved,User_791
1294,4/23/2022,4,Approved,User_774
1295,10/16/2022,4,Rejected,User_724
1296,11/14/2021,4,Approved,User_989
1297,9/21/2020,4,Approved,User_954
1298,12/15/2022,1,Approved,User_308
1299,10/12/2021,4,Approved,User_523
1300,4/17/2021,4,Approved,User_755
1301,3/4/2022,4,Approved,User_159
1302,3/11/2020,4,Approved,User_784
1303,11/15/2022,1,Approved,User_212
1304,8/12/2023,4,Approved,User_448
1305,12/30/2020,4,Approved,User_968
1306,3/29/2023,1,Approved,User_150
1307,6/8/2020,2,Rejected,User_901
1308,3/13/2020,4,Approved,User_911
1309,6/22/2023,1,Rejected,User_993
1310,12/3/2021,1,Approved,User_209
1311,10/9/2023,2,Approved,User_287
1312,5/10/2021,4,Approved,User_235
1313,12/20/2022,4,Rejected,User_764
1314,10/16/2022,1,Approved,User_636
1315,7/21/2023,6,Approved,User_638
1316,5/2/2021,1,Approved,User_909
1317,11/23/2023,4,Approved,User_281
1318,12/22/2022,4,Approved,User_593
1319,9/18/2021,1,Approved,User_665
1320,3/12/2020,4,Approved,User_751
1321,6/12/2021,4,Approved,User_780
1322,11/11/2023,4,Approved,User_701
1323,12/16/2022,4,Approved,User_680
1324,10/1/2022,4,Approved,User_598
1325,9/9/2022,1,Approved,User_108
1326,9/10/2021,1,Approved,User_278
1327,8/30/2021,4,Approved,User_582
1328,6/24/2023,2,Rejected,User_506
1329,4/27/2023,1,Approved,User_177
1330,2/24/2023,4,Rejected,User_495
1331,7/30/2020,4,Approved,User_944
1332,5/1/2021,1,Approved,User_652
1333,4/10/2023,4,Approved,User_229
1334,5/19/2020,6,Approved,User_666
1335,11/21/2020,4,Approved,User_493
1336,9/19/2022,4,Approved,User_755
1337,4/24/2021,4,Approved,User_369
1338,10/21/2021,4,Approved,User_300
1339,12/6/2022,4,Approved,User_830
1340,9/9/2023,4,Approved,User_167
1341,7/24/2021,1,Approved,User_852
1342,8/20/2020,4,Approved,User_446
1343,7/12/2023,1,Approved,User_763
1344,7/14/2023,4,Approved,User_300
1345,10/19/2020,4,Approved,User_210
1346,8/3/2023,4,Approved,User_423
1347,11/14/2020,4,Rejected,User_646
1348,11/20/2021,4,Approved,User_910
1349,2/1/2021,4,Approved,User_109
1350,8/11/2022,2,Approved,User_581
1351,1/25/2020,1,Approved,User_935
1352,3/18/2021,4,Approved,User_409
1353,4/14/2020,4,Approved,User_321
1354,1/26/2022,4,Approved,User_249
1355,4/23/2020,4,Approved,User_587
1356,4/7/2022,4,Approved,User_495
1357,11/27/2023,4,Approved,User_858
1358,9/2/2021,2,Approved,User_983
1359,10/21/2023,1,Approved,User_942
1360,7/11/2020,4,Approved,User_669
1361,9/3/2023,4,Approved,User_894
1362,3/17/2021,4,Rejected,User_862
1363,6/9/2020,1,Approved,User_682
1364,6/13/2023,1,Approved,User_243
1365,3/30/2020,1,Rejected,User_329
1366,5/26/2023,4,Rejected,User_258
1367,12/6/2021,2,Approved,User_873
1368,6/6/2020,1,Approved,User_206
1369,8/12/2021,4,Approved,User_941
1370,12/12/2022,5,Approved,User_322
1371,2/17/2022,4,Approved,User_854
1372,9/28/2023,4,Approved,User_874
1373,5/7/2020,4,Approved,User_208
1374,8/6/2022,4,Rejected,User_642
1375,1/20/2020,4,Approved,User_290
1376,6/30/2021,2,Rejected,User_863
1377,7/4/2022,1,Approved,User_338
1378,9/19/2021,1,Approved,User_438
1379,12/28/2021,1,Approved,User_728
1380,9/5/2022,2,Rejected,User_406
1381,9/15/2021,4,Approved,User_506
1382,1/9/2021,4,Approved,User_304
1383,6/25/2022,4,Approved,User_382
1384,7/14/2020,1,Approved,User_424
1385,10/23/2022,5,Rejected,User_535
1386,3/1/2023,4,Approved,User_316
1387,10/15/2022,4,Approved,User_730
1388,8/20/2020,4,Approved,User_664
1389,10/26/2022,4,Approved,User_989
1390,5/20/2021,4,Approved,User_395
1391,1/9/2022,2,Rejected,User_185
1392,10/20/2023,4,Rejected,User_184
1393,8/19/2023,4,Approved,User_222
1394,12/1/2022,2,Approved,User_109
1395,9/1/2022,4,Approved,User_388
1396,4/23/2021,4,Approved,User_703
1397,10/19/2020,4,Approved,User_442
1398,5/24/2022,4,Approved,User_190
1399,3/5/2020,4,Rejected,User_380
1400,4/7/2020,4,Approved,User_853
1401,11/16/2022,4,Approved,User_219
1402,8/21/2020,4,Approved,User_498
1403,12/30/2021,4,Approved,User_828
1404,2/29/2020,1,Approved,User_143
1405,8/6/2023,1,Rejected,User_328
1406,1/5/2020,4,Approved,User_705
1407,7/30/2020,4,Approved,User_633
1408,6/10/2023,1,Approved,User_673
1409,8/1/2021,4,Rejected,User_743
1410,7/20/2022,4,Approved,User_493
1411,5/26/2021,4,Approved,User_967
1412,7/20/2022,4,Approved,User_293
1413,12/18/2022,1,Approved,User_230
1414,4/8/2022,4,Approved,User_818
1415,4/23/2020,4,Approved,User_395
1416,1/14/2020,4,Approved,User_740
1417,8/1/2020,1,Approved,User_753
1418,9/24/2020,2,Approved,User_581
1419,4/15/2021,4,Rejected,User_492
1420,6/1/2022,1,Approved,User_396
1421,6/9/2020,4,Approved,User_248
1422,7/3/2021,4,Approved,User_307
1423,2/11/2023,1,Approved,User_656
1424,4/28/2020,4,Approved,User_598
1425,2/17/2023,4,Approved,User_786
1426,3/20/2021,1,Approved,User_214
1427,6/2/2020,4,Approved,User_353
1428,2/15/2021,4,Approved,User_531
1429,11/8/2022,4,Approved,User_939
1430,2/3/2023,4,Approved,User_523
1431,3/24/2020,1,Approved,User_623
1432,1/13/2023,1,Approved,User_821
1433,2/5/2023,1,Approved,User_472
1434,2/1/2020,1,Rejected,User_715
1435,3/14/2023,4,Rejected,User_558
