po_id,vendor_id,pr_id,po_date,currency,exchange_rate,status,total_po_value,department_id,is_emergency_order
956,53,0,4/24/2021,BDT,1,Released,3608384,2,0
957,19,2163,5/24/2023,USD,109.24,Released,517263.16000000003,1,0
958,22,1543,6/18/2023,BDT,1,Released,1815763.35,3,0
959,5,581,12/16/2022,BDT,1,Released,4179693.92,2,0
960,129,1158,6/23/2020,USD,85.48,Released,107.52,2,0
961,139,0,4/17/2021,USD,85.5,Released,123312.25,6,0
962,82,433,11/24/2023,CNY,108.25,Released,597287,6,0
963,4,0,7/13/2021,BDT,1,Released,38798,3,0
964,92,0,7/2/2023,BDT,1,Released,6742897.26,2,0
965,45,0,10/7/2022,BDT,1,Released,3335693.8,3,0
966,81,1303,11/17/2022,BDT,1,Released,3102970.7,3,0
967,82,967,7/13/2022,CNY,99.73,Released,6625.9400000000005,6,0
968,93,139,6/11/2023,BDT,1,Released,628715.3400000001,2,0
969,64,1283,3/26/2021,BDT,1,Released,2680206,1,0
970,84,990,5/14/2021,BDT,1,Released,957954,2,0
971,137,123,5/16/2022,USD,94.83,Released,353783.85000000003,2,0
972,37,357,5/5/2022,BDT,1,Released,804385.3200000001,2,0
973,49,1838,10/29/2022,BDT,1,Released,1262501.44,4,0
974,30,276,2/25/2023,BDT,1,Released,3897541.68,5,0
975,45,1787,8/22/2022,BDT,1,Released,814948.02,3,0
976,131,1938,11/12/2023,BDT,1,Released,4143544.42,5,0
977,51,1819,1/31/2023,BDT,1,Released,2184871.94,6,0
978,61,983,4/3/2023,USD,109.9,Released,18295.3,1,0
979,74,157,12/4/2021,BDT,1,Released,3943222,4,0
980,66,1348,11/22/2021,BDT,1,Released,1817241,5,0
981,92,1172,9/22/2021,BDT,1,Released,5403242,2,0
982,117,0,10/20/2021,BDT,1,Released,859993,3,0
983,72,0,4/16/2020,BDT,1,Released,529156,1,0
984,70,0,12/3/2023,BDT,1,Released,1287102.26,6,1
985,4,2102,12/1/2022,BDT,1,Released,5692497.92,3,0
986,45,1791,11/7/2021,BDT,1,Released,4093122,3,0
987,127,1722,12/20/2022,BDT,1,Released,358834.6,6,0
988,7,1820,2/17/2022,BDT,1,Released,3054025.96,1,0
989,14,78,5/29/2022,USD,94.51,Released,144.67,5,0
990,37,436,7/9/2023,BDT,1,Released,2000359.12,2,0
991,111,1090,3/9/2023,BDT,1,Released,1708078.33,5,0
992,7,1202,4/25/2023,BDT,1,Released,5333231.71,1,0
993,86,0,7/9/2023,BDT,1,Released,201289.45,5,0
994,58,148,11/16/2022,BDT,1,Released,3068116.03,1,0
995,106,1731,2/25/2023,USD,106.77,Released,323047.91,2,0
996,12,415,1/12/2023,USD,108.94,Released,398625.16,2,0
997,133,1022,3/8/2021,BDT,1,Released,3189909,3,0
998,35,2310,12/20/2022,BDT,1,Released,2135445.88,4,0
999,148,1460,10/23/2022,BDT,1,Released,4848459.88,1,0
1000,115,2416,7/11/2023,USD,110.7,Released,43034.43,5,0
1001,131,1722,7/24/2021,BDT,1,Released,450186,5,0
1002,136,1857,5/27/2023,BDT,1,Released,2842428.9699999997,1,0
1003,19,619,9/11/2023,USD,108.81,Released,87117.69,1,0
1004,85,2010,7/29/2023,CNY,106.9,Released,1636556.19,1,0
1005,116,1508,6/9/2023,BDT,1,Released,4542361.0200000005,1,0
1006,27,1746,5/9/2023,BDT,1,Released,1755633.78,1,0
1007,126,619,7/1/2023,BDT,1,Released,1897843.55,5,0
1008,108,2311,6/22/2021,CNY,85.35,Released,332062.33,3,0
1009,113,897,7/15/2020,BDT,1,Released,3847337,6,0
1010,77,623,8/14/2023,BDT,1,Released,1444729.76,2,0
1011,131,964,3/21/2022,BDT,1,Released,6231580.73,5,0
1012,3,2317,3/3/2022,BDT,1,Released,386922.98,1,0
1013,2,1061,12/21/2023,BDT,1,Released,4535606.5,1,0
1014,36,108,11/3/2020,USD,84.65,Released,212570.65999999997,2,0
1015,7,1438,3/15/2023,BDT,1,Released,665586.52,1,0
1016,36,388,12/22/2021,USD,85.28,Released,57286.2,2,0
1017,5,867,4/27/2022,BDT,1,Released,2595951.86,2,0
1018,73,1334,8/2/2022,CNY,102.85,Released,207531.22,6,0
1019,98,2330,1/13/2022,USD,86.81,Released,1225115.79,3,0
1020,33,238,10/9/2022,USD,107.75,Released,712731.87,6,0
1021,105,975,4/12/2021,BDT,1,Released,5586666,5,0
1022,75,0,9/1/2023,BDT,1,Released,4539739.17,3,0
1023,46,1186,10/21/2021,USD,84.82,Released,189188.00000000003,2,0
1024,135,686,2/8/2023,USD,107.14,Released,866504.84,3,0
1025,64,1371,10/6/2022,BDT,1,Released,1909679.43,1,0
1026,99,0,7/19/2022,BDT,1,Released,4319065.52,6,0
1027,104,1978,8/6/2022,BDT,1,Released,7179690.07,3,0
1028,90,0,12/30/2020,BDT,1,Released,1947882,1,0
1029,117,1845,7/30/2022,BDT,1,Released,4992588.22,3,0
1030,84,2388,10/4/2021,BDT,1,Released,6253954,2,0
1031,27,834,9/8/2023,BDT,1,Released,4994032.54,1,0
1032,113,850,8/30/2021,BDT,1,Released,1952000,6,0
1033,19,2166,10/24/2023,USD,111,Released,414465.38999999996,1,0
1034,128,2074,10/27/2022,USD,107.23,Released,79122.45,2,0
1035,87,0,6/4/2020,BDT,1,Released,3040987,1,0
1036,11,1568,8/28/2022,BDT,1,Released,1125290.75,5,0
1037,55,0,11/6/2023,BDT,1,Released,4781970.1,1,0
1038,84,1258,8/23/2021,BDT,1,Released,2492299,2,0
1039,37,837,7/12/2020,BDT,1,Released,1209014,2,0
1040,138,1785,11/8/2023,CNY,109.18,Released,603920.77,1,0
1041,48,1931,8/28/2022,USD,102.59,Released,17790.52,6,0
1042,91,1481,11/26/2023,BDT,1,Released,3604510.42,6,0
1043,62,1991,1/8/2021,USD,84.8,Released,27497.91,3,0
1044,83,415,7/12/2023,BDT,1,Released,3334956.12,3,0
1045,111,387,5/14/2023,BDT,1,Released,2177996.99,5,0
1046,117,2388,10/18/2020,BDT,1,Released,182770,3,0
1047,57,0,9/12/2023,BDT,1,Released,4345111.35,1,1
1048,11,824,5/11/2022,BDT,1,Released,2090527.6,5,0
1049,136,0,5/17/2021,BDT,1,Released,4043336,1,0
1050,43,0,8/6/2020,BDT,1,Released,4448502,4,0
1051,133,0,10/22/2020,BDT,1,Released,5644311,3,1
1052,117,61,2/21/2021,BDT,1,Released,2500502,3,0
1053,42,2208,11/30/2021,USD,84.82,Released,93019.74,3,0
1054,85,386,5/23/2021,CNY,85.04,Released,1232335.85,1,0
1055,22,0,11/1/2021,BDT,1,Released,4243256,3,0
1056,68,1213,2/11/2022,BDT,1,Released,4683859.12,1,0
1057,77,706,7/26/2023,BDT,1,Released,3243683.96,2,0
1058,6,161,6/22/2022,USD,97.32,Released,750328.02,6,0
1059,19,0,2/17/2021,USD,85.55,Released,777438.62,1,1
1060,94,2200,12/8/2023,BDT,1,Released,2812531.66,1,0
1061,96,1412,2/23/2023,BDT,1,Released,4933283.109999999,3,0
1062,142,0,4/6/2023,BDT,1,Released,2783913.05,6,1
1063,92,882,2/15/2023,BDT,1,Released,850220.09,2,0
1064,30,309,12/14/2023,BDT,1,Released,1156192.5,5,0
1065,35,0,8/2/2021,BDT,1,Released,1354371,4,0
1066,86,2185,12/30/2023,BDT,1,Released,6908751.399999999,5,0
1067,142,1442,10/22/2021,BDT,1,Released,1339792,6,0
1068,138,1945,8/29/2023,CNY,110.19,Released,449130.43,1,0
1069,34,2077,12/24/2022,BDT,1,Released,2370735.1,2,0
1070,44,418,9/11/2022,BDT,1,Released,6887128.37,3,0
1071,72,195,4/26/2023,BDT,1,Released,2273368.24,1,0
1072,6,754,10/18/2021,USD,85.48,Released,196900.95,6,0
1073,25,1855,5/16/2022,BDT,1,Released,2489259.12,3,0
1074,47,1285,9/10/2020,CNY,85.06,Released,326636.86000000004,2,0
1075,58,1466,11/16/2023,BDT,1,Released,3621738.1100000003,1,0
1076,39,813,8/30/2023,BDT,1,Released,4261996.65,1,0
1077,45,12,12/21/2023,BDT,1,Released,1237095.94,3,0
1078,99,1684,12/25/2021,BDT,1,Released,2566833,6,0
1079,96,432,6/3/2023,BDT,1,Released,1269505.9100000001,3,0
1080,45,1529,4/6/2023,BDT,1,Released,5093999.32,3,0
1081,61,0,1/17/2022,USD,87.6,Released,12917.009999999998,1,0
1082,80,2168,8/2/2023,BDT,1,Released,2484074.54,2,0
1083,54,0,10/2/2022,CNY,107.85,Released,38699.53,5,0
1084,92,0,3/29/2020,BDT,1,Released,2855358,2,0
1085,35,974,4/6/2023,BDT,1,Released,3684532.9699999997,4,0
1086,55,2433,5/5/2023,BDT,1,Released,1660791.02,1,0
1087,10,163,12/5/2023,CNY,108.88,Released,67916.66,1,0
1088,75,343,9/28/2023,BDT,1,Released,6188335.12,3,0
1089,67,0,1/16/2023,BDT,1,Released,6512143.8,4,0
1090,144,0,4/3/2021,USD,85.12,Released,85681.95,6,1
1091,65,2164,9/20/2020,BDT,1,Released,4153575,6,0
1092,116,1618,9/5/2022,BDT,1,Released,1487608.3499999999,1,0
1093,105,842,5/5/2022,BDT,1,Released,5288255.33,5,0
1094,88,685,7/19/2023,BDT,1,Released,2840299.07,2,0
1095,45,193,3/9/2023,BDT,1,Released,3260493.61,3,0
1096,6,1745,1/5/2023,USD,107.98,Released,3397.55,6,0
1097,36,0,6/23/2021,USD,85.37,Released,162998.28999999998,2,0
1098,74,2273,12/21/2023,BDT,1,Released,1009090.44,4,0
1099,43,2163,5/24/2023,BDT,1,Released,4868016.83,4,0
1100,60,2198,4/16/2021,CNY,86.12,Released,140238.96,1,0
1101,121,103,3/23/2022,USD,86.68,Released,14287.269999999999,4,0
1102,64,819,4/6/2021,BDT,1,Released,836503,1,0
1103,19,0,8/19/2022,USD,102.38,Released,299069.12,1,1
1104,102,826,1/27/2022,BDT,1,Released,1547729.59,4,0
1105,20,405,11/26/2021,BDT,1,Released,1548395,4,0
1106,99,864,6/28/2023,BDT,1,Released,4801335.71,6,0
1107,8,1839,8/27/2021,BDT,1,Released,1225054,3,0
1108,97,1320,3/14/2020,USD,84.88,Released,20019.37,4,0
1109,120,991,10/26/2023,BDT,1,Released,4481283.42,3,0
1110,106,1029,7/4/2021,USD,84.96,Released,750969.25,2,0
1111,141,0,3/1/2022,USD,86.73,Released,118703.96,4,0
1112,35,1963,4/9/2020,BDT,1,Released,2540122,4,0
1113,9,2322,7/10/2022,BDT,1,Released,521719.58999999997,3,0
1114,41,1100,5/8/2023,CNY,109.51,Released,608155.34,3,0
1115,116,1602,11/29/2023,BDT,1,Released,4439785.19,1,0
1116,109,441,10/6/2022,BDT,1,Released,2205113.2,2,0
1117,32,227,9/8/2021,USD,85.02,Released,3726.4300000000003,5,0
1118,117,496,3/3/2023,BDT,1,Released,5148107.42,3,0
1119,84,2481,3/19/2021,BDT,1,Released,567754,2,0
1120,74,1176,7/1/2020,BDT,1,Released,3061012,4,0
1121,13,2026,12/12/2023,USD,105.57,Released,64912.04,3,0
1122,4,2172,12/16/2021,BDT,1,Released,640840,3,0
1123,39,0,7/24/2023,BDT,1,Released,868829.24,1,0
1124,103,2494,11/1/2023,USD,109.93,Released,148681.43,4,0
1125,89,1922,12/21/2022,CNY,112.4,Released,444232.75999999995,1,0
1126,112,495,9/18/2021,BDT,1,Released,42080,6,0
1127,9,2273,11/25/2022,BDT,1,Released,2841675.29,3,0
1128,143,1806,1/21/2023,USD,110.08,Released,262046.93999999997,6,0
1129,13,149,2/13/2022,USD,86.63,Released,655101.29,3,0
1130,22,1039,2/19/2023,BDT,1,Released,3033742.07,3,0
1131,123,722,12/1/2023,USD,106.12,Released,358917.75,2,0
1132,16,157,8/26/2021,BDT,1,Released,2558221,2,0
1133,16,20,8/12/2022,BDT,1,Released,7394388.659999999,2,0
1134,57,0,4/21/2022,BDT,1,Released,5107552.36,1,1
1135,107,0,10/7/2023,USD,110.76,Released,5594.27,4,0
1136,55,1272,6/26/2022,BDT,1,Released,3019466.48,1,0
1137,70,2414,10/12/2023,BDT,1,Released,3082615.54,6,0
1138,41,812,9/25/2021,CNY,84.61,Released,250301.16,3,0
1139,144,0,1/22/2022,USD,86.23,Released,28777.559999999998,6,1
1140,12,753,3/7/2023,USD,106.26,Released,24411.95,2,0
1141,76,0,11/25/2020,BDT,1,Released,1897210,1,0
1142,74,1551,1/5/2022,BDT,1,Released,2429544.73,4,0
1143,63,1721,6/18/2021,BDT,1,Released,579124,3,0
1144,107,1520,4/29/2023,USD,107.71,Released,12718.939999999999,4,0
1145,116,0,10/3/2023,BDT,1,Released,1418886.2,1,0
1146,4,1830,11/19/2021,BDT,1,Released,3194048,3,0
1147,113,944,10/11/2021,BDT,1,Released,4906947,6,0
1148,34,0,8/23/2023,BDT,1,Released,1081792.3,2,0
1149,21,878,4/20/2022,BDT,1,Released,1330187.1800000002,2,0
1150,105,2050,11/15/2023,BDT,1,Released,3639682.99,5,0
1151,150,2420,5/6/2021,BDT,1,Released,228755,6,0
1152,94,0,9/24/2021,BDT,1,Released,6607985,1,0
1153,10,2403,8/25/2023,CNY,107.99,Released,2486.95,1,0
1154,62,821,4/28/2023,USD,107.33,Released,464510.77,3,0
1155,76,15,11/14/2022,BDT,1,Released,702542.9,1,0
1156,28,273,4/6/2023,BDT,1,Released,3029978.69,2,0
1157,113,0,9/8/2023,BDT,1,Released,5330281.59,6,0
1158,141,52,9/30/2023,USD,110.49,Released,54828.76,4,0
1159,54,2086,4/17/2022,CNY,86.49,Released,120718.42,5,0
1160,13,1796,3/9/2023,USD,108.05,Released,185169.38,3,0
1161,28,146,8/6/2023,BDT,1,Released,3360873.77,2,0
1162,20,1006,1/6/2023,BDT,1,Released,1933480.96,4,0
1163,102,0,3/3/2021,BDT,1,Released,698616,4,0
1164,47,0,4/26/2021,CNY,84.87,Released,36.9,2,0
1165,50,31,7/24/2022,USD,99.68,Released,418246.5800000001,3,0
1166,133,1300,1/26/2023,BDT,1,Released,4547311.78,3,0
1167,116,473,6/23/2022,BDT,1,Released,3838236.5,1,0
1168,122,200,11/2/2023,BDT,1,Released,2656833.7600000002,5,0
1169,37,180,3/29/2023,BDT,1,Released,2648945.55,2,0
1170,150,1341,9/15/2021,BDT,1,Released,390960,6,0
1171,75,416,1/18/2022,BDT,1,Released,1380205.14,3,0
1172,108,2469,8/11/2021,CNY,85.5,Released,296691.14,3,0
1173,45,494,5/5/2023,BDT,1,Released,1550558.17,3,0
1174,25,500,10/19/2023,BDT,1,Released,2682157.3200000003,3,0
1175,49,2070,3/2/2020,BDT,1,Released,3307464,4,0
1176,81,2128,3/30/2023,BDT,1,Released,6298947.23,3,0
1177,119,3,3/18/2023,BDT,1,Released,2054058.4900000002,1,0
1178,90,483,5/8/2022,BDT,1,Released,4517259.09,1,0
1179,101,760,6/26/2022,BDT,1,Released,51545.08,3,0
1180,97,2336,6/2/2021,USD,85.38,Released,111635.83,4,0
1181,2,1530,4/6/2023,BDT,1,Released,3303710.0300000003,1,0
1182,86,536,11/21/2021,BDT,1,Released,35734,5,0
1183,67,0,11/21/2022,BDT,1,Released,2301127.49,4,0
1184,72,2179,3/1/2023,BDT,1,Released,1625107.19,1,0
1185,43,244,10/31/2021,BDT,1,Released,3110139,4,0
1186,60,1602,11/29/2023,CNY,106.38,Released,17295.52,1,0
1187,127,892,12/9/2021,BDT,1,Released,501832,6,0
1188,26,1920,5/24/2021,BDT,1,Released,3168291,1,0
1189,19,0,6/21/2020,USD,84.9,Released,152876.11000000002,1,1
1190,69,2019,8/10/2022,BDT,1,Released,1954016.43,3,0
1191,77,1413,1/22/2023,BDT,1,Released,5362647.5,2,0
1192,107,0,8/12/2023,USD,106.53,Released,110356.04,4,0
1193,100,2089,11/21/2022,USD,110.04,Released,40765.35,5,0
1194,55,1277,9/27/2023,BDT,1,Released,3295380.54,1,0
1195,13,229,7/27/2023,USD,108.6,Released,57048.78,3,0
1196,126,0,5/13/2020,BDT,1,Released,1441531,5,0
1197,65,1904,4/13/2021,BDT,1,Released,3451918,6,0
1198,126,749,6/15/2023,BDT,1,Released,165236.88,5,0
1199,73,1777,2/3/2022,CNY,86.71,Released,35594.74,6,0
1200,133,1437,12/1/2023,BDT,1,Released,3049634.63,3,0
1201,26,107,10/31/2023,BDT,1,Released,5747146.92,1,0
1202,19,1082,2/12/2022,USD,86.65,Released,69975.81999999999,1,0
1203,91,354,4/6/2021,BDT,1,Released,2036974,6,0
1204,65,2023,9/1/2022,BDT,1,Released,1095097.06,6,0
1205,10,877,9/11/2023,CNY,109.53,Released,39794.729999999996,1,0
1206,42,2470,9/17/2023,USD,109.99,Released,385122.66,3,0
1207,44,2339,9/10/2023,BDT,1,Released,2858303.54,3,0
1208,87,2098,4/29/2021,BDT,1,Released,4676166,1,0
1209,29,0,9/11/2022,BDT,1,Released,1875153.89,6,0
1210,55,1055,6/3/2022,BDT,1,Released,1839706.8599999999,1,0
1211,121,904,8/20/2020,USD,84.97,Released,17800.22,4,0
1212,84,0,2/25/2023,BDT,1,Released,3479475.3099999996,2,0
1213,46,2423,3/30/2021,USD,85.06,Released,989.1,2,0
1214,67,359,9/3/2023,BDT,1,Released,6959400.68,4,0
1215,91,553,1/3/2021,BDT,1,Released,3611856,6,0
1216,64,1897,3/24/2023,BDT,1,Released,193165.44,1,0
1217,71,2319,8/13/2021,CNY,85.99,Released,25102.2,3,0
1218,90,2011,5/9/2022,BDT,1,Released,6336509.1,1,0
1219,135,2327,7/7/2023,USD,108.23,Released,225610.77,3,0
1220,70,2384,2/10/2022,BDT,1,Released,1381686.7,6,0
1221,86,2095,10/19/2022,BDT,1,Released,5817379.67,5,0
1222,68,29,10/15/2022,BDT,1,Released,747495.61,1,0
1223,23,1945,8/29/2023,BDT,1,Released,3259462.68,2,0
1224,23,0,7/7/2021,BDT,1,Released,3251901,2,0
1225,135,851,7/9/2020,USD,85.24,Released,906650.55,3,0
1226,47,1616,10/31/2023,CNY,110.26,Released,8388.88,2,0
1227,20,2469,10/2/2021,BDT,1,Released,2865582,4,0
1228,64,498,12/31/2023,BDT,1,Released,2156675.87,1,0
1229,132,436,3/3/2023,USD,108.33,Released,434395.25,6,0
1230,111,0,9/22/2023,BDT,1,Released,4112329.25,5,1
1231,105,0,5/15/2022,BDT,1,Released,2150468.69,5,1
1232,27,1311,10/11/2023,BDT,1,Released,7844905.29,1,0
1233,28,341,6/18/2021,BDT,1,Released,2765128,2,0
1234,54,642,10/25/2022,CNY,107.98,Released,108356.31,5,0
1235,43,1126,5/27/2023,BDT,1,Released,6822444.289999999,4,0
1236,72,0,8/4/2021,BDT,1,Released,417680,1,0
1237,72,1344,12/14/2023,BDT,1,Released,2477222.58,1,0
1238,96,1549,10/26/2023,BDT,1,Released,4078467.26,3,0
1239,51,0,11/13/2021,BDT,1,Released,330848,6,0
1240,118,458,8/8/2022,BDT,1,Released,3469209.78,2,0
1241,25,316,8/9/2021,BDT,1,Released,1346665,3,0
1242,52,1943,4/1/2023,USD,109.45,Released,46133.26,3,0
1243,40,1002,11/26/2021,USD,85.67,Released,927503.23,5,0
1244,17,0,9/12/2021,USD,85.78,Released,266084.78,4,0
1245,95,2277,9/21/2023,BDT,1,Released,547895.22,4,0
1246,136,777,9/2/2023,BDT,1,Released,4536284.81,1,0
1247,44,1856,4/9/2022,BDT,1,Released,2190665.56,3,0
1248,69,786,2/19/2022,BDT,1,Released,1369546.33,3,0
1249,52,1046,10/28/2023,USD,106.97,Released,195053.88,3,0
1250,1,1297,11/28/2022,USD,109.61,Released,56867.229999999996,6,0
1251,103,2111,6/21/2023,USD,108.38,Released,15943.539999999999,4,0
1252,124,2363,12/7/2023,USD,109.66,Released,53388.57,5,0
1253,52,589,5/22/2022,USD,95.1,Released,117890.36,3,0
1254,21,456,5/20/2023,BDT,1,Released,669837.08,2,0
1255,110,229,7/27/2023,BDT,1,Released,7825484.45,3,0
1256,96,1239,11/22/2023,BDT,1,Released,7237357.15,3,0
1257,18,236,4/1/2022,BDT,1,Released,1687017.25,3,0
1258,140,57,5/27/2022,CNY,94.7,Released,12192.640000000001,6,0
1259,120,906,8/13/2022,BDT,1,Released,1448525.0100000002,3,0
1260,79,1785,11/8/2023,BDT,1,Released,5160527.66,1,0
1261,41,0,10/18/2020,CNY,85.07,Released,145561.95,3,0
1262,106,2366,7/1/2022,USD,99.89,Released,14308.93,2,0
1263,115,2102,8/18/2021,USD,85.63,Released,198531.48,5,0
1264,6,754,7/3/2023,USD,107.76,Released,410205.25999999995,6,0
1265,60,436,3/3/2023,CNY,108.67,Released,251108.53000000003,1,0
1266,78,386,3/21/2021,BDT,1,Released,470646,2,0
1267,17,2111,3/2/2023,USD,109.97,Released,7292.45,4,0
1268,123,0,5/17/2021,USD,85.51,Released,672.98,2,0
1269,95,2121,12/16/2022,BDT,1,Released,2743313.4,4,0
1270,97,344,1/6/2023,USD,110.38,Released,316475.52999999997,4,0
1271,49,1892,12/27/2023,BDT,1,Released,6730484.720000001,4,0
1272,9,1359,10/23/2023,BDT,1,Released,3102219.74,3,0
1273,146,31,4/23/2023,BDT,1,Released,4800430.92,2,0
1274,23,0,10/10/2020,BDT,1,Released,2159701,2,0
1275,82,1117,9/13/2021,CNY,85.75,Released,215373.44,6,0
1276,72,1906,11/22/2023,BDT,1,Released,2668165.57,1,0
1277,146,1179,6/26/2021,BDT,1,Released,1151422,2,0
1278,33,893,5/19/2023,USD,106.85,Released,677229.3400000001,6,0
1279,66,1844,10/17/2021,BDT,1,Released,4449672,5,0
1280,37,2392,10/23/2021,BDT,1,Released,3538809,2,0
1281,104,424,3/25/2022,BDT,1,Released,5021325.32,3,0
1282,120,1800,12/18/2022,BDT,1,Released,1482273.3800000001,3,0
1283,78,0,1/20/2022,BDT,1,Released,2181470.87,2,0
1284,10,964,2/1/2021,CNY,85.23,Released,64791.2,1,0
1285,103,1443,6/1/2022,USD,97.47,Released,985677.52,4,0
1286,86,0,9/30/2023,BDT,1,Released,1013857.65,5,0
1287,41,2432,11/24/2023,CNY,106.93,Released,43302.91,3,0
1288,6,0,4/7/2023,USD,108.64,Released,841322.78,6,0
1289,86,492,9/4/2022,BDT,1,Released,1422552.37,5,0
1290,145,2019,8/10/2022,BDT,1,Released,5148537.130000001,3,0
1291,39,1461,5/21/2022,BDT,1,Released,5514638.3,1,0
1292,32,499,2/11/2021,USD,85.4,Released,267977.36,5,0
1293,131,80,10/24/2020,BDT,1,Released,2880113,5,0
1294,10,255,5/11/2023,CNY,107.61,Released,68633.26999999999,1,0
1295,31,514,1/11/2023,BDT,1,Released,5489770.48,1,0
1296,22,62,9/27/2023,BDT,1,Released,3960453.1100000003,3,0
1297,148,829,8/17/2023,BDT,1,Released,2964778.21,1,0
1298,43,895,9/9/2022,BDT,1,Released,1132500.93,4,0
1299,74,1472,11/16/2022,BDT,1,Released,3547742.38,4,0
1300,117,0,7/15/2022,BDT,1,Released,6983859.74,3,0
1301,73,0,11/30/2021,CNY,84.83,Released,44681.7,6,0
1302,2,1505,8/7/2021,BDT,1,Released,3114323,1,0
1303,49,1863,9/18/2022,BDT,1,Released,2072404.54,4,0
1304,61,79,11/15/2023,USD,108.92,Released,47382.25,1,0
1305,117,1402,6/28/2021,BDT,1,Released,637602,3,0
1306,143,970,3/1/2021,USD,85.97,Released,27609.61,6,0
1307,127,2080,7/1/2022,BDT,1,Released,8165077.15,6,0
1308,121,0,10/9/2023,USD,108.32,Released,30305.92,4,0
1309,38,2478,9/24/2021,BDT,1,Released,2047863,6,0
1310,146,2115,6/25/2021,BDT,1,Released,2137048,2,0
1311,28,0,12/8/2023,BDT,1,Released,635645.71,2,0
1312,81,2170,11/3/2023,BDT,1,Released,3259764.51,3,0
1313,49,1558,6/18/2023,BDT,1,Released,1030205.49,4,0
1314,102,1006,1/6/2023,BDT,1,Released,3650972.49,4,0
1315,63,827,12/11/2021,BDT,1,Released,368583,3,0
1316,50,1165,2/5/2022,USD,85.77,Released,678546.39,3,0
1317,55,0,2/27/2021,BDT,1,Released,4906042,1,0
1318,14,1148,4/13/2020,USD,84.72,Released,486403.28,5,0
1319,139,1311,10/11/2023,USD,109.56,Released,544778.02,6,0
1320,107,1802,2/28/2022,USD,87.64,Released,395535.5,4,0
1321,113,2339,9/10/2023,BDT,1,Released,2413974.31,6,0
1322,145,1157,12/23/2022,BDT,1,Released,4968473.8100000005,3,0
1323,104,121,10/22/2023,BDT,1,Released,1273995.3499999999,3,0
1324,148,1254,10/10/2023,BDT,1,Released,1871070.26,1,0
1325,148,0,10/13/2021,BDT,1,Released,3517444,1,0
1326,58,1701,7/18/2023,BDT,1,Released,1949929.5799999998,1,0
1327,114,0,5/10/2020,BDT,1,Released,4146601,3,0
1328,137,2435,3/15/2023,USD,108.43,Released,27938.190000000002,2,0
1329,66,1970,12/5/2023,BDT,1,Released,4578808.3,5,0
1330,135,1078,11/10/2023,USD,110.23,Released,1218529.87,3,0
1331,45,0,8/28/2023,BDT,1,Released,5951201.4,3,0
1332,24,1499,6/24/2022,BDT,1,Released,2688101.57,4,0
1333,78,666,8/4/2020,BDT,1,Released,191992,2,0
1334,50,1737,8/11/2021,USD,85.38,Released,408420.62,3,0
1335,22,459,10/12/2022,BDT,1,Released,8376977.51,3,0
1336,19,0,7/16/2022,USD,100.43,Released,501330.06,1,1
1337,11,1473,4/11/2022,BDT,1,Released,1189109.8800000001,5,0
1338,107,1474,8/7/2023,USD,108.53,Released,55421.71,4,0
1339,54,1815,12/19/2020,CNY,84.55,Released,4962.92,5,0
1340,65,38,8/11/2021,BDT,1,Released,630510,6,0
1341,51,1165,2/5/2022,BDT,1,Released,2114455.21,6,0
1342,14,1599,2/5/2023,USD,109.82,Released,252119.56,5,0
1343,132,1777,5/13/2023,USD,108.38,Released,33056.39,6,0
1344,37,801,2/1/2021,BDT,1,Released,3280673,2,0
1345,22,221,7/22/2022,BDT,1,Released,7144232.91,3,0
1346,12,0,7/20/2021,USD,85.96,Released,137095.91,2,0
1347,30,0,10/17/2023,BDT,1,Released,1665161.41,5,1
1348,3,1107,7/11/2023,BDT,1,Released,228500.96,1,0
1349,146,1191,2/22/2022,BDT,1,Released,4679195.81,2,0
1350,21,1948,1/18/2023,BDT,1,Released,4586068.0600000005,2,0
1351,125,799,4/12/2022,BDT,1,Released,4753730.25,6,0
1352,21,2317,3/3/2022,BDT,1,Released,5039895.91,2,0
1353,75,529,11/5/2023,BDT,1,Released,2609538.21,3,0
1354,24,0,6/2/2021,BDT,1,Released,3556304,4,0
1355,26,48,3/9/2021,BDT,1,Released,4607981,1,0
1356,22,0,3/18/2022,BDT,1,Released,10448581.68,3,0
1357,67,234,7/30/2023,BDT,1,Released,4979522.359999999,4,0
1358,9,1618,9/5/2022,BDT,1,Released,241682.38,3,0
1359,46,0,9/3/2021,USD,84.98,Released,27164.28,2,1
1360,63,869,2/23/2023,BDT,1,Released,1112457.22,3,0
1361,60,1891,3/23/2023,CNY,110.04,Released,16407.23,1,0
1362,107,1924,8/22/2022,USD,102.37,Released,437564.81999999995,4,0
1363,115,0,5/27/2022,USD,95.47,Released,434718.52,5,0
1364,36,402,2/5/2022,USD,86.63,Released,507708.56,2,0
1365,134,778,5/8/2023,BDT,1,Released,4717463.140000001,1,0
1366,150,2040,5/28/2021,BDT,1,Released,404964,6,0
1367,34,2293,5/2/2022,BDT,1,Released,3827025.77,2,0
1368,122,815,9/24/2021,BDT,1,Released,2194598,5,0
1369,73,577,5/18/2023,CNY,110.16,Released,69409.51,6,0
1370,130,1746,5/9/2023,BDT,1,Released,1603334.33,1,0
1371,3,2018,6/7/2022,BDT,1,Released,1075464.49,1,0
1372,147,2221,6/19/2023,BDT,1,Released,845824.41,1,0
1373,135,844,4/24/2022,USD,88.02,Released,1162332.12,3,0
