invoice_id,po_id,grn_id,invoice_date,vendor_invoice_no,invoice_amount,currency,spend_category
989,1005,989,2023-07-06,INV-2168,4542360.07,BDT,Opex-Marketing
990,1006,990,2023-05-17,INV-5993,1631386.11,BDT,Inventory
991,1007,991,2023-07-28,INV-4683,1897844.29,BDT,Opex-Facility
992,1008,992,2021-07-17,INV-0147,331979.38,CNY,Inventory
993,1009,993,2020-08-01,INV-9333,3847337.0,BDT,Inventory
994,1010,994,2023-08-26,INV-7303,1444727.98,BDT,Inventory
995,1011,995,2022-04-03,INV-6623,6181983.52,BDT,Inventory
996,1012,996,2022-03-17,INV-3883,386921.66,BDT,Inventory
997,1014,997,2020-11-16,INV-7010,212570.66,USD,Inventory
998,1015,998,2023-03-23,INV-1961,665587.44,BDT,Opex-Facility
999,1016,999,2022-01-04,INV-8179,53917.8,USD,Inventory
1000,1017,1000,2022-05-10,INV-9453,2595953.98,BDT,Inventory
1001,1018,1001,2022-09-02,INV-6549,207535.54,CNY,Inventory
1002,1019,1002,2022-02-17,INV-3849,1225111.72,USD,Capex-IT
1003,1020,1003,2022-11-14,INV-3186,712733.76,USD,Inventory
1004,1021,1004,2021-04-26,INV-7649,5490087.0,BDT,Inventory
1005,1022,1005,2023-09-09,INV-0137,4539740.33,BDT,Inventory
1006,1023,1006,2021-10-29,INV-6786,189188.0,USD,Inventory
1007,1024,1007,2023-02-18,INV-1916,866504.57,USD,Capex-IT
1008,1025,1008,2022-10-21,INV-7439,1909680.44,BDT,Opex-Facility
1009,1026,1009,2022-08-02,INV-8972,4319066.8,BDT,Inventory
1010,1027,1010,2022-08-28,INV-0837,7179692.77,BDT,Inventory
1011,1028,1011,2021-01-19,INV-1315,1947882.0,BDT,Inventory
1012,1029,1012,2022-08-12,INV-1688,4966167.48,BDT,Inventory
1013,1030,1013,2021-10-30,INV-3032,6253954.0,BDT,Inventory
1014,1031,1014,2023-09-17,INV-7568,4994036.59,BDT,Inventory
1015,1032,1015,2021-09-19,INV-1749,1952000.0,BDT,Inventory
1016,1033,1016,2023-11-02,INV-8781,414464.86,USD,Inventory
1017,1034,1017,2022-12-08,INV-9529,79120.38,USD,Inventory
1018,1035,1018,2020-06-16,INV-2558,3040987.0,BDT,Inventory
1019,1036,1019,2022-09-20,INV-9424,1125290.2,BDT,Inventory
1020,1037,1020,2023-11-17,INV-5356,4781972.64,BDT,Opex-Admin
1021,1038,1021,2021-09-11,INV-9522,2492299.0,BDT,Inventory
1022,1039,1022,2020-07-31,INV-5237,1147834.0,BDT,Inventory
1023,1040,1023,2023-12-03,INV-2449,603921.22,CNY,Capex-IT
1024,1041,1024,2022-11-02,INV-0078,17790.6,USD,Inventory
1025,1042,1025,2023-12-17,INV-0025,3604509.85,BDT,Inventory
1026,1043,1026,2021-02-05,INV-6638,26753.43,USD,Inventory
1027,1044,1027,2023-08-03,INV-7777,3334955.54,BDT,Opex-Facility
1028,1045,1028,2023-05-26,INV-6525,2025527.3,BDT,Inventory
1029,1046,1029,2020-10-25,INV-2082,182770.0,BDT,Inventory
1030,1047,1030,2023-10-02,INV-5578,4345111.83,BDT,Inventory
1031,1048,1031,2022-06-01,INV-4851,2090526.92,BDT,Inventory
1032,1049,1032,2021-05-31,INV-9709,4043336.0,BDT,Inventory
1033,1050,1033,2020-08-16,INV-1796,4448502.0,BDT,Opex-Marketing
1034,1051,1034,2020-11-19,INV-3538,5644311.0,BDT,Inventory
1035,1052,1035,2021-03-03,INV-0661,2500502.0,BDT,Inventory
1036,1053,1036,2021-12-17,INV-4248,66699.92,USD,Capex-IT
1037,1054,1037,2021-06-15,INV-7522,1232335.85,CNY,Capex-IT
1038,1055,1038,2021-11-11,INV-6229,4243256.0,BDT,Inventory
1039,1056,1039,2022-02-22,INV-5998,4654906.87,BDT,Inventory
1040,1057,1040,2023-08-08,INV-0566,3243682.69,BDT,Inventory
1041,1058,1041,2022-08-09,INV-9938,750323.72,USD,Capex-IT
1042,1059,1042,2021-02-28,INV-4958,777438.62,USD,Inventory
1043,1060,1043,2023-12-21,INV-3279,2812531.73,BDT,Inventory
1044,1061,1044,2023-03-18,INV-4324,4933282.13,BDT,Inventory
1045,1062,1045,2023-04-15,INV-3194,2783913.81,BDT,Inventory
1046,1063,1046,2023-02-27,INV-6410,850220.7,BDT,Inventory
1047,1064,1047,2024-01-02,INV-9227,1080629.54,BDT,Opex-Marketing
1048,1065,1048,2021-08-28,INV-6128,1246271.0,BDT,Inventory
1049,1067,1049,2021-11-02,INV-9347,1339792.0,BDT,Inventory
1050,1068,1050,2023-09-17,INV-8718,436127.96,CNY,Inventory
1051,1069,1051,2023-01-12,INV-6206,2370737.27,BDT,Inventory
1052,1070,1052,2022-09-25,INV-2642,6887131.79,BDT,Inventory
1053,1071,1053,2023-05-02,INV-5828,2273364.72,BDT,Inventory
1054,1072,1054,2021-11-13,INV-3707,196900.95,USD,Inventory
1055,1073,1055,2022-06-01,INV-2767,2489257.96,BDT,Opex-Facility
1056,1074,1056,2020-09-25,INV-0952,326031.86,CNY,Capex-IT
1057,1075,1057,2023-11-28,INV-0808,3621738.79,BDT,Inventory
1058,1076,1058,2023-09-09,INV-1952,4237889.24,BDT,Inventory
1059,1078,1059,2022-01-03,INV-1474,2566833.0,BDT,Inventory
1060,1079,1060,2023-06-30,INV-9239,1269505.92,BDT,Inventory
1061,1080,1061,2023-04-26,INV-5715,5094001.87,BDT,Inventory
1062,1081,1062,2022-03-04,INV-4482,12916.6,USD,Inventory
1063,1082,1063,2023-08-22,INV-9297,2484072.4,BDT,Inventory
1064,1083,1064,2022-11-09,INV-3127,38703.03,CNY,Inventory
1065,1084,1065,2020-04-08,INV-3024,2855358.0,BDT,Inventory
1066,1085,1066,2023-04-28,INV-5457,3684539.26,BDT,Inventory
1067,1086,1067,2023-05-20,INV-4907,1660792.74,BDT,Opex-Admin
1068,1087,1068,2023-12-12,INV-2210,67913.73,CNY,Inventory
1069,1088,1069,2023-10-09,INV-1260,6188340.74,BDT,Inventory
1070,1089,1070,2023-01-31,INV-7104,6512143.22,BDT,Opex-Logistics
1071,1090,1071,2021-04-20,INV-1640,84354.2,USD,Inventory
1072,1091,1072,2020-10-01,INV-3524,4153575.0,BDT,Inventory
1073,1092,1073,2022-09-24,INV-9614,1487607.63,BDT,Opex-Marketing
1074,1093,1074,2022-05-14,INV-4880,5288255.98,BDT,Inventory
1075,1094,1075,2023-08-13,INV-7004,2633924.05,BDT,Inventory
1076,1095,1076,2023-03-27,INV-3278,3260492.36,BDT,Inventory
1077,1096,1077,2023-01-20,INV-1414,3397.86,USD,Inventory
1078,1097,1078,2021-07-03,INV-0143,162998.29,USD,Inventory
1079,1098,1079,2024-01-04,INV-2541,843345.59,BDT,Inventory
1080,1099,1080,2023-05-31,INV-0524,4868013.89,BDT,Opex-Marketing
1081,1100,1081,2021-05-15,INV-7570,140238.96,CNY,Capex-IT
1082,1101,1082,2022-05-03,INV-0916,14286.51,USD,Inventory
1083,1102,1083,2021-04-14,INV-7640,836503.0,BDT,Opex-Facility
1084,1103,1084,2022-09-12,INV-3785,299068.25,USD,Capex-IT
1085,1104,1085,2022-02-11,INV-2059,1398044.7,BDT,Inventory
1086,1105,1086,2021-12-15,INV-4876,1441835.0,BDT,Inventory
1087,1106,1087,2023-07-07,INV-0404,4801334.15,BDT,Inventory
1088,1107,1088,2021-09-11,INV-3488,1225054.0,BDT,Opex-Marketing
1089,1108,1089,2020-03-24,INV-9065,20019.37,USD,Inventory
1090,1109,1090,2023-11-13,INV-2253,4427096.41,BDT,Inventory
1091,1110,1091,2021-07-22,INV-2707,750969.25,USD,Capex-IT
1092,1111,1092,2022-04-10,INV-8206,118703.24,USD,Capex-IT
1093,1112,1093,2020-04-25,INV-1128,2375776.0,BDT,Inventory
1094,1113,1094,2022-07-24,INV-3527,521719.24,BDT,Inventory
1095,1114,1095,2023-06-05,INV-2951,606186.03,CNY,Capex-IT
1096,1115,1096,2023-12-20,INV-7777,4439781.51,BDT,Opex-Facility
1097,1116,1097,2022-10-18,INV-7027,2008006.03,BDT,Inventory
1098,1117,1098,2021-10-07,INV-7731,3726.43,USD,Inventory
1099,1118,1099,2023-03-11,INV-8068,5148108.15,BDT,Inventory
1100,1119,1100,2021-04-09,INV-7714,567754.0,BDT,Inventory
1101,1120,1101,2020-07-11,INV-7185,3061012.0,BDT,Inventory
1102,1121,1102,2023-12-21,INV-0799,64908.77,USD,Capex-IT
1103,1122,1103,2021-12-25,INV-6792,640840.0,BDT,Inventory
1104,1123,1104,2023-08-04,INV-1275,868830.72,BDT,Inventory
1105,1124,1105,2023-11-14,INV-7987,148683.19,USD,Inventory
1106,1125,1106,2023-02-07,INV-5919,444237.81,CNY,Inventory
1107,1126,1107,2021-10-14,INV-6171,42080.0,BDT,Inventory
1108,1127,1108,2022-12-14,INV-6195,2743187.46,BDT,Inventory
1109,1128,1109,2023-01-28,INV-6536,262044.3,USD,Inventory
1110,1129,1110,2022-04-12,INV-3251,654889.92,USD,Inventory
1111,1130,1111,2023-03-05,INV-4899,3033744.12,BDT,Inventory
1112,1131,1112,2023-12-14,INV-5634,358359.12,USD,Inventory
1113,1132,1113,2021-09-14,INV-0395,2517097.0,BDT,Opex-Marketing
1114,1133,1114,2022-08-26,INV-9199,7394383.59,BDT,Opex-Admin
1115,1134,1115,2022-05-12,INV-6524,5107552.53,BDT,Inventory
1116,1135,1116,2023-10-18,INV-8465,5594.68,USD,Inventory
1117,1136,1117,2022-07-07,INV-6829,3019465.42,BDT,Opex-Facility
1118,1137,1118,2023-11-05,INV-9623,3082616.1,BDT,Inventory
1119,1138,1119,2021-10-18,INV-7273,249373.57,CNY,Capex-IT
1120,1139,1120,2022-03-08,INV-4971,28777.93,USD,Inventory
1121,1140,1121,2023-03-19,INV-2287,24413.58,USD,Inventory
1122,1141,1122,2020-12-06,INV-4975,1897210.0,BDT,Inventory
1123,1142,1123,2022-01-17,INV-4509,2429545.92,BDT,Inventory
1124,1143,1124,2021-07-06,INV-8927,579124.0,BDT,Inventory
1125,1144,1125,2023-05-14,INV-3148,12720.35,USD,Inventory
1126,1145,1126,2023-10-28,INV-8080,1418886.81,BDT,Opex-Facility
1127,1146,1127,2021-12-04,INV-3400,3194048.0,BDT,Inventory
1128,1147,1128,2021-10-28,INV-4452,4906947.0,BDT,Inventory
1129,1148,1129,2023-09-16,INV-5258,1081792.37,BDT,Inventory
1130,1149,1130,2022-05-03,INV-5913,1330187.6,BDT,Inventory
1131,1150,1131,2023-11-28,INV-1030,3639685.25,BDT,Inventory
1132,1151,1132,2021-05-17,INV-3189,210660.0,BDT,Opex-Marketing
1133,1152,1133,2021-10-05,INV-5579,6607985.0,BDT,Inventory
1134,1153,1134,2023-09-01,INV-5769,2487.1,CNY,Inventory
1135,1154,1135,2023-05-25,INV-8770,459634.36,USD,Inventory
1136,1155,1136,2022-11-28,INV-4539,702543.4,BDT,Inventory
1137,1156,1137,2023-04-23,INV-7350,3029977.13,BDT,Inventory
1138,1157,1138,2023-10-06,INV-9975,5330282.6,BDT,Inventory
1139,1158,1139,2023-10-14,INV-5053,54828.48,USD,Capex-IT
1140,1159,1140,2022-06-14,INV-1137,120717.54,CNY,Inventory
1141,1160,1141,2023-03-23,INV-6381,164613.85,USD,Inventory
1142,1161,1142,2023-08-21,INV-4107,3149727.57,BDT,Inventory
1143,1162,1143,2023-01-31,INV-4582,1461778.36,BDT,Inventory
1144,1163,1144,2021-03-22,INV-4728,698616.0,BDT,Inventory
1145,1164,1145,2021-05-14,INV-9633,36.9,CNY,Inventory
1146,1165,1146,2022-08-27,INV-6621,418249.33,USD,Inventory
1147,1166,1147,2023-02-17,INV-7873,4519721.83,BDT,Inventory
1148,1167,1148,2022-07-14,INV-3896,3838236.01,BDT,Opex-Admin
1149,1168,1149,2023-11-12,INV-9712,2656833.79,BDT,Inventory
1150,1169,1150,2023-04-10,INV-5980,2648946.77,BDT,Inventory
1151,1170,1151,2021-09-26,INV-4401,390960.0,BDT,Opex-Marketing
1152,1171,1152,2022-01-29,INV-0420,1380205.37,BDT,Inventory
1153,1172,1153,2021-08-30,INV-9310,296691.14,CNY,Inventory
1154,1173,1154,2023-05-21,INV-5918,1550558.28,BDT,Inventory
1155,1174,1155,2023-11-14,INV-6282,2682157.18,BDT,Opex-Marketing
1156,1175,1156,2020-03-11,INV-0787,3307464.0,BDT,Inventory
1157,1176,1157,2023-04-07,INV-9603,6298947.09,BDT,Inventory
1158,1177,1158,2023-04-02,INV-6907,2054057.64,BDT,Inventory
1159,1178,1159,2022-05-29,INV-7750,4466925.86,BDT,Inventory
1160,1179,1160,2022-07-14,INV-1459,51545.22,BDT,Inventory
1161,1180,1161,2021-06-15,INV-8107,109462.99,USD,Inventory
1162,1181,1162,2023-04-24,INV-3787,3303706.27,BDT,Opex-Logistics
1163,1182,1163,2021-11-27,INV-5196,35734.0,BDT,Opex-Marketing
1164,1183,1164,2022-12-01,INV-2293,1968618.96,BDT,Opex-Admin
1165,1184,1165,2023-03-13,INV-9586,1522609.37,BDT,Inventory
1166,1185,1166,2021-11-09,INV-6005,3110139.0,BDT,Opex-Marketing
1167,1186,1167,2023-12-24,INV-7817,17296.08,CNY,Inventory
1168,1187,1168,2021-12-21,INV-0607,501832.0,BDT,Inventory
1169,1188,1169,2021-06-12,INV-2580,3168291.0,BDT,Inventory
1170,1189,1170,2020-07-02,INV-3534,152876.11,USD,Inventory
1171,1190,1171,2022-09-03,INV-7194,1954018.1,BDT,Opex-Facility
1172,1191,1172,2023-02-03,INV-0683,5362645.73,BDT,Inventory
1173,1192,1173,2023-08-22,INV-0304,110354.76,USD,Capex-IT
1174,1193,1174,2023-01-06,INV-0892,40765.5,USD,Inventory
1175,1194,1175,2023-10-05,INV-4555,3295379.99,BDT,Opex-Admin
1176,1195,1176,2023-08-10,INV-9023,57050.21,USD,Inventory
1177,1196,1177,2020-05-30,INV-3141,1441531.0,BDT,Opex-Marketing
1178,1197,1178,2021-04-25,INV-0303,3451918.0,BDT,Inventory
1179,1198,1179,2023-07-01,INV-1597,165237.56,BDT,Opex-Marketing
1180,1199,1180,2022-03-24,INV-0633,35593.49,CNY,Inventory
1181,1200,1181,2023-12-15,INV-7537,3049633.3,BDT,Inventory
1182,1201,1182,2023-11-19,INV-7820,5747150.84,BDT,Inventory
1183,1202,1183,2022-03-13,INV-9325,69974.55,USD,Inventory
1184,1203,1184,2021-04-27,INV-3644,2036974.0,BDT,Inventory
1185,1204,1185,2022-09-12,INV-7698,1095097.41,BDT,Inventory
1186,1205,1186,2023-09-22,INV-1814,32265.66,CNY,Inventory
1187,1206,1187,2023-10-03,INV-2803,385123.29,USD,Inventory
1188,1207,1188,2023-09-22,INV-2316,2858303.05,BDT,Inventory
1189,1208,1189,2021-05-08,INV-0018,4554562.0,BDT,Inventory
1190,1209,1190,2022-10-02,INV-2127,1875155.13,BDT,Inventory
1191,1210,1191,2022-06-14,INV-6096,1839708.43,BDT,Opex-Admin
1192,1211,1192,2020-09-09,INV-2597,17129.85,USD,Inventory
1193,1212,1193,2023-03-27,INV-3274,3479473.2,BDT,Inventory
1194,1213,1194,2021-04-10,INV-8381,989.1,USD,Inventory
1195,1214,1195,2023-09-14,INV-1250,6827377.92,BDT,Opex-Logistics
1196,1215,1196,2021-01-29,INV-4328,3611856.0,BDT,Inventory
1197,1216,1197,2023-04-05,INV-8249,193165.08,BDT,Opex-Facility
1198,1217,1198,2021-08-23,INV-7656,25102.2,CNY,Inventory
1199,1218,1199,2022-06-03,INV-5208,6179363.94,BDT,Inventory
1200,1219,1200,2023-07-19,INV-6426,225610.55,USD,Capex-IT
1201,1220,1201,2022-03-06,INV-1246,1381685.5,BDT,Inventory
1202,1221,1202,2022-10-29,INV-2520,5577941.53,BDT,Opex-Facility
1203,1222,1203,2022-10-22,INV-9049,747496.0,BDT,Inventory
1204,1223,1204,2023-09-19,INV-3685,3068938.01,BDT,Opex-Facility
1205,1224,1205,2021-07-27,INV-6752,3251901.0,BDT,Opex-Marketing
1206,1225,1206,2020-07-22,INV-0406,906650.55,USD,Capex-IT
1207,1226,1207,2023-11-18,INV-3703,8388.83,CNY,Inventory
1208,1227,1208,2021-10-19,INV-1957,2865582.0,BDT,Inventory
1209,1229,1209,2023-03-19,INV-9927,434396.77,USD,Capex-IT
1210,1230,1210,2023-10-05,INV-3826,4112330.54,BDT,Inventory
1211,1231,1211,2022-05-24,INV-2098,2150469.05,BDT,Inventory
1212,1232,1212,2023-10-20,INV-5617,7612877.25,BDT,Inventory
1213,1233,1213,2021-07-11,INV-1146,2765128.0,BDT,Inventory
1214,1234,1214,2022-12-01,INV-8924,108355.61,CNY,Inventory
1215,1235,1215,2023-06-05,INV-7066,6822443.81,BDT,Opex-Marketing
1216,1236,1216,2021-08-11,INV-5153,417680.0,BDT,Inventory
1217,1237,1217,2023-12-23,INV-5732,2098600.86,BDT,Inventory
1218,1238,1218,2023-11-07,INV-7983,4078468.12,BDT,Inventory
1219,1239,1219,2021-11-22,INV-9578,330848.0,BDT,Inventory
1220,1240,1220,2022-08-20,INV-6056,3469209.22,BDT,Opex-Marketing
1221,1241,1221,2021-09-06,INV-7488,1346665.0,BDT,Opex-Marketing
1222,1242,1222,2023-04-28,INV-5560,44426.51,USD,Inventory
1223,1243,1223,2021-12-15,INV-0447,753775.23,USD,Capex-IT
1224,1244,1224,2021-09-25,INV-5204,266084.78,USD,Capex-IT
1225,1245,1225,2023-10-01,INV-0075,547894.62,BDT,Opex-Admin
1226,1246,1226,2023-09-20,INV-6911,4536282.82,BDT,Inventory
1227,1247,1227,2022-04-20,INV-5617,2190664.91,BDT,Inventory
1228,1248,1228,2022-03-12,INV-7034,1369545.98,BDT,Opex-Facility
1229,1249,1229,2023-11-11,INV-3421,194886.76,USD,Inventory
1230,1250,1230,2022-12-28,INV-7314,56864.94,USD,Inventory
1231,1251,1231,2023-07-02,INV-2112,15944.17,USD,Inventory
1232,1253,1232,2022-07-23,INV-0189,115429.03,USD,Inventory
1233,1254,1233,2023-05-31,INV-4568,669836.1,BDT,Inventory
1234,1255,1234,2023-08-15,INV-1636,7619845.23,BDT,Inventory
1235,1256,1235,2023-12-12,INV-6318,7237353.32,BDT,Inventory
1236,1257,1236,2022-04-12,INV-1600,1663499.02,BDT,Inventory
1237,1258,1237,2022-07-17,INV-3236,12190.6,CNY,Inventory
1238,1259,1238,2022-08-31,INV-0077,1442747.9,BDT,Inventory
1239,1260,1239,2023-12-04,INV-8970,5160523.57,BDT,Inventory
1240,1261,1240,2020-11-04,INV-3912,145561.95,CNY,Capex-IT
1241,1262,1241,2022-08-05,INV-3755,14310.23,USD,Inventory
1242,1263,1242,2021-08-29,INV-7820,198531.48,USD,Inventory
1243,1264,1243,2023-07-21,INV-8852,409977.66,USD,Inventory
1244,1265,1244,2023-03-22,INV-6622,251108.42,CNY,Inventory
1245,1266,1245,2021-03-31,INV-1423,470646.0,BDT,Inventory
1246,1267,1246,2023-03-11,INV-9586,7292.43,USD,Inventory
1247,1268,1247,2021-05-27,INV-2665,672.98,USD,Inventory
1248,1269,1248,2022-12-25,INV-8740,2743315.7,BDT,Opex-Admin
1249,1270,1249,2023-01-18,INV-0872,316475.87,USD,Capex-IT
1250,1272,1250,2023-11-19,INV-2944,3102220.46,BDT,Inventory
1251,1273,1251,2023-05-04,INV-6102,4614140.99,BDT,Opex-Facility
1252,1274,1252,2020-10-28,INV-6793,2159701.0,BDT,Opex-Marketing
1253,1275,1253,2021-09-26,INV-2195,215373.44,CNY,Inventory
1254,1276,1254,2023-11-30,INV-1986,2668167.55,BDT,Inventory
1255,1277,1255,2021-07-10,INV-0030,1151422.0,BDT,Opex-Marketing
1256,1278,1256,2023-06-11,INV-0323,677230.09,USD,Inventory
1257,1279,1257,2021-11-04,INV-5808,4449672.0,BDT,Inventory
1258,1280,1258,2021-11-19,INV-1286,3538809.0,BDT,Inventory
1259,1281,1259,2022-04-16,INV-5827,4997509.4,BDT,Inventory
1260,1282,1260,2023-01-02,INV-1877,1482275.5,BDT,Inventory
1261,1283,1261,2022-02-01,INV-8325,1961018.87,BDT,Inventory
1262,1284,1262,2021-02-14,INV-9324,64791.2,CNY,Inventory
1263,1285,1263,2022-06-25,INV-1946,985676.22,USD,Inventory
1264,1286,1264,2023-10-09,INV-4352,1013856.84,BDT,Opex-Facility
1265,1287,1265,2023-12-08,INV-1406,43302.5,CNY,Capex-IT
1266,1288,1266,2023-04-20,INV-2109,841324.21,USD,Capex-IT
1267,1289,1267,2022-09-14,INV-7958,1422552.2,BDT,Opex-Marketing
1268,1290,1268,2022-08-25,INV-0932,5148539.19,BDT,Inventory
1269,1291,1269,2022-05-31,INV-1195,5489933.02,BDT,Inventory
1270,1292,1270,2021-03-01,INV-3070,267977.36,USD,Capex-IT
1271,1293,1271,2020-11-04,INV-9707,2794657.0,BDT,Inventory
1272,1294,1272,2023-05-22,INV-9060,66824.01,CNY,Inventory
1273,1295,1273,2023-01-21,INV-7597,5489769.53,BDT,Opex-Marketing
1274,1296,1274,2023-10-08,INV-4642,3848904.47,BDT,Inventory
1275,1297,1275,2023-09-09,INV-2277,2964777.58,BDT,Inventory
1276,1298,1276,2022-09-19,INV-2140,1107886.89,BDT,Opex-Marketing
1277,1299,1277,2022-11-25,INV-2998,3547741.28,BDT,Inventory
1278,1300,1278,2022-07-23,INV-0941,6983857.74,BDT,Inventory
1279,1301,1279,2021-12-10,INV-3411,44450.51,CNY,Inventory
1280,1302,1280,2021-09-01,INV-6401,3114323.0,BDT,Opex-Facility
1281,1303,1281,2022-09-27,INV-3494,2072404.74,BDT,Inventory
1282,1304,1282,2023-12-11,INV-2647,47121.44,USD,Inventory
1283,1305,1283,2021-07-12,INV-4889,637602.0,BDT,Inventory
1284,1306,1284,2021-03-14,INV-2088,27609.61,USD,Inventory
1285,1307,1285,2022-07-11,INV-6073,8165077.04,BDT,Inventory
1286,1308,1286,2023-10-28,INV-1392,30305.35,USD,Inventory
1287,1309,1287,2021-10-17,INV-4746,2047863.0,BDT,Inventory
1288,1310,1288,2021-07-03,INV-7283,2137048.0,BDT,Opex-Marketing
1289,1311,1289,2024-01-01,INV-2100,635644.17,BDT,Inventory
1290,1312,1290,2023-11-15,INV-4744,2920091.24,BDT,Inventory
1291,1313,1291,2023-06-30,INV-9225,1030206.6,BDT,Inventory
1292,1314,1292,2023-01-31,INV-7044,3650970.94,BDT,Inventory
1293,1315,1293,2021-12-24,INV-4193,368583.0,BDT,Inventory
1294,1316,1294,2022-03-06,INV-6320,678547.85,USD,Capex-IT
1295,1317,1295,2021-03-09,INV-6960,4906042.0,BDT,Opex-Facility
1296,1318,1296,2020-05-12,INV-1229,483479.28,USD,Inventory
1297,1319,1297,2023-10-26,INV-5515,544777.36,USD,Inventory
1298,1320,1298,2022-04-12,INV-2525,395534.89,USD,Capex-IT
1299,1321,1299,2023-09-28,INV-5759,2413974.33,BDT,Inventory
1300,1322,1300,2023-01-12,INV-5795,4968474.16,BDT,Inventory
1301,1323,1301,2023-11-07,INV-6557,1273995.44,BDT,Inventory
1302,1324,1302,2023-11-03,INV-1755,1871069.47,BDT,Inventory
1303,1325,1303,2021-10-27,INV-9762,3517444.0,BDT,Inventory
1304,1326,1304,2023-07-29,INV-2892,1757398.48,BDT,Inventory
1305,1327,1305,2020-06-01,INV-9201,4146601.0,BDT,Inventory
1306,1328,1306,2023-03-27,INV-8763,27937.74,USD,Inventory
1307,1329,1307,2023-12-27,INV-6270,4578808.41,BDT,Inventory
1308,1330,1308,2023-11-17,INV-6662,1218529.85,USD,Capex-IT
1309,1331,1309,2023-09-19,INV-3490,5639806.48,BDT,Inventory
1310,1332,1310,2022-07-22,INV-5504,2688104.06,BDT,Opex-Marketing
1311,1333,1311,2020-08-12,INV-9061,191992.0,BDT,Inventory
1312,1334,1312,2021-08-22,INV-7376,408420.62,USD,Inventory
1313,1335,1313,2022-10-26,INV-0215,7615974.15,BDT,Inventory
1314,1336,1314,2022-08-06,INV-7516,501329.78,USD,Capex-IT
1315,1337,1315,2022-04-29,INV-4665,1189109.14,BDT,Inventory
1316,1338,1316,2023-08-14,INV-3258,55421.31,USD,Inventory
1317,1339,1317,2021-01-01,INV-5758,4962.92,CNY,Inventory
1318,1340,1318,2021-08-20,INV-1262,467784.0,BDT,Inventory
1319,1341,1319,2022-02-14,INV-1955,2114455.13,BDT,Inventory
1320,1342,1320,2023-03-03,INV-1377,252120.54,USD,Inventory
1321,1343,1321,2023-05-24,INV-6310,33053.32,USD,Inventory
1322,1344,1322,2021-02-22,INV-2373,3280673.0,BDT,Inventory
1323,1345,1323,2022-07-31,INV-5822,6943476.7,BDT,Inventory
1324,1346,1324,2021-07-27,INV-7593,137095.91,USD,Capex-IT
1325,1347,1325,2023-11-03,INV-5948,1614806.23,BDT,Opex-Facility
1326,1348,1326,2023-07-18,INV-6815,228501.0,BDT,Inventory
1327,1349,1327,2022-03-08,INV-9007,4679195.8,BDT,Opex-Facility
1328,1350,1328,2023-01-26,INV-7707,4522499.72,BDT,Inventory
1329,1351,1329,2022-04-22,INV-5742,4702754.74,BDT,Inventory
1330,1352,1330,2022-03-12,INV-5844,5039895.87,BDT,Inventory
1331,1353,1331,2023-11-13,INV-1767,2609536.99,BDT,Inventory
1332,1354,1332,2021-06-26,INV-0897,3556304.0,BDT,Opex-Marketing
1333,1355,1333,2021-03-27,INV-0196,4607981.0,BDT,Inventory
1334,1356,1334,2022-03-24,INV-3874,10448581.49,BDT,Inventory
1335,1357,1335,2023-08-05,INV-2660,4979523.33,BDT,Opex-Logistics
1336,1358,1336,2022-09-26,INV-0534,241682.3,BDT,Inventory
1337,1359,1337,2021-09-14,INV-2989,27164.28,USD,Inventory
1338,1360,1338,2023-03-10,INV-0170,1112454.78,BDT,Inventory
1339,1361,1339,2023-04-19,INV-2663,16407.12,CNY,Inventory
1340,1362,1340,2022-09-24,INV-9846,437565.77,USD,Inventory
1341,1363,1341,2022-06-24,INV-9414,434719.26,USD,Capex-IT
1342,1364,1342,2022-03-15,INV-3382,507709.84,USD,Inventory
1343,1365,1343,2023-05-17,INV-3956,4717465.23,BDT,Opex-Facility
1344,1366,1344,2021-06-06,INV-7628,404964.0,BDT,Opex-Marketing
1345,1367,1345,2022-05-21,INV-5392,3692013.99,BDT,Inventory
1346,1368,1346,2021-10-04,INV-2381,2194598.0,BDT,Inventory
1347,1369,1347,2023-05-25,INV-8706,69405.84,CNY,Inventory
1348,1370,1348,2023-05-23,INV-4528,1603333.1,BDT,Inventory
1349,1371,1349,2022-06-19,INV-8198,1075463.85,BDT,Inventory
1350,1372,1350,2023-06-27,INV-3630,845823.28,BDT,Opex-Marketing
1351,1373,1351,2022-05-20,INV-7236,1050059.75,USD,Capex-IT
1352,1374,1352,2022-06-13,INV-0107,83597.16,CNY,Inventory
1353,1375,1353,2023-08-07,INV-2084,5042630.79,BDT,Inventory
1354,1376,1354,2023-08-26,INV-0002,3117933.06,BDT,Inventory
1355,1377,1355,2023-06-07,INV-1556,4936873.89,BDT,Inventory
1356,1378,1356,2024-01-05,INV-9735,4278896.02,BDT,Inventory
1357,1379,1357,2023-03-03,INV-6819,440016.92,USD,Inventory
1358,1380,1358,2022-12-27,INV-5143,262632.8,USD,Capex-IT
1359,1381,1359,2022-07-01,INV-3998,4822745.35,BDT,Inventory
1360,1382,1360,2023-04-07,INV-9054,2471694.93,BDT,Inventory
1361,1383,1361,2021-01-20,INV-2691,2291310.0,BDT,Inventory
1362,1384,1362,2022-06-17,INV-4787,21147.47,CNY,Inventory
1363,1385,1363,2021-11-25,INV-7781,42519.18,USD,Inventory
1364,1386,1364,2022-11-08,INV-4093,2303865.47,BDT,Inventory
